t0_green,t0_green_bkg,t0_red,t0_red_bkg,t0_flag,t0Point5_green,t0Point5_green_bkg,t0Point5_red,t0Point5_red_bkg,t0Point5_flag,t2_green,t2_green_bkg,t2_red,t2_red_bkg,t2_flag,t5_green,t5_green_bkg,t5_red,t5_red_bkg,t5_flag,t7_green,t7_green_bkg,t7_red,t7_red_bkg,t7_flag,t9_green,t9_green_bkg,t9_red,t9_red_bkg,t9_flag,t11Point5_green,t11Point5_green_bkg,t11Point5_red,t11Point5_red_bkg,t11Point5_flag,gal_ndt80_green,gal_ndt80_green_bkg,gal_ndt80_red,gal_ndt80_red_bkg,ndt80_delete_early_green,ndt80_delete_early_green_bkg,ndt80_delete_early_red,ndt80_delete_early_red_bkg,ndt80_delete_early_flag,ndt80_delete_mid_green,ndt80_delete_mid_green_green_bkg,ndt80_delete_mid_green_red,ndt80_delete_mid_green_red_bkg,ndt80_delete_mid_green_flag,t0_correlation,t0Point5_correlation,t2_correlation,t5_correlation,t7_correlation,t9_correlation,t11Point5_correlation,ndt80_delete_early_correlation,ndt80_delete_mid_correlation,t0_regression,t0Point5_regression,t2_regression,t5_regression,t7_regression,t9_regression,t11Point5_regression,ndt80_delete_early_regression,ndt80_delete_mid_regression,t0_g/r_ratio,t0Point5_g/r_ratio,t2_g/r_ratio,t5_g/r_ratio,t7_g/r_ratio,t9_g/r_ratio,t11Point5_g/r_ratio,ndt80_delete_early_g/r_ratio,ndt80_delete_mid_g/r_ratio,failed_pcr,overlaps_another_orf=yes,classification
-0.016733,-0.652764,0.224631,0.047896,-0.077298,-0.058292,-0.482393,-0.121594,-0.439886,-0.109644,-0.138624,0.3835,-0.203935,0.886613,-0.131356,-0.095875,0.697984,-0.001302,1.102932,-0.175538,-0.375149,-0.18641,0.617478,0.104086,-0.149812,-0.145825,-0.377375,1.44451,0.741968,-0.059347,0.090832,0.317965,1.352291,1.64849,-0.079046,-0.695393,-0.224292,-0.481415,-0.216482,0.815883,0.052203,0.27082,0.077637,-0.125017,-0.031097,0.359256,0.582789,0.672162,-0.121633,0.268126,0.280128,0.031463,0.063116,0.333774,0.748598,0.382353,0.197522,0.372873,-0.733051,-0.143502,0.017389,-0.32296,-0.799793,-0.84841,-0.844361,-0.013244,-0.340819,-1.163015,-0.172735,-0.005078,-0.322252,-0.841416,-1.004395,-0.920875,-0.840358,-0.03641,0.0,-0.310659,01.05.09.04@01.05.09.07
-0.843342,-0.539867,-0.843436,-0.925859,-0.077298,-0.665057,0.125228,-0.420069,0.416197,-0.109644,-0.558991,0.292629,-0.513239,-0.096689,-0.131356,-0.659683,-0.439388,-0.760457,-0.810829,-0.175538,-0.30471,0.098185,-0.526843,-0.128383,-0.149812,-0.388248,-0.39908,-0.572692,-0.713947,-0.059347,-0.592444,-0.367987,-0.555264,-0.495779,-0.079046,-0.38733,0.320672,0.260045,1.220764,-0.682582,0.612139,-0.517261,0.155728,-0.125017,-0.714657,0.327566,-0.669157,0.574913,-0.121633,-1.773001,-0.512633,-1.006561,-0.205979,0.436146,0.111602,0.314872,0.1901,-0.3929,-1.297741,-0.657287,-0.591677,-0.387021,0.260177,0.525224,-0.266575,-0.456845,-0.380641,0.065121,-0.580807,-0.508192,-0.275941,0.212962,0.664348,-0.068933,-0.916817,-0.471609,0.0,-0.310659,01.02.07@20.01.07@20.01.11
-0.346839,0.292345,-0.307672,0.308789,-0.077298,-0.543459,0.157974,1.731285,0.416197,-0.109644,-0.593098,-0.616086,0.212761,-0.564928,-0.131356,-0.441335,-0.607342,-0.227499,-0.512878,-0.175538,-0.326679,0.250452,-0.416883,-0.185606,-0.149812,-0.52234,-0.077128,-0.557047,-0.323656,-0.059347,-0.63642,-0.388773,-0.540987,-0.40145,-0.079046,-0.495003,-0.088691,-0.673348,-0.469914,-0.583393,-0.250163,0.402371,-0.189177,-0.125017,-0.620709,-0.121376,-0.673241,-0.216043,-0.121633,0.45431,0.13332,0.104951,0.365847,0.466858,-0.062619,0.389851,0.3905,0.312812,-0.141255,-0.963441,-1.091713,-0.529928,-0.132818,-0.213917,-0.302178,-0.638602,-0.210519,-0.522249,-0.973765,-1.187397,-0.590857,-0.21632,-0.165362,-0.33748,0.776203,-0.678049,0.0,-0.310659,20.01.07@20.09.18
-0.892757,-0.649539,-0.86351,-0.819297,-0.077298,-0.85173,0.077929,-0.488948,0.412121,-0.109644,-0.644258,0.201757,-0.263816,-0.369828,-0.131356,-0.670275,-0.719311,-0.65422,-0.726792,-0.175538,-0.462676,0.110873,0.106927,0.327614,-0.149812,-0.485403,-0.030101,0.003884,0.233275,-0.059347,-0.68638,-0.471919,-0.423921,-0.472772,-0.079046,-0.548696,0.392311,-0.45073,0.091378,-0.734538,0.382565,-0.080936,0.324927,-0.125017,-0.699046,0.137426,-0.534012,0.354483,-0.121633,-4.524385,-0.806248,-1.034119,-4.671271,0.323537,0.323934,0.007457,0.227211,-0.100104,-3.416461,-0.862475,-1.067902,-0.401805,-0.770238,-0.838982,-0.849447,-0.640306,-0.420145,-0.255263,-0.807514,-1.111929,-0.498234,-0.788697,-0.967104,-0.883834,-0.425295,-0.683629,0.0,-0.310659,20.03
2.966319,0.402016,2.854651,0.279393,-0.077298,3.310079,0.21619,1.394142,-0.07707,-0.109644,2.036115,-0.388908,1.110487,-0.642968,-0.131356,3.555208,0.306091,0.606908,-0.077412,-0.175538,3.791937,0.899399,0.138217,-0.089042,-0.149812,1.314605,-0.012014,-0.124534,-0.143859,-0.059347,1.192031,-0.199097,-0.208825,-0.40145,-0.079046,-0.342039,-0.684826,-0.59834,-0.658712,1.969941,-0.093381,0.017523,-0.156639,-0.125017,1.042194,-0.248136,-0.786851,-0.229009,-0.121633,0.619807,0.289915,0.426463,0.601305,0.38496,0.786709,0.427341,0.486989,0.38038,0.450541,0.603969,0.491107,2.223729,2.622146,2.436245,1.819761,0.868279,3.68508,-0.362057,0.545169,0.472881,2.104452,2.502469,2.118672,1.847936,0.896352,0.80051,0.0,-0.310659,20.01.01.01.01.01@20.01.27@20.09.18@32.07@34.01.01.01
-0.680643,-0.436647,-0.664848,-0.139506,-0.077298,-0.275823,0.077929,0.062888,0.61595,-0.109644,-0.339428,0.402973,0.30382,0.059391,-0.131356,-0.49259,-0.088748,-0.589149,-0.581636,-0.175538,0.234222,1.686112,-0.25106,0.325826,-0.149812,-0.088401,0.331643,-0.389843,0.15434,-0.059347,-0.507783,-0.552466,-0.557405,-0.49808,-0.079046,0.657065,0.676307,0.035421,0.400939,-0.049661,0.981697,0.417079,1.262028,-0.125017,-0.394064,0.153271,-0.660617,0.380416,-0.121633,-1.035161,-0.267954,-1.548538,-0.51712,0.446383,0.416489,-0.03753,0.2569,0.170168,-0.836954,-0.538408,-0.963884,-0.421516,0.301714,0.758092,0.549243,-0.443213,0.106149,0.972873,-0.475011,-0.986151,-0.275941,0.1979,0.673671,0.542243,0.994657,-0.477188,0.0,3.218089,10.01.09.05@14.07.04@42.10.03
-0.750563,-0.320525,-0.773178,-0.367328,-0.077298,-0.630227,-0.253171,-0.783394,0.008538,-0.109644,-0.576897,-0.311018,-0.643395,-0.721007,-0.131356,-0.684627,-0.863693,-0.780377,-0.894867,-0.175538,-0.155811,0.747132,-0.294726,0.39199,-0.149812,-0.405009,0.39314,-0.541728,-0.380665,-0.059347,-0.58676,-0.219884,-0.594048,-0.410652,-0.079046,-0.059755,0.806791,-0.233928,0.273372,-0.004002,0.488953,0.145397,0.546187,7.996727,-0.602031,0.248341,-0.417431,0.380416,-0.121633,-1.828166,-0.708377,-0.767724,-0.348936,0.3133,-0.05173,0.037449,0.576056,0.13263,-0.859541,-0.134546,-0.179367,-0.176111,-0.110453,0.146226,0.456675,-0.304623,-0.368854,2.147612,0.114427,-0.105701,-0.109221,-0.141007,0.132961,0.486681,0.317449,-0.35444,0.0,-0.310659,10.03.01@14.01@16.01
-0.40096,0.560072,-0.383468,0.264695,-0.077298,0.34133,0.296236,-0.071244,0.07784,-0.109644,-0.100253,0.22123,0.138033,0.121823,-0.131356,-0.320714,-0.931464,-0.011926,-0.810829,4.534732,0.304835,0.977345,1.85072,1.463135,-0.149812,0.132293,0.299086,0.911283,0.759509,-0.059347,-0.210719,0.081519,0.021262,0.095506,-0.079046,0.231644,0.811908,0.926095,0.394135,-0.048874,0.740924,0.149483,0.728401,-0.125017,-0.493308,-0.094967,-0.292682,0.620296,-0.121633,-0.642106,-2.225388,-0.280863,0.273346,0.405435,0.623377,0.547307,0.264322,0.035032,-1.13511,0.518474,-0.512724,-0.484592,-0.74308,-0.620257,-0.55852,-0.37619,-0.33827,-0.629043,0.137097,-0.533348,-0.581594,-0.781166,-0.77133,-0.633807,-0.752977,-0.382337,0.0,-0.310659,14.04@16.01@20.09.01
0.583306,-0.439873,0.381761,-0.624546,-0.077298,0.190097,-0.169486,0.845931,-0.354278,-0.109644,0.010594,-0.492761,0.696266,-0.330808,-0.131356,0.192863,-0.271434,1.356767,0.449732,-0.175538,0.151577,-0.244416,0.840579,-0.015725,-0.149812,-0.05643,-0.037336,0.022462,0.022781,-0.059347,-0.253499,-0.277046,-0.34564,-0.221994,-0.079046,-0.114731,-0.303606,0.337058,-0.55836,-0.490108,-0.154974,0.469781,-0.195685,-0.125017,-0.563839,0.031793,0.779937,-0.073411,-0.121633,0.557745,0.094171,0.187626,0.508804,0.159742,0.792154,0.554805,0.360811,0.455456,0.748698,-0.518866,-0.690682,-0.641296,-0.613679,-0.247857,0.14642,-0.617018,-0.488321,0.438901,-0.527909,-0.772327,-0.748314,-0.63054,-0.398427,0.014409,-0.731131,-0.655731,0.0,-0.310659,14.07.11@14.13.01.01@32.01@43.01.03.09
-0.323308,-0.136664,-0.25368,-0.323233,-0.077298,-0.492743,-0.602462,-0.320174,-0.684482,-0.109644,-0.632747,-1.031499,-0.673583,-1.009755,-0.131356,-0.620045,-0.495373,-0.6976,-0.276046,-0.175538,-0.702763,-0.429312,-0.661021,-0.475298,-0.149812,-0.472056,-0.341201,-0.487949,-0.455215,-0.059347,-0.619368,-0.365389,-0.541939,-0.46587,-0.079046,-0.873566,-0.41874,-0.857059,-0.61619,-0.939214,-0.01499,-0.853492,-0.182669,-0.125017,-0.784073,0.010666,-0.874101,-0.436473,-0.121633,0.702555,0.103959,0.132509,-0.130296,-0.219034,0.421934,-0.187488,-0.062256,-0.430438,-0.218053,-0.418715,-0.055298,-0.079526,-0.410791,-0.19129,-0.318454,-0.413677,-0.266271,-0.896029,-0.45234,-0.080545,-0.053647,-0.457321,-0.23062,-0.300439,-0.512677,-0.421394,0.0,-0.310659,10.03.01@10.03.04.01@10.03.04.05@42.04.05@42.05
0.0905,-0.875333,0.440252,-0.558404,-0.077298,-0.063486,-0.253171,0.853584,-0.011844,-0.109644,0.176012,1.240289,1.302504,1.29242,-0.131356,-0.004299,-0.088748,1.518337,0.281657,-0.175538,-0.145524,-0.492757,0.426905,-0.257135,-0.149812,-0.105163,-0.934461,-0.007849,-0.705176,-0.059347,1.069077,-0.100362,0.560669,-0.104657,-0.079046,-0.649105,-0.930444,-0.508089,-0.468213,-0.344867,-0.18857,1.464994,-0.247746,-0.125017,-0.564118,0.084609,1.868521,0.04977,-0.121633,0.730138,0.798848,0.233556,0.693807,0.436146,0.683265,0.614789,0.405345,0.523024,-0.633665,-0.588891,-0.832296,-0.807856,-0.611283,-0.229945,-0.001078,-0.667001,-0.515082,-1.64359,-0.641262,-0.935839,-0.89651,-0.653134,-0.389104,-0.124494,-0.545445,-0.711526,0.0,-0.310659,14.13.01.01
-0.576434,-0.259238,-0.401811,0.033198,-0.077298,-0.562402,1.009372,-0.18,2.870304,-0.109644,-0.463492,0.454899,-0.391002,0.660297,-0.131356,-0.514118,-0.071068,-0.547982,0.308396,-0.175538,-0.422748,0.297582,-0.559724,0.293638,-0.149812,-0.502475,-0.022866,-0.595507,-0.117548,-0.059347,0.298746,-0.056191,-0.186459,0.054093,-0.079046,-0.660927,-1.053253,-0.708245,-0.422289,-0.055565,0.136193,0.300235,-0.163146,-0.125017,-0.39044,0.427918,-0.02165,0.717544,-0.121633,0.199169,-5.9543,-0.813654,-0.037795,-0.290694,-1.957274,0.547307,0.101033,0.372873,-1.189321,-0.954484,-0.394921,-0.157386,0.205861,-0.086642,0.583828,-0.435829,-0.341137,-1.750384,-0.535466,-0.420147,-0.164794,0.175306,0.533832,0.514462,0.470367,-0.443712,0.0,-0.310659,11.02.03.01@11.02.03.04
-0.065476,-0.633411,0.354073,-0.308535,-0.077298,0.294279,-0.529693,-0.397109,-0.264593,-0.109644,-0.032892,0.811894,-0.167808,0.153039,-0.131356,-0.157723,-0.230183,0.150972,0.006626,-0.175538,-0.256239,-0.231727,0.037628,-0.183817,-0.149812,-0.295128,-0.391845,-0.059673,-0.332427,-0.059347,0.555423,-0.316021,0.803367,-0.157573,-0.079046,-0.568493,-1.096748,-0.33561,-0.255602,0.239641,-0.462939,-0.135272,-0.501544,-0.125017,0.324623,0.364538,0.168815,-0.053962,-0.121633,0.778408,0.798848,0.261114,0.592896,0.64089,0.710488,0.629784,0.449878,0.440441,-1.035725,0.846612,0.013629,-0.456996,-0.531405,-0.446785,-0.4629,0.021972,-0.126733,-2.01737,0.650966,-0.030234,-0.535283,-0.57029,-0.631491,-0.568986,-0.610982,-0.030831,0.0,-0.310659,12.04.01
-0.527691,0.227832,-0.492836,0.551309,-0.077298,-0.295987,0.172528,0.169227,0.387661,-0.109644,-0.365861,0.182285,-0.169787,0.363746,-0.131356,-0.434843,-0.518945,-0.373576,-0.558717,-0.175538,-0.133319,1.049854,0.008105,0.896269,-0.149812,-0.312821,0.49081,-0.296626,0.584098,-0.059347,-0.449447,-0.162721,-0.401079,-0.265707,-0.079046,0.242896,0.266944,-0.198429,-0.042992,-0.558202,0.539347,-0.009441,0.507141,-0.125017,-0.606492,0.206088,-0.391813,0.166469,-0.121633,-0.435235,-0.444123,-0.1247,0.164026,0.129031,0.302157,0.292378,0.1901,-0.227733,-0.547832,-0.592148,-0.556587,-0.370267,-0.48268,-0.261056,-0.266575,-0.563059,-0.38765,0.065121,-0.565693,-0.583659,-0.424136,-0.472383,-0.323846,-0.318959,0.830816,-0.599937,0.0,-0.310659,11.04.03.05
0.633057,1.472925,0.823039,1.947638,-0.077298,2.00367,2.108185,0.358946,0.440657,-0.109644,1.267432,2.090586,0.512168,1.581167,-0.131356,0.609739,0.921922,0.445781,0.847,-0.175538,3.123634,4.994295,0.820956,1.516782,-0.149812,0.50291,1.040662,-0.108237,1.338367,-0.059347,0.57786,0.138682,-0.10199,0.031085,-0.079046,1.222488,-0.006818,0.520969,-0.396776,1.77235,0.276177,-0.1079,0.149221,-0.125017,0.458157,0.153271,-0.421515,0.140536,-0.121633,0.316396,0.20183,0.17844,0.475167,0.630653,0.427378,0.592295,0.264322,0.327827,-0.299368,0.801829,0.504892,0.039726,0.689917,0.92685,0.723189,0.910878,0.458818,-0.949426,0.817218,0.598659,-0.044385,0.687433,0.962671,0.588544,0.546826,0.928838,0.0,-0.310659,01.04@16.19.03@20.03.25
-0.570719,-0.539867,-0.386583,-0.326908,-0.077298,-0.670251,-0.267724,0.161574,0.228674,-0.109644,-0.5381,-0.142256,-0.215317,0.433982,-0.131356,-0.52471,0.037954,-0.466976,0.380974,-0.175538,-0.317438,0.123562,0.257193,0.483189,-0.149812,-0.549656,-1.05022,-0.190698,-0.034227,-0.059347,0.328363,0.026955,1.351102,0.095506,-0.079046,-0.808905,-0.047754,-0.705437,-0.162054,-0.264177,0.007408,0.358657,-0.130608,-0.125017,-0.535682,0.100454,-0.305677,0.412832,-0.121633,-0.269739,0.534594,-0.042026,-0.290071,0.292826,0.699599,0.434839,0.279167,0.215214,-1.53717,-0.785937,-0.768381,-0.492477,-0.686367,-0.69945,-0.754845,-0.495468,-0.365031,-1.803782,-0.830184,-0.835217,-0.442661,-0.720915,-0.817943,-0.846793,-0.763899,-0.544142,0.0,-0.310659,01.01@32.01.01@32.07.07
-0.047324,-0.714051,0.027354,-0.426121,-0.077298,-0.464024,-0.864431,-0.366899,-0.700788,-0.109644,-0.214511,0.682078,0.133084,0.855397,-0.131356,-0.045986,-0.12116,-0.320457,-0.14617,-0.175538,-0.337837,-0.487318,-0.560608,-0.334028,-0.149812,-0.230565,-0.348436,-0.356598,-0.222795,-0.059347,0.46777,-0.313423,-0.115553,-0.256504,-0.079046,-0.998044,-1.426797,-0.922641,-0.920648,-0.368483,-0.737307,-0.527474,-0.67725,-0.125017,-0.081555,0.317003,-0.147513,-0.092861,-0.121633,0.619807,0.622679,0.22437,0.542441,0.456621,0.656043,0.599793,0.412767,0.530532,0.093657,-0.303907,-0.636793,0.360034,0.372006,0.283872,0.574673,-0.00302,-0.160502,-0.522249,-0.3541,-0.684282,0.252006,0.333463,0.09567,0.44964,-1.419262,-0.058728,0.0,-0.310659,01.06.06.11
-0.264145,-0.601154,0.043966,0.202227,-0.077298,-0.30332,-0.376878,-0.140123,-0.366508,-0.109644,-0.179552,0.364028,-0.348442,-0.166925,-0.131356,-0.300554,0.309038,-0.4143,0.52231,-0.175538,-0.101238,0.250452,0.022071,0.449213,-0.149812,-0.443499,-0.844025,-0.395058,-0.801652,-0.059347,0.870137,0.029553,0.707953,0.063296,-0.079046,-0.467088,-0.216617,-0.185593,0.725807,0.632462,0.024206,0.75903,-0.072039,-0.125017,-0.111942,0.105736,0.285396,0.023837,-0.121633,-0.221469,0.456297,0.481579,0.391075,0.333774,0.666932,0.404847,0.271744,0.245244,-1.284189,-0.342177,0.230437,0.069293,-0.352481,-0.251629,-0.283868,-0.298943,-0.315332,-1.696987,-0.391885,0.108123,0.02045,-0.419665,-0.379781,-0.356,-0.534523,-0.332122,0.0,-0.310659,01.04@14.13@16.19.03
0.224963,-0.717277,0.301119,-0.580452,-0.077298,-0.015824,-0.791662,0.014552,-0.57849,-0.109644,0.150858,1.149417,0.613125,1.90113,-0.131356,0.19423,-0.483587,0.298819,-0.211108,-0.175538,-0.159647,-0.476442,-0.10981,-0.384098,-0.149812,-0.099265,-0.825938,0.018877,-0.551691,-0.059347,0.816887,-0.178311,0.583273,-0.11616,-0.079046,-0.546418,0.197863,-0.442908,0.062463,-0.57434,-0.916487,-0.413899,-0.54059,-0.125017,-0.321024,0.216651,0.154707,-0.339224,-0.121633,0.543954,0.818422,-0.115514,0.517213,0.415672,0.748598,0.494822,0.368234,0.477979,-0.014764,-0.145131,-0.560347,-0.155415,-0.325322,-0.271427,-0.187231,-0.320527,-0.363438,-0.629043,-0.240747,-0.608815,-0.266679,-0.359414,-0.407749,-0.291179,-0.414373,-0.371179,0.0,-0.310659,14.01
-0.549542,-0.607606,-0.346435,-0.367328,-0.077298,-0.735632,-0.617016,-0.836564,-0.586643,-0.109644,-0.450275,1.525885,-0.46573,1.620187,-0.131356,-0.481314,-0.365724,-0.497962,-0.386822,-0.175538,-0.653246,-0.472817,-0.595435,-0.423439,-0.149812,-0.521409,-0.706563,-0.436126,-0.84989,-0.059347,-0.307347,-0.380978,-0.145057,-0.353134,-0.079046,-0.779566,-0.024728,-0.640457,0.064164,-0.850259,-0.826897,-0.84001,-0.709789,-0.125017,-0.67061,0.058201,-0.660246,-0.073411,-0.121633,0.337083,0.544381,-0.133886,0.433121,0.149505,0.645155,0.569801,0.145566,0.410411,-1.071865,-0.023809,-0.185633,-0.29635,-0.449132,-0.440185,-0.461883,-0.129682,-0.292395,-1.857179,-0.104723,-0.206324,-0.31299,-0.44979,-0.547588,-0.550465,-0.742054,-0.14242,0.0,-0.310659,12.01.01@42.16
-0.726024,-0.085054,-0.734068,-0.499612,-0.077298,-0.825761,-0.500585,-0.976738,-0.545878,-0.109644,-0.712898,-1.407967,-0.711195,-1.056579,-0.131356,-0.657974,-0.48948,-0.753817,-0.421201,-0.175538,-0.765705,-0.570703,-0.762672,-0.600473,-0.149812,-0.552449,-0.080745,-0.538143,-0.37628,-0.059347,-0.657361,-0.640809,-0.558833,-0.567101,-0.079046,-0.628169,-0.370128,-0.597738,-0.449503,-0.783739,-0.082182,-0.741551,-0.130608,-0.125017,-0.564396,0.52827,-0.625346,0.237784,-0.121633,-0.228364,-0.698589,0.123323,0.037888,0.129031,0.220491,0.539809,0.242056,0.185183,0.202077,0.065757,-0.25832,-0.177097,-0.223878,-0.268599,-0.151628,-0.281903,-0.236643,-0.148468,0.129541,-0.181168,-0.035123,-0.291633,-0.463685,-0.281918,-0.272378,-0.276328,-1.643239,-0.310659,01.04.04@01.05.25@02.19@14.07.03@18.02.01
0.518428,0.043972,0.769048,-0.154204,-0.077298,1.06236,0.016075,-0.717738,-0.26867,-0.109644,0.237405,-0.713449,-0.502352,-0.884891,-0.131356,0.754279,0.367969,-0.501946,-0.115611,-0.175538,0.291061,-0.184597,-0.572983,-0.371581,-0.149812,0.204305,0.382287,-0.229484,0.272743,-0.059347,-0.346238,-0.451133,-0.370623,-0.330127,-0.079046,-0.287918,-0.492937,-0.416435,-0.430793,-0.324793,0.007408,-0.920902,0.038591,-0.125017,-0.209514,0.850451,-0.888953,0.28965,-0.121633,0.516371,0.035448,0.325416,0.609714,0.129031,0.73771,0.479826,-0.359146,-1.856877,-0.57042,3.635379,2.134081,3.232944,1.99511,0.925907,-0.008199,3.552605,2.502829,-1.323207,3.492356,2.007379,3.058461,2.020468,0.63638,-0.105974,0.24099,3.551188,0.0,-0.310659,12.01.01
-0.291373,0.463303,-0.229453,0.547635,-0.077298,-0.094343,0.434497,-0.139317,0.041151,-0.109644,-0.275477,-0.031912,-0.031714,0.29351,-0.131356,-0.382221,-0.327419,-0.154018,-0.188188,-0.175538,0.058472,0.888523,0.113998,0.783611,-0.149812,-0.457156,-0.163946,-0.376154,-0.095621,-0.059347,-0.414146,-0.108157,-0.261647,-0.171378,-0.079046,2.484934,1.395251,1.070897,0.637361,0.348277,0.169789,-0.66066,-0.039501,-0.125017,-0.172158,-0.295671,-0.897121,-0.468889,-0.121633,0.137108,-0.07221,0.068207,0.323801,0.477095,0.498156,0.517316,0.115878,-1.188703,-0.669805,-0.22574,-0.524003,-0.504303,-0.367657,-0.429814,-0.477141,1.33744,1.662733,-0.68244,-0.225633,-0.571082,-0.581594,-0.374477,-0.510298,-0.568986,0.994657,1.369616,0.0,-0.310659,01.03.13@20.01.17@20.09.18
0.061927,-0.246335,0.063002,-0.334257,-0.077298,-0.109619,-0.253171,-0.040631,-0.42358,-0.109644,-0.312142,-1.005536,-0.129207,-1.220462,-0.131356,0.194572,0.24716,-0.319572,-0.115611,-0.175538,-0.182487,-0.374931,-0.577403,-0.498545,-0.149812,-0.053637,0.794676,-0.393429,0.812133,-0.059347,-0.486842,-0.456329,-0.543605,-0.447464,-0.079046,-0.481045,-0.628538,-0.374318,-0.583873,-0.380291,0.203386,-0.625116,-0.026486,-0.125017,-0.19892,0.68672,-0.773857,0.108119,-0.121633,0.440518,0.162682,0.380533,0.491985,0.3133,0.487267,0.524814,0.405345,0.312812,0.170455,-0.292508,-0.430012,0.747359,0.801745,1.324704,0.673345,0.162834,0.909927,-0.362057,-0.301202,-0.533348,0.650282,0.717558,1.074542,0.486681,-0.447141,0.114235,0.0,-0.310659,32.01
3.315922,-0.423745,4.887648,-0.010897,-0.077298,0.169321,-0.311386,5.256992,-0.146372,-0.109644,2.986418,0.467881,6.437953,0.949045,-0.131356,5.320098,0.258946,1.461234,-0.054492,-0.175538,2.645203,-0.177346,1.89527,-0.022877,-0.149812,2.822217,-0.348436,2.954885,0.053478,-0.059347,4.201556,0.00357,5.1329,0.486628,-0.079046,-0.873708,-0.060547,1.998875,0.207038,0.716694,-0.826897,0.296967,-0.54059,-0.125017,2.509675,0.353975,-0.671756,-0.248459,-0.121633,0.737033,0.867358,0.22437,0.65176,0.651127,0.786709,0.539809,0.271744,0.32032,-0.922787,-0.9211,-0.739557,1.994094,-0.016198,-0.185634,-0.51783,-0.075155,3.969254,-1.963973,-0.958652,-0.835217,1.771011,-0.110882,-0.323846,-0.606027,-1.69233,-0.092205,0.0,-0.310659,01.05@02.04
-0.624504,-0.53019,-0.513948,-0.010897,-0.077298,-0.738382,-0.376878,-0.251296,0.175679,-0.109644,-0.588834,0.357537,-0.431583,0.683709,-0.131356,-0.627221,-0.280274,-0.670155,0.090663,-0.175538,-0.547587,0.007549,-0.495022,0.036134,-0.149812,-0.640292,-0.775294,-0.578233,-0.297344,-0.059347,-0.027934,0.531025,0.085267,0.311773,-0.079046,-0.777287,-0.024728,-0.632234,0.531907,-0.573159,0.018607,-0.347715,-0.2087,-0.125017,-0.717166,0.116299,-0.740813,-0.002096,-0.121633,-0.111138,0.466084,-0.225747,-0.609621,0.303063,-0.046286,0.449834,0.338545,0.147646,-1.013137,-0.735454,-0.661858,-0.274668,-0.394017,-0.405302,-0.418142,-0.417085,-0.308324,-0.735837,-0.739502,-0.69686,-0.137007,-0.419665,-0.389104,-0.531945,-0.479909,-0.46045,0.0,-0.310659,10.03.01
-0.550214,-0.039895,-0.379661,0.441073,-0.077298,-0.449664,-0.365963,-0.319369,0.020768,-0.109644,-0.524458,0.195266,-0.131186,1.284616,-0.131356,-0.564006,-0.333312,-0.196513,-0.14235,-0.175538,-0.484993,0.074619,-0.004801,0.36159,-0.149812,-0.606769,-0.692093,-0.424718,-0.402591,-0.059347,0.008264,0.107502,0.844054,0.20594,-0.079046,-0.406557,0.162044,-0.268022,0.821057,0.013316,-0.00939,1.476024,-0.052516,-0.125017,-0.418317,0.280031,0.674494,0.276684,-0.121633,0.247439,0.534594,-0.069584,0.34062,0.38496,0.176935,0.494822,0.264322,0.237737,-0.882129,-0.332406,-0.833549,-0.778289,-0.726306,-0.732448,-0.777224,-0.598275,-0.449136,-1.536796,-0.369214,-0.885528,-0.831674,-0.758572,-0.780653,-0.865313,-0.206841,-0.633414,0.0,-0.310659,01.03.16.01@11.02.03.04.03@11.04@34.11.03.07@41.01.01
-0.381463,-0.749533,-0.338821,-0.426121,-0.077298,-0.64917,-0.074886,1.466243,-0.024074,-0.109644,-0.390162,-0.103312,0.433481,0.831985,-0.131356,-0.324473,-0.153572,-0.034058,-0.023933,-0.175538,-0.561361,-0.601519,-0.277931,-0.400192,-0.149812,-0.435739,-0.24353,0.074938,-0.021071,-0.059347,-0.117681,-0.456329,0.624913,-0.277211,-0.079046,-0.356139,-0.160329,-0.542184,0.030146,-0.495618,-0.938885,0.178898,-0.696773,-0.125017,0.040549,0.353975,-0.2485,-0.339224,-0.121633,0.426727,0.671615,0.215184,0.517213,0.026659,0.68871,0.659776,0.145566,0.447949,0.531857,-0.978911,-0.983936,-0.550625,-0.647227,-0.803156,-0.775189,-0.551699,-0.048681,-0.201865,-0.996436,-1.036462,-0.609381,-0.660665,-0.920492,-0.856053,0.896352,-0.583198,0.0,-0.310659,01.01.03.05.01@01.04@01.20.17.01
-0.602318,0.108484,-0.478646,0.532937,-0.077298,-0.428584,-0.045779,-0.468002,0.045228,-0.109644,-0.494188,0.571734,0.799203,1.651403,-0.131356,-0.565715,-0.398136,0.148759,-0.180549,-0.175538,-0.475229,0.245013,-0.029904,0.635188,-0.149812,-0.609873,-0.645066,-0.557699,-0.516609,-0.059347,-0.053661,0.684325,0.000323,0.583258,-0.079046,0.930519,0.489535,-0.00429,1.043873,-0.584967,0.018607,5.114107,0.259851,-0.125017,-0.476861,0.586368,0.707538,0.503597,-0.121633,0.130212,0.397574,0.251928,0.029479,0.24164,0.155158,0.412345,0.242056,0.32032,-1.035725,-0.180143,-1.169413,-0.928094,-0.711129,-0.44867,-0.336764,-0.797639,-0.472392,-1.216412,-0.195406,-1.288019,-0.97987,-0.743509,-0.463685,-0.448603,1.977701,-0.839854,0.0,-0.310659,01.03.07@10.01.03
