t0_green,t0_green_bkg,t0_red,t0_red_bkg,t0_flag,t0Point5_green,t0Point5_green_bkg,t0Point5_red,t0Point5_red_bkg,t0Point5_flag,t2_green,t2_green_bkg,t2_red,t2_red_bkg,t2_flag,t5_green,t5_green_bkg,t5_red,t5_red_bkg,t5_flag,t7_green,t7_green_bkg,t7_red,t7_red_bkg,t7_flag,t9_green,t9_green_bkg,t9_red,t9_red_bkg,t9_flag,t11Point5_green,t11Point5_green_bkg,t11Point5_red,t11Point5_red_bkg,t11Point5_flag,gal_ndt80_green,gal_ndt80_green_bkg,gal_ndt80_red,gal_ndt80_red_bkg,ndt80_delete_early_green,ndt80_delete_early_green_bkg,ndt80_delete_early_red,ndt80_delete_early_red_bkg,ndt80_delete_early_flag,ndt80_delete_mid_green,ndt80_delete_mid_green_green_bkg,ndt80_delete_mid_green_red,ndt80_delete_mid_green_red_bkg,ndt80_delete_mid_green_flag,t0_correlation,t0Point5_correlation,t2_correlation,t5_correlation,t7_correlation,t9_correlation,t11Point5_correlation,ndt80_delete_early_correlation,ndt80_delete_mid_correlation,t0_regression,t0Point5_regression,t2_regression,t5_regression,t7_regression,t9_regression,t11Point5_regression,ndt80_delete_early_regression,ndt80_delete_mid_regression,t0_g/r_ratio,t0Point5_g/r_ratio,t2_g/r_ratio,t5_g/r_ratio,t7_g/r_ratio,t9_g/r_ratio,t11Point5_g/r_ratio,ndt80_delete_early_g/r_ratio,ndt80_delete_mid_g/r_ratio,failed_pcr,overlaps_another_orf=yes,classification,id
-0.688038,-0.7076,-0.571401,-0.698037,12.933406,-0.86609,-0.566078,-1.044811,-0.627409,-0.109644,-0.713324,-0.538197,-0.769591,-0.369828,-0.131356,-0.644989,-0.601449,-0.232368,-0.520518,-0.175538,-0.703983,-0.576141,0.248354,-0.207064,-0.149812,-0.575108,-1.064689,0.551452,-0.599929,-0.059347,-0.543083,-0.474517,0.928522,-0.169077,-0.079046,-0.862741,-0.444325,-0.481616,-0.241995,-0.954959,-0.815699,-0.951951,-0.937556,-0.125017,-0.74365,-0.417149,-0.844399,-0.65042,-0.121633,-0.18699,-0.52242,-0.611561,0.172435,-0.259983,-0.514505,0.367357,-0.425946,-0.107612,-2.76142,0.37761,-0.008929,-0.897542,-0.958748,-1.003026,-1.071203,-0.01438,-0.224537,-1.536796,0.386475,0.158434,-0.915035,-0.969448,-1.116266,-1.1246,-1.397417,-0.053149,0,-0.310659,01.05,687
0.222274,1.363254,0.320501,1.315615,-0.077298,0.967343,0.863834,-0.228739,0.26944,-0.109644,0.744744,0.883293,-0.501857,-0.190337,-0.131356,0.429321,0.697984,-0.631644,-0.589276,-0.175538,2.092323,3.199719,-0.258308,0.23105,-0.149812,0.162402,0.331643,-0.34682,-0.205253,-0.059347,0.106986,0.006168,-0.177417,-0.141468,-0.079046,1.175773,0.136459,0.144524,-0.264107,0.054645,1.328858,-0.888627,0.09716,-0.125017,-0.30597,0.005384,-0.90566,-0.267909,-0.121633,0.392248,0.074597,0.233556,-0.231207,0.528281,0.416489,0.037449,-1.212703,-0.107612,-0.579455,0.963862,3.295818,2.357766,2.947246,0.989073,0.113869,2.796041,2.039295,-0.949426,1.036367,3.730546,2.743545,2.638032,0.971994,0.097751,1.300493,3.858059,0,-0.310659,12.01.01,688
-0.770733,-0.130212,-0.800173,-0.451842,-0.077298,-0.886865,0.278043,-0.599315,0.065611,-0.109644,-0.842504,-1.304113,-0.737918,-1.165834,-0.131356,-0.683602,-0.059282,-0.671483,-0.039213,-0.175538,-0.793602,-0.581579,-0.67923,-0.528944,-0.149812,-0.645259,-0.612509,-0.592574,-0.884973,-0.059347,-0.805744,-0.882451,-0.63997,-0.576304,-0.079046,-0.731569,-0.498054,-0.744145,-0.77097,-0.911662,-0.384548,-0.449851,-0.332345,-0.125017,-0.718281,-0.480529,-0.3532,-0.436473,-0.121633,-1.186866,-0.444123,-0.758538,-3.477163,-0.638758,-0.944613,-2.466855,-0.084523,0.230229,-0.059939,-0.882831,-0.915008,-0.703387,-0.737489,-0.772045,-0.761965,-0.674953,-0.446587,1.61364,-0.852855,-0.847794,-0.618643,-0.720915,-0.650137,-0.485644,-0.239609,-0.694788,0,-0.310659,20.01.01.01@20.01.01.07@20.01.03@20.01.11@34.01.01@34.01.03,689
0.256562,1.853549,0.114571,1.469946,-0.077298,0.696651,1.03848,0.708174,0.909465,-0.109644,0.426698,1.538866,-0.085162,0.231078,-0.131356,0.200722,0.877724,-0.395266,-0.161449,-0.175538,1.3283,2.195482,0.098971,0.511801,-0.149812,-0.066363,0.39314,-0.509461,-0.529765,-0.059347,-0.198753,0.369931,-0.482692,-0.079349,-0.079046,0.292032,-0.475027,0.150941,-0.311732,-0.117361,0.108196,-0.404094,-0.000455,-0.125017,-0.459576,-0.422431,-0.699601,-0.553171,-0.121633,0.199169,0.152894,0.398905,-0.071432,0.3133,-0.040841,-0.164995,0.019388,0.215214,0.59962,-0.209456,0.618935,0.568973,0.541345,1.325647,1.000892,0.012316,0.030646,0.278709,-0.210519,0.548348,0.752166,0.627182,1.344897,1.116377,0.055304,0.008225,0,-0.310659,16.01@20.09.13,690
-0.780145,0.063325,-0.800866,-0.39305,-0.077298,-0.925055,0.47452,-0.821257,0.138989,-0.109644,-0.859557,-1.135352,-0.441976,-0.955127,-0.131356,-0.746816,-0.501266,0.933588,0.083023,-0.175538,-0.80755,-0.654087,0.342226,-0.255346,-0.149812,-0.602424,0.121831,0.040389,0.439384,-0.059347,-0.76446,-0.586244,-0.569064,-0.475073,-0.079046,-0.884532,-0.9023,-0.911811,-0.964871,-1.024234,-0.429342,1.379199,-0.104578,-0.125017,-0.835367,-0.839683,3.405236,-0.41054,-0.121633,-3.869293,-2.871341,-1.971096,-2.770789,-1.263227,-2.441826,-1.372159,-0.515013,-0.130135,-2.933086,-0.928428,-1.306014,-1.179412,-1.017858,-1.068078,-0.846395,-0.824335,-0.552356,0.492298,-0.807514,-1.325753,-1.220688,-1.037229,-1.162879,-0.837533,-0.064846,-0.867751,0,-0.310659,01.03.16.03@10.01.05.03.01@10.03.02.01,691
1.728591,0.221381,1.478901,0.0185,-0.077298,0.079498,0.405389,3.408946,0.469193,-0.109644,0.207987,-0.849756,4.825114,-0.611752,-0.131356,0.114955,0.179389,8.243612,2.023524,-0.175538,-0.180744,-0.264356,3.169173,-0.064007,-0.149812,0.604411,0.617421,3.167394,0.570942,-0.059347,-0.490431,-0.461526,-0.194311,-0.279511,-0.079046,-0.826993,-0.840896,-0.705638,-0.782876,-0.108308,-0.306156,7.405629,-0.195685,-0.125017,-0.270287,-0.612571,5.039596,-0.559655,-0.121633,0.45431,0.485658,0.702045,0.475167,0.56923,0.63971,0.442337,0.167833,0.185183,0.432471,-0.876317,-1.163146,-1.102539,-0.924401,-0.808813,-0.67957,-0.776056,-0.516994,0.065121,-0.91331,-1.313175,-1.183639,-0.961916,-0.957782,-0.74493,-0.873127,-0.817536,0,-0.310659,10.01.03@10.01.05.03.01@10.03.02@16.03.03@43.01.03.09,692
-0.809391,-0.733405,-0.757603,-0.521659,-0.077298,-0.958968,-0.8426,-0.865968,-0.619256,-0.109644,-0.707782,0.007032,-0.758704,0.168647,-0.131356,-0.680185,-0.65154,-0.777278,-0.734432,-0.175538,-0.78994,-0.577954,-0.471333,-0.371581,-0.149812,-0.640913,-0.782529,-0.316834,-0.770955,-0.059347,-0.646293,-0.487509,0.029352,-0.337029,-0.079046,-0.903759,-0.567134,-0.781248,-0.418887,-1.017149,-0.972481,-0.947049,-0.748835,-0.125017,-0.757868,-0.617853,-0.914942,-0.831951,-0.121633,-0.642106,-0.483272,-0.372723,-0.29848,-0.853739,-0.176951,0.262387,-0.181012,-0.17518,-0.543315,-0.674386,0.1189,-0.224404,-0.9252,-0.915347,-1.02441,-0.26032,0.015354,0.118518,-0.611035,0.145856,-0.137007,-0.901666,-0.995072,-1.069038,-1.124349,-0.24843,0,-0.310659,30.01.05.05.01@30.05.01@32.01.05@34.11.09@42.01@42.04.03,693
-0.73947,-0.849528,-0.691498,-0.562079,-0.077298,-0.865479,-0.551524,0.128142,-0.562184,-0.109644,-0.597361,-0.336981,0.005898,-0.135709,-0.131356,-0.560589,-0.619128,0.394433,-0.329524,-0.175538,-0.749838,-0.478255,-0.475752,-0.401981,-0.149812,-0.614529,-0.435254,-0.453074,-0.556076,-0.059347,-0.439276,-0.513492,-0.207635,-0.323225,-0.079046,-0.650814,-0.536432,-0.595532,-0.350852,-0.878599,-0.871692,0.259789,-0.573128,-0.125017,-0.611789,-0.501656,1.293413,-0.365157,-0.121633,-0.111138,-0.483272,-0.198189,-0.533938,-0.976586,0.247713,0.224897,0.308856,0.207706,0.098174,-0.971583,-1.046597,-0.942878,-0.851713,-0.765445,-0.606329,-0.731184,-0.508073,0.171915,-0.966208,-1.111929,-1.016919,-0.841416,-0.855233,-0.643068,-0.294223,-0.7729,0,-0.310659,14.13@16.01@42.01,694
1.593456,-0.488257,2.03197,-0.10276,-0.077298,0.990868,-0.224063,2.362472,-0.146372,-0.109644,1.631096,2.077604,1.570238,1.932346,-0.131356,2.152181,0.040901,0.884453,-0.192008,-0.175538,0.996502,-0.110276,-0.392841,-0.294687,-0.149812,0.912638,-0.38461,-0.030665,-0.512223,-0.059347,2.681237,-0.027609,1.011087,-0.132266,-0.079046,-0.717184,-0.623421,-0.76039,-0.50053,0.561612,-0.871692,-0.187157,-0.612174,-0.125017,2.651572,-0.163629,-0.435252,-0.598554,-0.121633,0.578432,0.387787,0.591812,0.525622,-0.01429,0.748598,0.569801,0.405345,0.200199,-0.389719,-0.519681,-0.033993,0.819305,1.981531,1.155946,0.401744,0.30256,1.915367,-1.216412,-0.565693,-0.143434,0.650282,2.012937,1.018607,0.273696,0.317449,0.242563,0,-0.310659,01.04@01.05@01.06,695
1.651275,-0.088279,1.991476,-0.135831,-0.077298,0.911432,0.088844,0.958312,-0.05261,-0.109644,0.969423,1.499921,1.457898,1.963562,-0.131356,0.887885,-0.333312,2.115037,-0.612195,-0.175538,0.211381,-0.014203,0.094552,0.021828,-0.149812,0.59603,-0.355671,0.145991,-0.389435,-0.059347,1.537259,0.068528,0.233503,0.028785,-0.079046,-0.735129,-0.439208,-0.582496,-0.490324,-0.424769,-0.944484,-0.065003,-0.813911,-0.125017,-0.053678,-0.290389,0.528211,-0.417023,-0.121633,0.371561,0.143107,0.600998,0.273346,0.169979,0.568933,0.584797,0.331122,0.140138,-0.489104,-0.182586,-0.37111,-0.563437,-0.195123,0.343267,0.843222,-0.435261,-0.344642,-1.109618,-0.225633,-0.470459,-0.637168,-0.21632,0.216864,0.699667,-0.785745,-0.471609,0,-0.310659,11.04.01@16.03.03,696
-0.99226,-1.278536,-0.892582,-0.951581,-0.077298,-1.083621,-0.860792,-1.160415,-0.566261,-0.109644,-0.845915,-1.083426,-0.853227,-0.43226,-0.131356,-0.83395,-0.893158,-0.928666,-0.753531,-0.175538,-0.869969,-0.802729,-0.847528,-0.612991,-0.149812,-0.669159,-0.514838,-0.595181,0.30344,-0.059347,-0.800957,-0.687578,-0.67114,-0.684438,-0.079046,0.581011,0.233683,-0.425059,0.511496,-1.070679,-0.261362,-0.995257,-0.221715,-0.125017,-0.834252,-0.269262,-0.779055,0.114603,-0.121633,-5.503574,-5.729195,-0.804468,-5.486964,-4.887191,-2.626936,-2.271909,-6.460225,-1.90943,-4.121195,-0.701256,-0.230749,-0.900499,-0.667995,-0.833325,-0.617519,-0.820359,-0.52464,-1.590193,0.295792,0.158434,0.233482,-0.118414,-0.323846,-0.430082,3.98748,-0.449291,0,-0.310659,01.04@16.19.03@20.03.25,697
-0.659465,-0.423745,-0.613279,-0.323233,-0.077298,-0.76649,0.07429,-0.595287,-0.060764,-0.109644,-0.604609,0.513317,-0.549366,0.504218,-0.131356,-0.53667,-0.507159,-0.64094,-0.829929,-0.175538,-0.72386,-0.52176,-0.676578,-0.337605,-0.149812,-0.618254,-0.905522,-0.604959,-0.968293,-0.059347,-0.425813,-0.162721,-0.346353,-0.109258,-0.079046,-0.848357,-0.439208,-0.76761,-0.323638,-0.965586,-0.916487,-0.911914,-0.931049,-0.125017,-0.603704,-0.279826,-0.568169,-0.501305,-0.121633,-0.118033,-0.219018,-0.060398,0.433121,-0.956111,-0.160618,0.247391,0.227211,-0.107612,-0.25871,-0.657287,-0.544055,-0.072628,-0.474693,-0.310081,-0.391694,-0.201249,-0.297492,-0.362057,-0.618592,-0.533348,-0.192581,-0.404602,-0.314523,-0.383781,-0.676518,-0.265169,0,-0.310659,01.01@20.01.07@20.09.18,698
-0.638959,0.250412,-0.680076,-0.02192,-0.077298,-0.794903,-0.06761,-0.69075,0.008538,-0.109644,-0.758516,-1.109389,-0.689419,-0.744419,-0.131356,-0.656266,0.029115,-0.552851,0.136502,-0.175538,-0.769889,-0.539887,-0.743403,-0.528944,-0.149812,-0.555864,0.241207,-0.578233,-0.165786,-0.059347,-0.775828,-0.6538,-0.665905,-0.631521,-0.079046,-0.812038,-0.825544,-0.894763,-0.86792,-0.762485,-0.429342,-0.391429,-0.403929,-0.125017,-0.599522,-0.697078,-0.251841,-0.553171,-0.121633,-0.386965,-0.121146,0.003905,-1.484179,-0.024527,-1.380166,-2.286905,0.034233,0.530532,0.951987,-0.588891,-0.648072,-0.822639,-0.362865,-0.612714,-0.421194,-0.543179,-0.389562,1.079668,-0.535466,-0.533348,-0.757577,-0.412133,-0.342491,0.005149,0.918198,-0.577619,0,-0.310659,11.04.03.01,699
0.401445,0.669744,0.219786,0.279393,-0.077298,-0.016741,-0.384155,0.175672,-0.158602,-0.109644,-0.254587,-0.557669,-0.038147,-0.767831,-0.131356,0.033972,-0.041603,0.266948,-0.069772,-0.175538,-0.217184,-0.327801,0.231559,-0.410922,-0.149812,0.051278,0.769353,0.477791,0.908609,-0.059347,-0.52274,-0.339406,-0.401793,-0.288714,-0.079046,0.151887,-0.666916,0.331042,-0.692729,-0.08666,-0.429342,0.229966,-0.286792,-0.125017,0.183283,-0.660106,1.202079,-0.721736,-0.121633,0.516371,0.456297,0.600998,0.668579,0.630653,0.650599,0.32237,0.138144,0.485487,0.866154,-0.307164,-0.431265,-0.34957,-0.594508,-0.543891,-0.408987,-0.395502,-0.360889,0.385504,-0.346543,-0.558504,-0.442661,-0.645603,-0.668782,-0.476383,-0.40345,-0.421394,0,-0.310659,32.01,700
-0.971082,-1.255957,-0.902965,-1.109587,-0.077298,-1.064984,-0.646124,-1.147122,-0.570337,-0.109644,-0.883432,-1.050971,-0.914593,-0.713203,-0.131356,-0.844201,-0.878426,-0.93088,-0.764991,-0.175538,-0.855846,-0.746535,-0.840634,-0.618355,-0.149812,-0.743035,-1.184065,-0.691658,-0.937596,-0.059347,-0.811727,-0.786313,-0.668285,-0.610815,-0.079046,-0.714193,-0.206383,-0.726295,-0.083813,-1.072648,-0.328554,-0.989537,0.025575,-0.125017,-0.871051,-0.501656,-0.941303,-0.131761,-0.121633,-4.800212,-3.840271,-8.787147,-5.444918,-6.105416,-4.009817,-3.344111,-7.469649,-5.693248,-3.583609,-0.598662,-1.565431,-0.894585,-0.691959,-1.052051,-0.84843,-0.899878,-0.508073,-0.415454,-0.036711,0.53577,0.029713,-0.141007,-0.491653,-0.291179,0.317449,-0.265169,0,-0.310659,01.07.01,701
-0.808046,-0.539867,-0.740644,-0.227695,-0.077298,-0.609452,0.12159,-0.66054,0.106377,-0.109644,-0.323227,1.902352,-0.329636,2.369369,-0.131356,-0.500108,-0.460014,-0.535588,-0.153809,-0.175538,-0.556653,-0.267981,-0.559724,-0.198123,-0.149812,-0.518305,0.129066,-0.536513,-0.139474,-0.059347,-0.442865,0.016562,-0.367054,-0.067845,-0.079046,-0.810614,-0.638773,-0.758585,-0.612788,-0.963225,-1.174058,-0.909871,-0.89851,-0.125017,-0.595898,-0.248136,-0.697002,-0.44944,-0.121633,-0.552462,0.524807,0.086579,0.399484,0.200691,0.291268,0.442337,0.175255,0.035032,-0.019282,-0.146759,-0.208191,-0.230317,-0.260622,-0.158293,-0.324557,-0.209201,-0.186626,-0.148468,-0.202963,-0.143434,-0.174056,-0.269039,-0.286556,-0.402301,-0.534523,-0.192636,-1.643239,-0.310659,11.02.03.01@11.02.03.04@11.04.02,702
-0.052366,0.040746,0.056772,0.161807,-0.077298,0.279003,0.56912,-0.853079,-0.121912,-0.109644,0.401118,3.317351,-0.303407,3.454123,-0.131356,0.391392,-0.271434,-0.597117,-0.45176,-0.175538,-0.203758,-0.307861,-0.704864,-0.233888,-0.149812,0.064626,-0.210973,-0.318138,-0.086851,-0.059347,0.489908,0.094511,0.238262,0.04489,-0.079046,-0.523487,-0.562017,-0.68478,-0.541351,-0.610946,-1.017276,-1.003019,-1.028663,-0.125017,-0.075422,-0.184756,-0.924224,-0.507789,-0.121633,0.523267,-0.864971,0.205998,0.138799,0.047133,0.694154,0.584797,-0.529857,-0.820832,-0.195465,3.992015,2.300759,3.559164,2.604573,0.94382,-0.098732,2.666539,3.519737,-0.896029,3.069171,2.321826,2.780594,2.645564,0.720284,-0.198576,0.798048,2.870493,0,-0.310659,12.01.01,703
-0.183131,0.73103,-0.29279,0.426375,-0.077298,-0.403836,-0.576993,-0.282311,-0.468422,-0.109644,-0.417874,-0.213655,-0.123268,-0.385436,-0.131356,-0.170707,-0.171251,-0.018123,-0.199648,-0.175538,-0.522131,-0.452877,-0.458074,-0.49318,-0.149812,-0.154827,0.84532,-0.191024,0.417457,-0.059347,-0.628343,-0.373184,-0.575726,-0.330127,-0.079046,-0.615351,-0.666916,-0.520724,-0.8288,-0.422407,-0.194169,-0.229237,-0.390914,-0.125017,-0.255233,-0.686514,0.075625,-0.676353,-0.121633,0.302604,0.524807,0.490765,0.508804,0.395197,0.389267,0.209901,-0.114212,0.515517,1.1101,-0.323449,-0.625514,-0.362382,-0.395614,-0.206375,0.187109,-0.39607,-0.308642,0.65249,-0.369214,-0.747172,-0.433399,-0.434727,-0.295878,0.116272,-0.556368,-0.410235,0,-0.310659,14.04@20.09.07@20.09.13@42.25,704
-0.698459,0.505236,-0.71434,0.09934,-0.077298,-0.863035,-0.063971,0.049193,0.057458,-0.109644,-0.564959,-0.200674,1.057039,0.168647,11.313625,-0.579041,-0.082855,4.134435,0.212899,-0.175538,-0.727172,-0.509071,1.449068,-0.296475,-0.149812,-0.35938,0.9864,1.626381,1.136644,-0.059347,-0.702534,-0.461526,-0.471747,-0.291015,-0.079046,-0.911023,-0.633655,-0.896167,-0.815193,-1.01951,-0.496535,3.106114,-0.23473,-0.125017,-0.817526,-0.887218,8.233691,-0.423507,-0.121633,-2.145369,-1.501137,-5.085168,-1.79532,-2.000304,-3.563375,-1.994486,-0.715413,-0.047551,-1.076383,-0.989496,-1.285962,-1.179412,-1.017858,-1.085991,-0.924722,-0.832287,-0.555223,0.065121,-0.973765,-1.363487,-1.248475,-1.04476,-1.172201,-0.819012,-0.731131,-0.873331,0,-0.310659,10.01.09.05@10.03.02@10.03.04.03@16.01,705
-0.676945,0.156869,-0.746874,-0.095411,-0.077298,-0.734716,-0.267724,-0.934847,-0.554031,-0.109644,-0.761927,-0.752394,-0.736929,-0.658576,-0.131356,-0.696245,-0.483587,3.941437,4.261975,-0.175538,-0.686548,0.154378,7.940033,20.645392,-0.149812,-0.531963,-0.124155,5.399386,2.864447,-0.059347,-0.748604,-0.430346,2.771834,1.572567,-0.079046,-0.892223,-0.799959,0.381983,-0.236893,-0.945512,0.108196,-0.815498,0.12319,-0.125017,-0.846797,-0.359051,-0.571882,-0.164177,-0.121633,-2.345344,-0.013487,-0.611561,-0.660077,-1.39631,-2.588825,-2.024478,-1.212703,-1.128642,-0.692393,0.168351,-0.643059,-1.18434,-1.041022,-1.092591,-1.18615,-0.568171,-0.517949,3.108762,0.189996,-0.457881,-1.257737,-1.082417,-1.246782,-1.235723,-1.626794,-0.510665,0,-0.310659,11.04.03@12.04@16.03.03@20.01.21,706
0.483804,0.85683,0.349574,0.87467,-0.077298,0.314138,0.136144,1.002217,0.12676,-0.109644,0.03319,0.013523,0.537902,0.035979,-0.131356,0.331936,0.211801,0.789282,0.052464,-0.175538,-0.168887,-0.190035,-0.129787,-0.174876,-0.149812,0.348641,0.841702,0.132302,0.408687,-0.059347,-0.605308,-0.331611,-0.560974,-0.364638,-0.079046,-0.340615,-0.495495,-0.256992,-0.806689,1.125259,-0.18297,2.113353,0.071129,-0.125017,0.770387,-0.623134,3.271576,-0.358674,-0.121633,0.523267,0.544381,0.398905,0.601305,0.344011,0.558044,-0.247472,-0.10679,0.395396,0.61769,-0.476526,-0.577892,-0.453054,-0.31414,0.064204,-0.076353,-0.463661,-0.401668,0.278709,-0.512795,-0.684282,-0.507497,-0.359414,-0.081459,0.014409,-0.414373,-0.477188,0,-0.310659,20.09.18.09.01@40.01@42.04.03@43.01.03.05,707
0.844163,3.182508,0.519163,2.329791,-0.077298,1.851521,2.079077,0.66024,0.803473,-0.109644,0.245505,-0.304527,-0.371702,-0.877087,-0.131356,0.156985,0.989693,-0.343918,0.274018,-0.175538,1.097802,3.183405,0.628969,2.260682,-0.149812,-0.288609,-0.38461,-0.445904,-0.336812,-0.059347,-0.33816,-0.048396,-0.475554,-0.270309,-0.079046,1.466603,-0.723204,0.862117,-0.332142,0.154228,1.21687,-0.73624,0.266358,-0.125017,-0.378452,-0.163629,-0.890809,-0.203076,-0.121633,0.50258,0.309489,0.371347,-0.248025,0.507806,0.443711,0.089934,-0.448213,-0.025029,0.793873,0.421579,1.1691,0.430008,-0.028179,0.388521,0.457692,1.370383,1.417107,0.65249,0.424259,1.177241,0.622495,-0.080757,0.31009,0.42186,0.36114,1.592794,0,-0.310659,12.10@16.19.03,708
0.147983,0.872958,-0.024215,0.687268,-0.077298,-0.047293,0.918411,-0.622274,0.375431,-0.109644,-0.03545,0.234211,-0.382094,-0.088885,-0.131356,0.109146,0.686197,0.151415,0.667465,-0.175538,-0.353878,-0.525385,0.614649,-0.357275,-0.149812,0.283457,1.330057,2.403732,1.974234,-0.059347,-0.624155,-0.560261,-0.351112,-0.383044,-0.079046,-0.954178,-0.825544,-0.914217,-0.910443,0.545868,0.007408,-0.705191,-0.143623,-0.125017,0.921205,-0.501656,-0.568541,-0.851401,-0.121633,0.440518,0.260553,0.509137,0.626533,0.477095,0.623377,-0.015036,-0.292346,0.402903,1.024267,0.871039,0.699142,-0.180054,-0.779824,-0.851238,-0.74569,1.818528,1.153004,0.759284,0.779433,0.636393,-0.275941,-0.818822,-0.995072,-0.791231,-1.255421,2.005675,0,-0.310659,12.10,709
-0.127665,0.911666,-0.448535,0.470469,-0.077298,-0.538571,0.077929,-1.047631,-0.496959,-0.109644,-0.511667,-0.680995,-0.776025,-1.033167,-0.131356,-0.416733,-0.165358,-0.796312,-0.547257,-0.175538,-0.215091,0.915714,-0.635211,0.129121,-0.149812,-0.482609,-0.221825,-0.596811,-0.442059,-0.059347,-0.591547,-0.300431,-0.576202,-0.424457,-0.079046,-0.597405,-0.769257,-0.780045,-0.512436,-0.910481,0.309773,-0.96625,-0.104578,-0.125017,-0.81418,-0.316797,-0.960238,-0.41054,-0.121633,-0.083555,-0.688802,-0.03284,-0.668486,-0.188322,-0.50906,0.007457,-2.489328,-3.853892,3.102329,1.774844,1.276877,0.959255,1.18835,0.318755,0.1098,-0.111506,-0.216572,4.016514,2.358823,1.328175,1.55798,1.304997,0.496542,0.199614,1.704633,0.510377,0,-0.310659,12.01.01,710
-0.974443,-1.252731,-0.905042,-0.99935,-0.077298,-1.063762,-0.627931,-1.135038,-0.517341,-0.109644,-0.916686,-1.382003,-0.92746,-1.056579,-0.131356,-0.846252,-0.866639,-0.963636,-0.998003,-0.175538,-0.869097,-0.882488,-0.844169,-0.670214,-0.149812,-0.698027,-0.670388,-0.635597,-0.231565,-0.059347,-0.81053,-0.742142,-0.67804,-0.666032,-0.079046,-0.480475,-0.034962,-0.568056,0.025043,-1.070679,-0.283759,-0.991172,-0.449483,-0.125017,-0.870215,-0.427713,-0.941674,-0.099344,-0.121633,-5.517365,-5.641111,-5.599587,-3.880805,-3.392562,-3.688596,-5.945888,-6.623514,-6.654218,-4.008257,-0.788379,-1.04409,-0.57822,-0.617673,-0.999255,-1.105789,-0.833423,-0.5514,0.438901,-0.157621,-0.055389,0.094548,-0.178664,-0.51962,-0.254138,0.470367,-0.572039,-1.643239,-0.310659,02.45.11@10.03.03@20.09.14@32.01.03@40.01@42.04@43.01.03.05,711
-0.247337,-0.036669,-0.198304,0.316138,-0.077298,-0.250465,0.365366,-0.345148,0.179755,-0.109644,-0.04824,1.447995,-0.429109,1.432891,-0.131356,0.039781,-0.507159,-0.534702,-0.761171,-0.175538,-0.411241,-0.175534,-0.685771,-0.258923,-0.149812,-0.158241,-0.768059,-0.511091,-1.082311,-0.059347,0.503968,-0.050994,-0.209063,-0.08395,-0.079046,-0.599827,-0.71297,-0.640858,-0.682524,-0.453109,-1.06767,-0.887401,-0.944064,-0.125017,0.775683,0.121581,-0.467553,-0.488339,-0.121633,-0.042181,-0.033062,0.490765,-0.584394,-0.055239,0.628821,0.449834,0.212367,0.29029,-0.055422,-0.150016,1.254319,0.782839,1.025401,1.171973,0.901204,1.262465,0.737894,-0.30866,-0.150064,1.114351,1.067082,1.041402,0.981316,0.894132,0.011613,1.21897,0,-0.310659,14.07.11,712
-0.454073,-0.072151,-0.315632,0.330836,-0.077298,-0.276434,0.409028,0.123711,0.228674,-0.109644,-0.214511,1.136435,0.560172,1.557755,-0.131356,-0.240415,-0.380457,0.020388,-0.558717,-0.175538,-0.5033,-0.269794,-0.3764,-0.151629,-0.149812,-0.282712,-0.717415,-0.041746,-0.810423,-0.059347,0.106986,0.01916,0.339624,0.005778,-0.079046,-0.497566,-0.536432,-0.469181,-0.471615,-0.609765,-1.162859,-0.292153,-0.970095,-0.125017,0.2067,0.142708,0.533038,-0.196593,-0.121633,-1.855749,0.485658,0.692858,0.407893,0.477095,0.748598,0.637282,0.383078,0.297797,-2.41357,-0.516424,-0.829789,-0.518101,-0.500253,-0.459983,-0.528003,-0.420493,-0.269138,-1.163015,-0.55058,-0.973573,-0.56307,-0.502509,-0.622169,-0.596766,-0.228687,-0.482768,0,-0.310659,20.01.01.01@20.01.15@20.03.22@34.01.01.03,713
-0.980494,-1.284988,-0.910926,-1.091214,-0.077298,-1.079344,-0.769831,-1.145108,-0.61518,-0.109644,-0.8732,-1.102898,-0.884405,-0.62736,-0.131356,-0.813448,-1.034593,-0.894582,-0.929246,-0.175538,-0.865436,-0.833545,-0.841517,-0.646967,-0.149812,-0.687473,-0.547395,-0.619952,-0.192098,-0.059347,-0.820701,-0.866861,-0.684464,-0.730452,-0.079046,0.402838,0.517678,0.24039,0.407742,-1.082881,-0.434942,-1.001794,-0.358376,-0.125017,0.11554,0.015948,0.325865,-0.008579,8.219235,-5.882837,-5.102816,-5.222959,0.744262,-5.347864,-3.225821,-2.819257,-6.519603,-0.753263,-4.315449,-0.589705,-0.814751,-0.157386,-0.727903,-0.957773,-0.574795,-0.824335,-0.306094,-0.095071,-0.202963,0.095545,-0.090696,-0.208789,-0.622169,-0.152275,0.131763,-0.471609,0,-0.310659,14.07.11@14.13.01.01@30,714
