cln3-1,cln3-2,clb2-2,clb2-1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification,id
0.12,-0.217308,-0.197709,-0.06,-0.31,0,0.12,0.2,-0.04,0,-0.34,-0.04,0.05,0.48,0.08,-0.25,0.14,-0.12,0.03,0.14,-0.12,0,-0.06,-0.03,-0.13,0.19,-0.11,0.42,-0.12,0.3,0.15,0.38,-0.41,0.02,-0.56,-0.09,-0.02,0.29,0.61,-1.09,0.52,-0.06,0.13,-0.23,-0.04,-0.05,-0.36,-0.16,0.61,0.6,0.21,0.33,0,0.01,0.43,-0.28,-0.54,-0.4,0,-0.27,-0.19,0.067631,0.074214,-0.99,1.37,-0.35,0.62,0.19,0.2,-0.15,0.42,-0.24,-0.22,-0.39,-0.32,-0.24,0.07,01.01,728
-0.01,-0.81,0.06,-0.23,0.3,-0.09,0.3,0.45,0.33,-0.12,0.01,-0.12,-0.1,-0.23,-0.07,0.06,0.15,-0.23,-0.25,-0.37,0.12,-0.16,-0.19,0.05,-0.18,-0.22,-0.38,-0.12,-0.12,0.08,0.08,0.37,-0.03,0.3,-0.16,0.08,-0.42,-0.11,0.1,0.01,-0.44,0.23,0.17,0.24,0.27,0.39,0.42,0.2,-0.17,-0.57,-0.35,-0.5,-0.17,-0.17,0.26,0.44,0.52,0.27,-0.22,0.07,0.043775,0.04,-0.07,0.3,0.09,-0.05,-0.12,-0.12,-0.26,-0.07,0.09,0.04,-0.2,0.38,0,0.12,-0.2,12.04.03,729
-0.4,-1.06,-0.4,0.23,0.08,-0.42,-0.23,-0.07,-0.11,-0.09,0.2,-0.33,-0.03,0.23,0.3,0.39,0.34,-0.09,0.1,-0.09,-0.07,-0.13,-0.41,0.04,-0.14,-0.41,-0.16,-0.02,-0.03,0.05,0.08,0.76,0.72,0.82,0.48,0.18,-0.08,-0.16,-1.22,-0.22,-0.01,-0.63,0.56,0.23,-0.12,-0.3,-0.31,-1.27,-0.99,-0.36,-0.4,-0.21,0.11,0.04,0.22,0.71,0.87,0.5,0.56,0.04,0.043775,0.05,0.43,-1.04,-0.08,0.17,0.4,0.01,-0.1,-0.2,0.21,-0.05,0.05,-0.05,0.08,0.09,0.5,02.16@10.01.05.03.01,730
-0.34,-0.71,0.07,0.04,0.19,-0.29,0.11,-0.008604,0.33,-0.31,0.33,-0.31,0.09,0.11,-0.04,-0.16,0.37,-0.33,0.09,-0.16,0.07,-0.08,-0.09,-0.16,-0.06,0.15,0.03,0.12,0.07,0.11,0.6,0,-0.08,0.11,0.08,-0.16,0.12,-0.12,0.09,-0.14,0.44,-0.11,0.38,-0.19,-0.32,-0.87,-0.12,-0.11,0.21,0.54,-0.31,-0.39,-0.17,0.25,-0.11,0.52,0.16,-0.34,0.014137,-0.2,0.16,-0.02,-0.07,-0.61,-0.116256,-0.1,-0.17,0.03,-0.27,0.12,0.22,0.18,0.22,-0.03,0.23,0.12,0.06,11.02.03.01@11.02.03.04,731
0.56,0.81,-0.197709,-0.03,-0.03,-0.59,-0.12,-0.43,0.23,-0.18,0.28,-0.02,0.07,0.09,0.12,0.14,0.17,-0.03,0.1,0.13,0.13,-0.05,0.04,0.51,-0.17,-0.29,-0.45,-0.32,0.16,-0.12,0.44,-0.17,0.63,0.87,0.82,0.11,-0.1,-0.74,0.08,-0.12,0.35,-0.08,0.33,-0.92,-0.34,-0.52,-0.75,-0.64,-0.05,-0.14,0.02,0.15,-0.06,-0.18,-0.11,0.63,0.28,0.45,0.25,0.043893,0.2,-0.02,-0.02,-0.71,-0.03,-0.37,0.3,0.01,-0.11,0.17,0.3,0.17,0.27,-0.12,0.01,-0.35,0.46,01.06.06.11@20.01.15@32.07,732
0.16,-0.51,0.03,-0.32,0.39,0.06,0.58,0.14,0.24,-0.23,0.32,-0.27,-0.07,-0.004805,-0.25,-0.08,0.26,-0.3,0.03,-0.36,-0.13,-0.32,0.02,0.17,0.07,0.02,-0.14,-0.17,-0.2,-0.09,-0.1,0.25,-0.22,0.13,-0.24,-0.27,-0.34,-0.03,-0.22,-0.01,0.07,0.23,0.18,0.29,0.23,0.37,0.62,0.47,0.4,0.24,-0.67,-0.1,-0.33,-0.24,0.05,-0.49,0.01,0.38,0.43,-0.15,0.043775,-0.58,-0.04,0.1,1.66,-0.21,-0.61,-0.25,-0.33,-0.01,0.04,-0.13,-0.42,0.24,0.17,-0.08,-0.15,01.04@01.05@32.01,733
0.19,0.24,-0.06,-0.56,-0.08,0.13,-0.14,-0.14,-0.15,-0.23,-0.19,-0.05,0.14,-0.03,0.51,0.17,0.05,-0.07,0.07,0.29,-0.37,0.08,-0.21,-0.32,-0.51,-0.17,-0.34,-0.13,-0.64,0.33,0.36,0.39,0.12,0.27,0.21,0.49,-0.19,-0.09,-0.41,-0.02,0.36,0.24,-0.34,0.37,0.08,0.17,-0.59,-0.42,-0.28,-0.21,0.03,0.03,-0.03,-0.07,0.25,0.11,0.25,0.15,0.11,0.043893,0.32,0.18,0.16,-0.43,-0.09,-0.29,-0.08,-0.3,-0.3,-0.09,0.18,0.2,0.49,-0.01,0.38,0.32,0.02,01.05.25@02.19@14.07.11@14.13,734
1.01,0.58,-0.49,-0.49,-1.02,-0.32,0.01,0.52,0.12,0.15,-0.22,-0.006864,-0.15,0.33,0.22,0.46,0.36,-0.16,-0.04,0.03,-0.32,0.04,-0.47,-0.21,-0.02,-0.24,0.2,-0.34,0.22,-0.12,0.56,-0.04,0.3,0.24,0.53,0.03,0.66,-0.37,0.14,-0.23,0.75,-0.31,0.7,-0.52,-0.7,-0.77,-0.58,-0.8,0.54,0.41,0.16,-0.06,-0.19,-0.21,-0.09,0.43,0.39,0.18,0.1,0.043893,-0.11,-0.17,0,-0.37,0.24,-0.3,-0.44,-0.71,-0.33,-0.24,0.49,0.18,0.3,0.24,0.39,0.17,0.37,14.04@20.01.01.01.01@20.09.04,735
-0.07,0.11,0.76,-0.36,0.19,0.28,0.15,0.17,0,-0.002635,-0.38,0.02,-0.14,-0.56,0.1,-0.012766,0.36,0.21,0.35,0.08,-0.33,-0.5,-1.32,-0.39,-0.19,-0.82,-0.85,-0.97,-0.64,-0.59,-1.03,0.57,0.21,0.61,-0.13,0.24,-0.17,1.01,-0.12,0.75,-0.82,0.16,-0.27,1.65,1.36,1.76,-0.04,-0.31,0.17,-0.13,0.08,-0.11,-0.25,-0.38,-0.6,0.77,0.006365,0.05,0.02,0.11,-0.16,0.27,0.51,4.3,2.28,-0.1,-0.3,-0.83,-0.89,-0.71,-0.71,-0.77,-0.86,-0.66,-0.46,0.02,-0.3,16.17.09@32.05.01.03.03@32.07,736
-0.42,-0.71,0.16,-0.4,-0.1,0.29,0.15,0.15,0.03,-0.03,0,0.17,0.2,-0.05,0.14,-0.11,0.16,-0.14,-0.1,-0.13,-0.33,-0.31,-0.2,-0.12,-0.13,-0.17,-0.45,0.01,-0.1,0.27,0.12,0.35,-0.22,0.46,-0.04,0.32,-0.53,0.08,-0.43,0.31,-0.25,-0.13,-0.22,0.37,0.24,0.46,0.03,0.06,0.05,-0.11,-0.09,0.07,0.08,-0.04,0.07,0.12,-0.07,0.06,-0.14,0.043893,0.06,-0.02,-0.14,-0.05,0.23,0.15,-0.14,-0.15,-0.21,0.14,0.03,-0.21,-0.17,0.03,0.14,0.09,0.15,14.01@32.01,737
-0.49,-0.76,-0.3,0.1,0.04,-0.41,0.01,-0.04,0.06,-0.12,0.28,-0.14,0.18,0.01,-0.16,0.24,0.06,-0.19,-0.04,0.09,-0.007216,0.12,-0.079801,-0.001349,-0.028098,0.0015,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,-0.074012,0.140502,-0.063761,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,0.21,-0.3,-0.23,-0.33,0.08,0.26,0.41,0.23,0.16,-0.5,-0.13,-0.05,0.18,0.09,-0.08,0.067631,0.074214,-0.33,-0.33,-0.21,-0.09,-0.09,-0.07,-0.09,0.35,0.44,0.3,-0.11,0.06,-0.09,0.26,11.02.03.01@11.02.03.04,738
0.79,0.41,-0.47,-0.47,-0.29,-0.27,0.03,0.13,0.34,0.27,0.48,0.19,-0.42,-0.35,-0.42,-0.07,0.3,-0.05,0.27,0.05,0.22,-0.42,-0.74,0.29,0.71,0.99,0.92,0.43,-0.12,-1.09,-0.96,-0.15,0.11,0.81,0.54,0.4,0.82,0.61,0.61,-0.09,0.03,-0.83,-0.74,-0.7,-1.21,-0.63,-0.1,-0.72,0.03,0.28,0.54,0.85,0.43,-0.57,-0.44,-0.82,0.12,0.36,0.45,0.54,0.56,-0.1,-1.44,-0.49,-0.46,0.01,-0.7,0.13,0.05,0.56,0.49,0.33,0.1,0.3,0.22,-0.28,-0.26,30.01.05.05.01@34.11.03.07@40.01.03@42.04@43.01.03.05,739
-0.58,0.01,0.08,-0.12,0.18,-0.37,-0.14,-0.11,-0.03,-0.14,0.1,-0.2,0.02,0.23,-0.13,0.24,0.07,-0.04,0.11,0.16,-0.11,0.17,-0.079801,-0.001349,-0.028098,0.0015,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,-0.074012,-0.1,0.1,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,-0.33,0,0.33,0.41,-0.09,-0.31,0,-0.01,-0.07,0.37,0.15,-0.11,0,-0.2,0.043775,-0.12,-0.03,-1.17,-0.6,-0.12,0.01,0.24,0.58,0.24,0.35,0.01,0.35,0.06,0.12,-0.14,0.06,12@16.01@32.01.07,740
-0.43,-0.6,-0.15,-0.45,0.38,-0.49,-0.3,-0.3,0.03,-0.19,0.4,0.1,0.27,-0.08,0.05,0.01,0.13,-0.13,0,-0.1,0.26,-0.04,0.85,0.6,0.29,0.14,-0.26,0.17,-0.09,0.17,-0.55,0.28,-0.55,-0.03,-0.78,-0.22,-0.18,0.14,-0.06,-0.04,-0.42,0.39,-0.01,0.24,-0.09,0,-0.51,0.23,0.05,0.14,-0.05,0.11,0.44,0.42,0.15,-0.19,0.09,-0.21,-0.09,-0.09,0.043775,-0.28,-0.21,-0.84,0.02,-0.22,0.14,0.44,0.34,-0.02,0.28,0.09,0.11,-0.09,0.02,-0.04,-0.22,11.04.01@16.19.03,741
-0.27,0.08,-0.42,-0.15,0.37,-0.05,0.03,-0.11,0.08,-0.2,0.25,0,0.22,0.02,0,-0.08,0.18,-0.32,0.26,-0.13,-0.45,-0.08,-0.079801,-0.001349,-0.028098,0.0015,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,-0.074012,0.140502,-0.063761,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,-0.41,-0.18,0.23,-0.19,-0.42,-0.12,-0.34,-0.34,-0.06,0.33,0.13,0.18,0.31,0.043893,0.23,0.31,0.36,-0.85,-0.69,-0.13,-0.24,0.56,0.42,0.09,0.34,0.05,0.23,0.42,-0.03,-0.2,0.02,01.01@01.05@01.20.31,742
-0.34,-0.07,0.01,0.1,-0.18,-0.2,-0.43,-0.11,-0.2,0.32,0.22,0.03,0.27,0.21,0.12,0.12,0.01,-0.13,0.04,0.18,-0.43,0.14,-0.31,-0.37,-0.31,0.14,0.42,0.31,0.37,0.35,-0.52,0.11,0.01,0.1,0.16,0.1,0.39,0.07,0,-0.12,0.38,0,0.26,-0.57,-0.59,-0.37,-0.49,-0.54,-0.14,-0.18,-0.19,-0.01,0.18,0.06,0.12,0.3,0.19,0.09,0.01,0.043893,0.18,0.2,0.23,-1.23,0.18,0.41,0.12,0.21,0.36,0.05,-0.02,0.05,0.04,-0.03,-0.34,-0.07,0.27,01.06.06.11,743
-0.29,-0.64,-0.29,0.28,0.1,-0.03,-0.39,0.19,-0.26,-0.01,0.04,0.1,-0.11,0.42,-0.09,0.07,-0.18,-0.06,-0.26,0.13,0.01,0.32,-0.18,0.2,0.18,0.26,-0.02,0.13,0.22,0.18,-0.32,-0.08,-0.1,-0.21,-0.23,0.06,-0.1,0.26,-0.67,0.08,0,0.23,-0.1,0.28,-0.08,0,-0.09,0.04,-0.01,0.26,0.14,0.13,0.33,0.21,-0.03,-0.22,0.03,-0.34,0.02,0.043893,-0.02,-0.34,-0.09,0.08,0.05,-0.55,0.33,0.58,0.27,0.08,-0.01,-0.14,-0.07,0.24,-0.44,-0.53,0.11,01.03.16.01@12.07@16.01,744
-0.23,-0.89,-0.2,0.08,-0.08,1.23,-0.37,-0.35,-0.5,-0.1,-0.2,-0.12,0.1,0.44,0.27,0.05,0.03,-0.22,-0.14,0.24,-0.4,0.13,0.18,0.01,-0.11,0,0.25,-0.29,0.26,-0.08,0.19,-0.24,0.04,0.25,0.3,0.18,0.68,-0.19,-0.38,-0.17,0.45,0.27,0.12,-0.47,-0.6,-0.67,0.01,0.26,0.01,-0.2,-0.37,0.4,-0.46,0.11,0.47,-0.66,-0.02,0.26,0.32,-0.2,0.17,-0.02,-0.09,0.08,0.01,0.35,0.22,0.04,-0.01,-0.2,0.01,-0.18,0.2,-0.15,-0.03,-0.44,0.1,01.04@01.05@01.06.10@11.04.03@14.07.03@30.01@32.01.07,745
0.26,-0.3,-0.197709,-0.09,-0.24,-0.13,-0.15,-0.1,0.37,0.26,0.56,-0.006864,-0.11,-0.32,-0.48,-0.08,0.1,-0.23,0.35,0.15,0.23,-0.17,-0.84,-0.86,-0.16,0.42,0.87,0.05,0.06,-0.4,0.03,-0.34,-0.13,0.12,0.63,0.28,0.69,0.25,0.52,-0.09,0.52,-0.43,-0.08,-0.6,-0.25,-0.24,-0.24,-0.77,-1.46,0.23,0.74,1.21,0.69,0.3,-0.05,-1.17,-0.08,0.3,-0.02,0.12,0.6,0.39,-0.77,0.12,-0.19,-0.16,-0.55,-0.3,-0.32,0.16,0.39,0.3,0.11,-0.06,0.44,0.29,-0.23,10.01.05@10.03.02@11.04.03.01@16.03.03,746
-0.3,-1.51,-0.56,-0.79,0.15,0.58,0.39,-0.13,-0.05,-0.42,0.03,-0.73,-0.13,0.53,0.24,0.05,0.37,0.03,-0.13,-0.45,-0.23,-0.11,-1.47,-0.45,-1.07,-0.19,-0.33,-0.16,0.01,0.32,0.46,0.25,0.17,-0.09,-0.05,-0.52,0.28,0.18,0.84,0.21,1.21,-0.51,0.75,0.19,0,-0.01,-0.57,-1.04,-0.01,0.42,0.56,0.36,-0.29,-0.08,0.77,0.53,0.73,0.24,-0.22,-1.02,0.043775,-0.57,0.18,-0.08,-0.08,-0.58,0.42,-0.37,-0.61,-0.48,0.36,0.28,0.47,0.1,0.49,-0.05,0.13,20.01.03.01@20.09.18,747
-0.42,-0.4,-0.32,0.14,-0.17,0.37,-0.11,-0.05,-0.19,0.21,-0.07,0.17,-0.05,-0.004805,-0.17,0.04,0.14,-0.03,-0.03,0.09,-0.09,-0.05,-0.7,-0.03,0.03,-0.25,0.31,-0.13,0.28,-0.27,0.28,-0.07,-0.25,-0.01,0.26,0.17,0.78,-0.15,0.01,-0.32,0.83,-0.01,0.43,-0.32,-0.45,-0.43,0.94,0.4,0.4,0.19,0.44,0.22,0.01,0.12,-0.12,-0.75,-0.06,-0.24,-0.18,-0.44,-0.35,-0.32,-0.26,-0.15,0.16,0.07,-0.18,-0.24,0.05,0.17,0.31,0.02,0.04,0.04,-0.18,-0.08,-0.01,01.05@10.03.01@42.01,748
0.46,-0.15,-0.17,-0.09,-0.22,0.07,-0.24,-0.17,-0.1,0.12,-0.01,0.22,0.18,-0.09,0.22,-0.07,-0.26,0.17,0.09,0.42,-0.007216,-0.33,0.07,-0.14,-0.18,-0.06,0.45,-0.41,-0.02,0.13,0.11,-0.23,0.26,0,0.19,0.42,0.2,-0.3,0.22,-0.43,0.28,0.45,0.04,-0.21,-0.34,-0.49,0.62,-0.23,-0.28,0.29,0.18,0.3,0.14,0.35,-0.09,-0.24,-0.25,-0.51,0.3,0.043893,-0.32,-0.25,-0.02,-0.26,-0.08,-0.11,0.09,0.19,0.09,0.22,0.07,-0.01,0.02,-0.14,0.03,-0.2,0.09,01.04@10.03.01@40.01@42.01,749
0.46,0.37,-0.62,-0.42,-0.45,-0.15,0.53,0.81,0.48,0.3,0.25,-0.23,-0.67,-0.51,-0.23,0.17,0.52,0.13,0.19,-0.32,-0.04,-0.79,-0.14,0.32,0.85,-0.02,-0.19,-0.57,-0.93,-1.02,-0.91,0.48,0.36,0.88,0.44,0.88,-0.36,0.15,-0.47,-0.41,-0.24,-0.25,-0.49,0.56,0.45,0.64,0.18,-0.05,0.71,0.74,-0.47,-0.23,-0.87,-1.38,-0.34,0.47,0.95,0.8,0.08,0.17,0.043775,-0.37,-0.38,0.04,-0.19,-0.16,-0.23,0.19,0.2,0.46,0.27,-0.08,-0.34,0.01,0.14,-0.18,-0.13,14.04@20.09.16,750
-0.29,-0.27,-0.47,0.11,0.06,-0.37,-0.01,-0.14,0.19,-0.25,0.31,-0.18,0.19,0.24,0.01,0.07,0.18,-0.16,-0.09,-0.18,0.16,-0.05,-0.05,0,-0.38,0.0015,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,-0.074012,0.140502,-0.063761,0.064247,0.43,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,0.44,0.03,-0.11,0.03,-0.23,0.07,0.13,-0.5,0.25,-0.08,0.18,0.17,-0.39,-0.14,0.043775,0.06,0.07,-0.09,-0.07,-0.26,-0.04,-0.2,-0.26,-0.3,0.11,0.31,0.26,-0.07,0.38,-0.14,0.38,14.07.07@18.02.01,751
0.25,-0.54,-0.12,-0.42,-0.21,-0.27,-0.01,-0.04,0.02,0.07,0.01,0.23,0.07,-0.19,0.18,0.13,0.02,0.05,-0.04,0.24,-0.21,-0.06,-0.3,-0.09,0.32,-0.15,0.004272,-0.37,0.04498,-0.006114,-0.050426,-0.05,-0.074012,0.23,-0.063761,0.35,0.05678,-0.19,-0.00603,-0.05,0.059308,0.014616,0.154279,0.15,-0.05,0.18,-0.26,-0.48,-0.45,-0.03,-0.35,0.5,0.25,0.22,0.23,-0.4,-0.21,0.14,0.46,0.22,0.36,-0.07,-0.13,-0.21,-0.48,-0.19,-0.1,0.01,0.04,0.25,0.17,0.09,0.01,0.28,0.04,-0.03,0.11,10.01.03.03@10.01.09.05@11.02.03.04@34.11.03.07,752
0.07,-1.15,-0.15,-0.36,0.45,0.18,0.15,-0.21,0.1,-0.14,0.04,-0.01,0.22,-0.26,0.02,-0.24,0.04,-0.19,-0.09,0.17,-0.21,-0.02676,-0.079801,-0.001349,-0.028098,0.0015,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,-0.074012,0.140502,-0.063761,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,1.06,0.71,-0.07,0.45,-0.07,0.06,0.29,0.06,0.29,-0.55,0.18,-0.14,-0.65,-0.88,0,-0.37,-0.37,-0.05,-0.24,-0.01,0.32,0.46,0.26,0.23,-0.07,-0.09,-0.07,-0.24,-0.47,-0.11,0.09,10.03.02@11.02.03.04,753
-1.4,-0.92,0.29,-0.45,0.27,-0.08,-0.22,-0.35,-0.29,-0.08,-0.27,0.36,0.43,-0.09,0.48,-0.12,0.01,-0.13,0.08,0.18,0.06,-0.22,-0.079801,-0.001349,-0.028098,0.0015,0.18,-0.067911,-0.18,-0.006114,-0.050426,0.02695,-0.074012,0.140502,-0.063761,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,-0.67,-0.3,-0.26,-0.15,-0.36,-0.23,0.14,0.18,0.19,0.52,0.37,0.2,-0.13,0.043893,0.46,0.11,-0.08,-0.74,-1.05,-0.36,0.27,0.79,0.67,0.61,0.26,-0.55,0.26,0.32,-0.5,-0.17,0.17,01.03.04.03@16.19,754
0.81,-1.06,-0.86,0.3,-0.13,-0.4,-0.15,-0.08,-0.03,0.23,0.31,0.24,0.05,0.02,-0.4,-0.08,0.01,-0.01,0.14,-0.01,0.32,-0.04,-0.39,0.14,0.01,0.38,0.69,0.26,0.47,0.31,-0.11,-0.52,-0.24,-0.49,-0.063761,0.51,0.63,-0.09,-0.00603,-0.6,0.17,-0.36,0.88,-0.63,-0.49,-0.52,0.88,0.24,-0.35,0.46,0.46,0.53,0.32,0.16,-0.35,-1.93,-0.93,-0.93,0.53,0.24,0.53,-0.02,0.16,1.33,0.39,0.14,0.02,-0.24,-0.24,-0.36,-0.12,0.17,-0.32,-0.11,-0.32,-0.09,-0.26,43.01.03.09,755
-0.79,-0.94,-0.17,-0.17,-0.16,0.25,-0.46,0.04,-0.55,0.18,-0.16,0.26,0.01,0.31,-0.07,-0.1,0.14,-0.07,0.01,0.11,0.2,0.06,-0.56,-0.32,-0.17,-0.17,0.08,-0.37,0.35,-0.03,0,0.03,0.32,0.09,-0.13,0.2,0.53,-0.3,0.14,-0.04,-0.49,0.9,0.34,-0.27,-0.27,0.14,-0.37,-0.19,0.29,-0.4,0.17,-0.28,-0.4,-0.59,-0.4,0.98,0.006365,0.51,-0.19,-0.33,0.37,0.25,0.58,-0.39,0.12,0.25,0.25,0.55,0.34,0.25,0.11,-0.18,-0.13,0.14,-0.41,-0.42,-0.46,12.01.01,756
-0.38,0.23,-0.09,-0.69,0.5,-0.14,0.3,0.26,0.18,-0.09,0,-0.15,0.09,-0.48,0.33,-0.18,0,-0.2,0.02,0.13,-0.28,-0.3,0.07,-0.01,0.27,0.29,0.54,0.09,0.59,-1.15,0.27,0.12,0.48,0.42,0.49,-0.16,-0.57,-0.57,-0.43,-0.24,0.03,-0.75,0.24,0.12,-0.11,-0.01,-0.38,-0.35,0.19,-0.2,-0.25,0.22,0.05,-0.21,0.11,-0.49,0.32,0.43,0.39,-0.02,0.043775,-0.02,0.22,-0.92,-0.54,-0.3,-0.14,0.14,0.21,0.53,0.37,0.14,0.17,0.09,0.06,-0.06,0.25,01.05.03.03.04@20.09.07.03@42.01,757
-0.36,-0.45,-0.47,-0.14,-0.12,0.39,-0.31,0.21,-0.39,0.45,-0.1,0.29,-0.18,0.18,0.15,-0.09,-0.07,-0.1,-0.27,-0.05,0.11,-0.09,-0.02,0.43,-0.37,0.21,-0.17,-0.35,0.31,-0.1,-0.35,-0.09,0.21,0.1,-0.09,0.55,0.27,-0.17,-0.43,-0.2,0.04,0.48,0.53,-0.31,-0.22,-0.24,-0.18,0.06,0.56,0.3,0,0.16,0.05,-0.12,-0.02,-0.15,-0.15,0.09,-0.12,0.043893,-0.17,-0.09,-0.21,-0.5,0.1,-0.04,0.36,0.54,0.43,0.11,-0.06,-0.48,0.01,0.04,-0.26,-0.3,0.07,01.03.04,758
-0.15,1.3,-0.38,-0.14,-0.58,-0.14,-1.04,-0.42,-0.18,0.63,0.5,0.38,0.36,0.21,0.02,-0.16,-0.16,0.07,0.14,0.21,0.04,0.12,-0.04,-0.04,0.07,0.99,0.01,0.25,-0.25,-0.35,-0.93,-0.47,-0.5,-0.35,-0.35,0.87,0.19,0.63,-0.23,0.29,-0.14,0.95,-0.19,-0.06,-0.37,0.03,-0.49,-0.34,0.1,0.37,0.64,0.45,0.22,-0.09,-0.14,0.19,-0.3,-0.28,-0.23,0.02,0.043775,0.08,-0.19,0.78,-0.1,0.47,-0.49,-0.29,-0.15,-0.1,0.11,-0.15,-0.04,0.26,-0.07,-0.15,-0.09,16.03.01@30.01.05.05@34.11.03.07,759
-0.89,-0.49,0.11,-0.38,-0.06,-0.12,0.28,-0.008604,0.18,0.15,-0.12,0.27,0.2,-0.3,0.44,-0.012766,0.03,-0.08,-0.12,0.02,-0.5,-0.27,-0.56,-0.89,-0.76,-0.32,-0.2,-0.14,-0.03,0.12,-0.18,0.25,0.19,0.38,0.17,0.13,-0.16,0.24,-0.22,0.18,0.02,0.12,0.2,0.61,0.34,0.52,0.42,-0.11,-0.56,-0.46,-0.63,-0.41,-0.35,-0.56,0.4,0.12,0.5,0.37,-0.31,0.043893,0.6,0.54,0.43,0.32,-0.49,-0.02,0.02,0.23,0.02,0.22,-0.05,-0.22,-0.15,0.14,0.05,-0.08,0.02,12.01.01@42.16,760
-0.97,-0.49,-0.12,-0.12,-0.04,0.01,-0.34,0.14,-0.14,0.38,-0.08,0.19,0.2,-0.03,0.09,0.11,0.09,-0.16,-0.48,0.01,-0.007216,0.04,0.64,0.67,0.15,0.28,-0.32,0.05,0.05,0.14,-0.5,0.12,-0.16,0.06,-0.39,-0.13,0.11,0.36,-0.32,0.11,-0.66,0.25,0.3,-0.15,-0.48,-0.19,-0.33,0.52,-0.03,0.17,0.45,0.44,0.53,0.3,0.34,-0.3,-0.3,-0.09,-0.6,-0.24,0.043775,-0.28,-0.56,-0.82,-0.1,0.06,0.42,0.8,0.64,0.45,-0.15,-0.39,0.03,0.27,-0.46,-0.55,-0.2,11.04.01@11.06.01@12.01@16.03.03,761
-1.47,-1.6,1.82,2.31,0.52,-0.059714,-0.36,-0.27,-0.52,-0.22,-0.13,0.27,0.69,0.29,0.09,-0.01,-0.06,-0.56,-0.39,-0.24,0.51,0.39,-0.079801,-0.001349,-0.028098,-1.39,0.004272,-0.067911,0.04498,-0.006114,-0.050426,0.02695,1.39,0.140502,-0.063761,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.059308,0.014616,0.154279,-0.029028,-0.031524,-0.00879,-0.54,-0.47,-0.4,-0.28,-0.18,-0.01,0.43,0.64,0.29,0.52,0.12,-0.45,0.014137,-0.39,0.03,0.21,0.47,-0.24,-0.36,-0.09,-0.11,-0.01,-0.05,-0.06,-0.02,0.06,-0.05,0.4,0.43,0.05,0.04,10.03.01.01@10.03.02.01@43.01.03.09,762
0.31,1.88,-1.56,-0.69,0.22,-0.059714,0.12,-0.11,0.12,0.05,0.11,0.12,0.05,0.22,-0.19,-0.38,0.2,-0.19,-0.14,-0.13,-0.03,-0.01,-0.3,-0.01,0.1,0.52,0.004272,-0.3,0.04498,-0.28,-0.050426,-0.19,0.41,0.140502,0.86,0.68,0.05678,-0.09,-0.00603,-0.23,0.059308,0.014616,0.154279,-0.47,-0.3,-0.42,-0.89,-0.2,1.26,0.42,-0.16,0.01,-0.54,-1.16,-0.68,-0.18,0.78,0.94,0.51,0.09,-0.2,0.067631,0.074214,0.27,-0.12,0,0.31,-0.12,-0.34,-0.14,0.05,0.32,0.11,0.14,-0.21,-0.050849,-0.27,10.01.05.03@11.02.03.04@38.07,763
