cln3-1,cln3-2,clb2-2,clb2-1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification,id
-0.67,-0.45,-0.01,0.33,-0.19,-0.15,-0.17,-0.04,-0.33,0.01,-0.44,-0.21,0.31,0.36,0.12,-0.1,0.1,-0.06,0.25,0.27,0.21,0.06,-0.31,-0.04,-0.16,-0.04,0.54,-0.25,0.29,-0.37,0.82,-0.23,0.06,0.04,0.2,0.88,0.19,-0.73,0.03,-0.08,0.12,0.5,0.51,-0.79,-0.69,-0.46,-0.15,0.06,-0.03,0.1,0.07,-0.38,-0.55,-0.62,-0.57,?,0.45,0.26,-0.6,0.58,0.61,0.24,0.53,-0.54,0.08,-0.5,0.15,0.05,0.15,0.18,0.44,0.15,0.19,-0.13,-0.26,0.06,-0.02,12.01.01,403
-0.23,1.84,-1.12,-0.14,-1.76,-0.34,0.18,1.07,0.37,0.32,-0.5,-0.25,-0.48,-0.25,0.79,0.97,0.53,0.13,0.07,0.14,-0.56,-0.41,-0.28,-0.36,-0.2,-0.12,0.13,-0.81,0.48,-0.57,0.68,-0.4,0.57,0.85,0.08,0.69,?,-0.67,?,0.42,1.2,0.14,?,-0.52,-0.59,-0.73,-1.11,-0.29,0.93,0.46,0.42,0.14,-0.57,-0.74,-0.55,0.32,0.99,0.89,0.12,?,-0.26,-0.66,-0.08,-1.69,-1.24,-0.84,0.06,0.44,0.77,0.89,0.53,0.09,0.71,0.11,-0.01,-0.11,0.3,01.04@10.03.01.03@10.03.03@14.07.03@42.29@43.01.03.05,404
0.43,0.25,-0.2,0.3,-0.43,-0.6,0.01,0.0,0.29,-0.08,0.44,0.1,0.32,0.32,-0.13,-0.03,-0.17,0.03,0.04,-0.14,0.24,-0.21,-0.42,-0.62,-0.04,0.26,0.46,0.47,0.42,0.21,-0.48,-0.1,-0.59,0.22,-0.16,0.22,-0.3,0.26,-0.32,0.42,-0.74,0.49,-0.3,0.05,-0.02,0.61,-0.4,-0.37,-0.06,-0.11,0.11,-0.2,-0.3,-0.5,-0.3,0.6,0.09,0.07,?,0.41,0.34,0.14,0.49,-0.15,-0.5,-0.36,-0.52,-0.18,-0.12,-0.21,0.45,0.38,0.32,0.06,0.24,0.5,0.11,14.07.07@16.01,405
-0.22,-0.64,-0.36,0.04,-0.05,2.5,-0.16,-0.01,?,-0.08,0.13,0.06,-0.06,-0.16,-0.32,-0.22,-0.14,-0.49,-0.49,-0.34,-0.29,0.12,-0.24,-0.34,-0.09,-0.1,-0.26,-0.41,0.02,-0.26,-0.34,-0.36,0.1,0.4,0.03,-0.28,0.28,-0.48,?,-0.02,0.52,1.05,0.78,-0.05,0.03,0.02,0.01,0.19,-0.69,-0.42,-0.42,0.05,-0.38,-0.46,0.14,-0.04,0.35,0.32,0.25,?,0.12,0.57,0.4,-0.57,-0.21,0.02,-0.08,-0.04,-0.15,-0.17,-0.04,0.23,0.13,0.26,0.44,0.29,-0.1,12.07@16.03.03@34.01.01.01,406
0.31,-0.25,-0.62,0.16,-0.08,-0.21,0.33,0.45,0.45,0.19,0.49,-0.29,-0.21,0.09,-0.27,0.03,0.1,0.03,0.03,-0.33,-0.36,-0.46,0.0,-0.12,0.17,0.08,0.29,-0.23,-0.14,-0.43,-0.3,0.0,-0.04,0.65,0.32,0.47,0.04,0.06,-0.1,-0.35,-0.08,-0.63,0.21,-0.12,0.29,-0.02,-0.52,0.06,0.37,0.23,-0.1,0.18,0.21,-0.69,-0.47,0.15,-0.12,-0.01,?,0.4,-0.04,0.39,-0.04,-0.63,-0.4,-0.33,-0.5,-0.2,0.06,0.03,0.39,0.37,0.27,0.2,0.16,0.16,0.4,14.01,407
-0.94,-0.49,0.11,-0.23,-0.15,-0.02,0.44,0.37,-0.16,0.08,-0.26,0.02,0.21,-0.35,0.25,-0.28,0.29,-0.22,0.1,-0.02,-0.16,-0.13,-0.53,-0.61,-0.37,0.06,?,-0.44,0.51,0.17,0.52,0.12,0.37,0.38,-0.1,0.15,-0.59,-0.55,-0.59,-0.04,0.77,0.81,-0.03,-0.03,-0.16,0.18,-0.76,-0.26,-0.36,-0.33,-0.31,-0.26,-0.02,-0.73,-0.43,0.92,0.15,?,-0.44,0.65,0.6,1.04,0.56,0.49,-0.11,0.4,0.24,-0.21,-0.07,-0.08,-0.2,-0.11,-0.06,0.02,0.07,-0.02,-0.37,02.11@02.13.03@14.10,408
-0.4,-0.71,-0.2,0.2,-0.07,0.56,0.21,-0.05,-0.28,-0.08,-0.62,-0.07,0.16,0.29,0.32,-0.01,0.28,-0.14,-0.34,-0.2,-0.05,0.07,-0.69,-0.33,-0.33,0.02,0.4,-0.16,0.23,-0.07,-1.67,0.1,-0.09,0.17,0.11,-0.27,0.44,-0.17,0.48,0.07,0.57,0.43,?,0.25,0.21,0.29,-0.36,-0.2,-0.17,-0.12,-0.12,0.39,-0.73,-0.36,0.14,-0.08,-0.19,0.14,0.09,0.18,0.0,0.82,0.57,-0.03,0.25,-0.18,-0.15,-0.34,-0.48,-0.4,0.34,0.19,0.07,-0.31,0.11,0.42,0.5,01.03.01.01@01.03.04@01.03.10@01.04,409
0.12,-0.29,-0.71,0.23,0.18,-0.02,0.39,-0.07,-0.01,?,-0.28,-0.23,0.03,0.45,-0.32,-0.08,-0.36,1.2,-0.38,-0.23,-0.18,-0.08,-0.15,-0.05,-0.23,-0.33,0.48,-0.61,?,0.46,0.44,-0.31,0.22,0.73,0.83,0.71,?,-0.61,?,-0.74,?,1.09,?,-1.31,0.04,-0.66,0.86,0.58,-0.07,-0.22,0.44,1.06,-0.66,0.18,0.82,-1.47,-0.14,0.34,-0.22,-0.88,-0.88,0.58,-0.3,-1.77,-0.34,1.06,0.5,0.04,-0.09,-0.36,0.12,0.14,-0.24,-0.27,0.38,0.45,0.38,20.01.03@20.03,410
0.41,0.43,0.23,-0.94,0.05,-0.4,0.11,-0.07,0.07,0.08,-0.08,-0.15,0.14,-0.32,0.27,-0.02,0.17,0.11,0.19,0.24,-0.29,-0.11,-0.17,-0.26,-0.17,0.19,0.67,-0.21,-0.15,-0.15,0.14,0.03,0.3,0.22,0.57,0.06,-0.28,-0.02,-0.07,-0.07,0.17,-0.45,-0.12,-0.08,-0.21,0.03,-0.44,0.0,-0.05,-0.09,0.22,-0.33,-0.23,-0.16,-0.08,0.33,-0.01,0.3,0.05,?,0.14,0.3,0.05,-0.16,-0.1,0.04,-0.28,0.14,-0.07,-0.02,-0.04,0.09,0.18,0.12,0.04,0.02,0.04,01.05.03.02.04@10.03@14.07.02.02,411
0.06,-0.1,0.32,0.07,-0.12,0.01,-0.06,0.04,-0.11,0.25,-0.24,0.13,0.0,0.13,0.09,-0.34,-0.06,-0.11,0.12,0.07,0.17,0.03,-0.41,-0.54,-0.41,-0.03,0.44,-0.11,0.48,-0.19,0.5,-0.3,-0.11,-0.27,0.16,-0.05,0.8,-0.07,0.22,0.11,0.33,0.51,0.03,-0.35,-0.37,-0.37,-0.17,-0.29,0.09,0.14,0.13,-0.55,0.04,0.04,-0.37,0.82,0.18,?,-0.27,-0.2,-0.08,0.25,0.23,0.41,-0.05,0.7,0.07,0.09,0.19,-0.02,-0.18,-0.4,-0.16,0.03,-0.29,-0.32,-0.08,01.01.13@11.02.03.04.01@16.03.01,412
-1.47,-0.79,-0.01,0.01,0.01,0.26,0.3,0.0,-0.22,0.12,-0.44,0.11,0.26,-0.17,0.02,0.07,0.0,0.0,-0.26,0.17,-0.17,-0.03,-0.31,-0.09,-0.22,-0.4,0.3,-0.59,0.19,-0.1,0.05,-0.62,-0.02,?,0.03,-0.57,0.13,-0.29,0.02,-0.4,0.17,0.48,0.77,0.44,0.36,0.67,0.53,-0.17,-0.98,-0.3,-0.06,-0.5,-0.17,-0.2,0.01,0.3,-0.02,0.18,0.18,0.36,?,0.36,0.48,1.02,0.12,0.18,-0.03,-0.55,-0.44,-0.12,-0.14,-0.29,-0.22,0.27,-0.03,0.29,-0.07,02.01.03@14.07.05@14.10@14.13.01.01@16.01,413
0.18,-0.1,0.04,-0.01,0.05,0.12,0.06,0.02,-0.14,-0.17,0.06,-0.03,-0.17,0.15,-0.14,0.26,-0.06,-0.24,-0.03,?,0.21,0.03,-0.22,-0.15,-0.57,?,-0.2,?,-0.07,?,-0.02,?,-0.05,?,-0.05,?,0.28,?,?,?,0.49,-0.06,0.61,?,?,?,-0.28,-0.12,-0.5,-0.03,0.0,-0.2,0.15,0.21,-0.1,0.42,-0.06,-0.01,-0.05,0.13,?,0.25,0.2,0.27,0.22,0.19,-0.14,-0.03,-0.01,-0.23,0.05,0.04,0.05,0.22,0.05,-0.72,0.04,14.04@14.13.04@16.01@20.09.13@42.25,414
0.39,-0.76,-0.32,0.03,0.04,-0.15,-0.04,0.01,0.52,0.26,0.28,0.2,-0.02,0.14,-0.37,-0.04,0.01,-0.2,-0.24,-0.18,-0.08,-0.13,0.06,0.42,0.06,-0.17,0.29,0.02,0.67,-0.09,-0.19,-0.37,0.11,-0.3,-0.05,-0.23,0.18,-0.21,0.08,-0.37,0.36,0.04,0.33,-0.07,-0.28,-0.3,0.94,-0.06,-0.3,-0.3,0.65,-0.22,0.34,-0.06,-0.06,?,-0.5,-0.5,-0.06,0.16,-0.06,-0.22,0.22,0.15,0.09,0.01,-0.18,0.38,0.1,0.19,-0.04,-0.16,-0.2,0.22,-0.22,-0.24,-0.09,10.01.05.01,415
0.0,-0.17,-0.56,0.04,0.09,0.16,0.18,0.03,0.0,0.14,0.21,-0.03,-0.04,-0.07,-0.07,-0.01,-0.01,-0.23,-0.17,-0.09,-0.1,0.0,0.01,-0.02,-0.11,0.04,-0.47,-0.01,0.04,0.01,-0.08,-0.38,0.12,0.1,-0.04,-0.25,0.14,-0.17,?,0.02,0.1,0.2,0.54,0.04,0.01,0.17,0.54,0.43,0.05,0.18,0.33,-0.2,0.01,0.03,-0.15,-0.05,-0.55,-0.2,0.07,0.03,-0.2,0.07,-0.39,-0.17,-0.04,-0.1,-0.54,-0.04,-0.06,-0.03,0.26,0.12,0.3,0.05,0.09,-0.15,0.29,01.05@02.45,416
-0.06,-0.89,1.0,-0.12,0.47,-0.16,-0.22,-0.15,-0.06,-0.34,0.1,-0.01,0.3,-0.03,0.02,0.04,0.1,0.06,0.09,-0.01,-0.06,-0.15,0.78,0.77,0.6,0.34,-0.12,0.48,-0.02,0.43,-0.64,0.26,-0.72,0.11,-0.67,0.05,-0.75,0.28,-0.52,0.62,-0.72,0.2,-0.57,-0.93,0.25,0.49,-0.68,0.54,0.16,0.03,0.19,-0.42,-0.06,0.27,-0.04,0.18,-0.09,-0.13,-0.09,?,0.11,0.19,-0.14,0.56,0.67,0.13,0.27,0.23,-0.01,0.04,-0.16,-0.33,-0.35,-0.14,-0.14,-0.38,-0.4,01.03.04.03,417
0.16,-0.12,0.24,-1.79,-0.19,0.51,0.68,0.36,-0.22,?,-0.29,-0.09,-0.19,0.14,0.07,-0.02,0.02,-0.14,-0.35,-0.09,-0.04,-0.17,-1.33,-1.51,-1.06,-0.18,0.45,0.0,-0.21,0.15,0.67,0.1,0.18,0.01,0.29,-0.26,0.89,-0.34,0.49,0.03,0.83,0.22,0.72,-0.05,-0.12,0.02,0.19,-1.35,-1.14,-0.69,-0.14,-0.33,-0.27,0.2,0.43,0.59,0.64,0.24,0.36,-0.02,?,0.48,0.82,0.47,0.16,-0.54,-0.09,0.03,0.14,0.01,0.12,-0.14,-0.14,0.12,-0.05,-0.05,-0.05,02.11@02.13.03,418
0.11,-0.38,-0.1,-0.29,-0.1,-0.19,-0.18,-0.01,-0.05,-0.06,-0.13,0.19,0.32,-0.21,0.26,-0.15,0.2,-0.01,0.3,0.15,-0.06,-0.27,-0.91,-0.99,-0.91,-0.28,0.75,-0.06,0.4,-0.14,0.54,-0.28,0.24,-0.14,0.6,-0.3,0.42,-0.34,1.01,0.0,1.55,0.31,0.48,-0.53,-0.79,-0.62,-0.68,-0.06,0.04,0.02,0.06,-0.45,-0.24,-0.05,-0.27,0.72,0.08,0.17,0.04,?,0.12,0.53,-0.03,-0.24,-0.21,0.17,0.1,-0.15,0.02,0.42,-0.01,-0.03,-0.06,0.18,-0.01,0.02,-0.22,14.04@20.01.01.01@20.01.15@20.03.22@20.09.13@20.09.18.09.01@32.07@34.01.01.01@34.01.01.03@42.25,419
0.08,0.01,0.21,0.5,-0.22,0.03,-0.06,0.25,-0.25,0.32,-0.2,0.03,0.27,0.18,0.1,-0.29,0.09,-0.38,0.17,0.02,0.07,-0.12,-0.44,-0.46,-0.66,-0.26,0.22,-0.03,0.43,-0.14,0.78,-0.22,0.0,-0.18,0.45,-0.32,0.94,-0.24,0.48,0.22,0.59,0.0,0.15,-0.39,-0.58,-0.32,-0.48,-0.16,-0.01,-0.1,0.0,-0.81,-0.2,0.03,-0.29,1.46,0.33,?,-0.48,-0.21,0.39,0.5,0.05,-0.4,0.13,-0.38,0.19,0.01,0.14,0.18,0.02,0.07,-0.09,0.04,-0.15,0.24,-0.01,01.03.16@12.04.01@16.01,420
?,1.0,-0.54,0.14,-0.36,-0.67,-0.48,0.05,0.41,0.23,0.61,0.17,0.05,-0.21,-0.21,-0.17,0.18,0.04,0.31,0.14,0.17,-0.25,0.42,0.3,0.51,0.8,0.23,0.54,-0.15,-0.09,-0.28,-0.28,-0.45,0.21,0.23,0.26,0.28,0.57,?,0.25,-0.32,-1.17,-0.5,-0.5,-0.55,-0.3,-0.83,0.24,0.31,0.07,0.53,-0.18,0.39,0.18,-0.11,-0.23,-0.24,0.12,0.14,?,0.07,0.15,-0.6,-1.23,-0.7,-0.51,-0.29,0.14,0.35,0.41,0.65,0.44,0.53,0.39,0.06,-0.28,0.02,01.03.04@01.04@14.07.02,421
-0.22,0.2,0.06,0.15,0.1,0.13,0.01,-0.02,0.07,0.1,0.38,0.04,0.0,-0.22,0.0,-0.16,0.13,-0.19,0.07,-0.2,0.15,-0.37,0.43,0.13,-0.18,0.91,-0.2,0.57,0.06,0.31,0.1,0.25,-0.38,0.18,-0.38,-0.06,-0.13,0.54,?,0.32,-0.09,-1.21,-0.27,-0.32,-0.3,-0.28,-0.24,-0.07,-0.6,-0.52,0.31,-0.22,0.01,0.35,0.09,-0.16,0.0,0.06,0.2,?,0.31,0.41,0.08,-1.5,-0.11,-0.02,0.43,0.75,0.52,0.1,0.23,-0.1,0.09,-0.07,-0.19,-0.28,0.17,01.01.06.04.02@01.01.09.01.01@01.20.19,422
0.37,1.24,-0.18,-0.4,0.43,0.06,0.4,0.64,0.69,0.47,0.4,-0.06,-0.28,-0.56,-0.47,-0.23,0.01,-0.18,-0.01,-0.33,-0.15,-0.84,-0.24,-0.17,0.29,0.44,0.36,-0.2,-0.26,-0.47,-0.35,0.3,0.35,0.69,0.55,0.32,-0.04,0.04,-0.2,-0.13,-0.31,-1.15,-0.12,0.11,0.12,0.05,-0.2,0.65,0.6,0.43,0.68,-0.37,-0.84,-0.09,-0.02,0.12,0.23,0.52,0.04,-0.56,?,-0.4,-0.8,-0.41,0.05,-0.38,-0.36,0.12,0.05,0.4,0.29,0.14,-0.09,-0.09,0.2,0.02,0.05,01.05@02.10@02.13@20.01.15,423
0.15,-0.45,-0.47,-0.38,0.3,-0.44,-0.04,-0.17,-0.04,0.04,-0.23,0.12,0.42,-0.23,0.22,-0.07,-0.02,-0.04,0.05,0.43,-0.35,0.07,-0.3,-0.32,0.21,0.41,0.45,0.13,0.34,0.16,0.16,-0.19,-0.25,0.0,0.04,0.33,-0.11,0.17,-0.19,0.09,0.07,0.13,-0.34,-0.86,-0.23,0.09,-1.22,0.45,0.05,-0.55,0.18,-0.24,0.0,0.25,0.33,0.03,-0.17,0.22,0.06,0.17,?,0.51,-0.07,-0.68,-0.09,0.04,-0.04,0.18,0.27,0.47,0.07,-0.11,0.04,0.17,-0.11,-0.11,-0.09,01.01.03.05.01@01.20.17@02.13@14.07.04,424
-0.92,-0.12,-0.3,0.16,0.53,0.31,0.25,0.13,-0.22,-0.03,-0.27,-0.35,0.08,0.16,0.32,0.06,-0.03,-0.43,-0.15,0.16,-0.43,-0.1,0.03,0.09,0.15,-0.19,-0.07,-0.29,-0.25,-0.32,0.09,0.08,0.22,0.05,0.25,-0.01,0.37,-0.29,-0.29,-0.14,-0.3,0.02,-0.07,0.36,0.22,0.28,-0.38,-0.03,-0.22,-0.38,0.08,-0.35,0.15,0.18,0.08,0.17,0.2,0.04,-0.14,?,0.08,0.42,0.1,-0.62,-0.19,-0.07,-0.25,-0.16,-0.24,-0.06,0.09,0.22,0.27,0.15,0.18,0.31,0.38,01.05.09.04@01.05.09.07,425
-0.71,-0.62,-0.47,0.44,0.06,0.16,0.12,0.09,0.15,-0.17,0.17,-0.04,-0.04,-0.15,-0.06,0.06,0.05,-0.15,-0.15,-0.01,0.0,-0.09,0.14,0.17,0.22,0.36,-0.5,0.34,-0.08,0.31,-0.27,0.25,-0.13,0.26,-0.44,0.42,-0.03,0.28,-0.14,0.09,-0.44,-0.53,-0.36,-0.02,-0.02,0.1,1.19,0.42,-0.1,-0.45,-0.28,-0.54,-0.32,0.15,0.0,-0.17,-0.03,-0.36,0.68,0.0,-0.58,-0.36,0.76,0.51,-0.03,0.18,-0.13,-0.14,0.07,-0.34,-0.08,-0.03,-0.03,0.17,-0.06,-0.13,0.06,01.02.07@20.01.07@20.01.11,426
-0.43,0.15,-0.01,0.66,0.11,-0.24,0.14,-0.22,0.1,-0.18,0.26,-0.15,0.11,-0.09,0.18,0.01,0.15,-0.07,-0.05,0.01,0.15,-0.2,-0.35,0.11,-0.22,-0.44,0.92,-0.18,?,-0.14,?,-0.44,0.15,0.9,1.27,0.01,?,-0.95,?,-0.54,1.28,0.33,?,-1.26,0.08,-0.54,-0.32,0.22,-0.07,-0.68,-0.07,-0.21,-0.53,0.02,-0.1,-0.21,-0.21,0.13,0.48,0.33,?,0.7,0.53,-0.44,0.27,-0.24,-0.23,0.25,0.01,0.03,-0.04,0.03,-0.12,-0.26,0.25,0.13,0.37,20.01.07@20.09.18,427
-0.22,-0.36,-0.36,-0.03,-0.35,-0.17,0.47,0.25,0.36,-0.19,0.14,-0.34,-0.02,0.03,0.25,0.09,0.32,-0.11,-0.06,-0.25,-0.12,-0.3,-0.46,0.05,0.24,-0.46,-0.2,-0.74,-0.09,0.06,0.21,0.21,0.57,0.57,0.31,0.34,0.08,0.06,0.37,-0.28,-0.2,-0.67,0.35,0.01,0.09,-0.41,-1.4,-0.05,0.63,-0.07,0.1,0.08,-0.84,-0.12,-0.4,0.02,0.2,0.77,0.22,0.57,-0.09,0.26,0.12,-0.19,-0.03,-0.43,-0.31,0.03,0.19,-0.11,0.19,0.14,0.16,0.19,0.22,-0.17,0.12,20.03,428
0.37,-1.32,0.33,0.32,-1.1,-1.3,-0.18,-0.25,-0.16,-0.31,0.29,0.33,0.75,0.44,0.5,0.02,-0.06,-0.26,0.35,0.2,0.65,0.09,-0.95,-0.65,-0.93,-0.65,0.09,0.27,1.29,0.89,1.08,-0.08,0.09,-0.49,0.02,-0.75,0.44,0.39,1.13,0.3,1.09,0.09,0.55,-1.41,-1.11,-0.69,-0.18,-0.83,-0.74,-1.18,-0.56,-0.64,-0.22,0.19,0.22,-0.01,-0.77,-0.09,0.97,1.11,0.88,0.93,0.93,0.01,1.63,-0.06,-0.54,-0.62,-0.49,-0.49,-0.36,-0.17,0.14,0.33,0.42,-0.25,0.46,20.01.01.01.01.01@20.01.27@20.09.18@32.07@34.01.01.01,429
0.49,-0.81,0.55,0.03,-0.1,-0.04,0.24,0.13,0.37,0.24,0.36,-0.05,0.08,0.04,0.01,0.08,0.2,-0.32,-0.1,-0.28,-0.36,-0.5,0.87,0.59,0.22,-0.12,-0.78,0.03,-0.12,0.22,-0.18,0.21,-0.06,0.27,-0.32,-0.17,-0.48,0.13,-0.36,0.17,-0.28,-0.6,0.12,0.12,0.13,0.39,0.9,0.52,0.38,0.11,-0.35,-0.45,-0.38,-0.08,-0.22,0.27,-0.14,-0.08,-0.17,-0.23,?,-0.06,-0.04,-0.64,0.07,-0.06,-0.03,0.21,0.09,-0.22,0.19,0.02,0.07,0.09,0.08,-0.17,0.31,10.01.09.05@14.07.04@42.10.03,430
-0.14,-0.34,-0.23,0.06,0.16,-0.01,-0.01,-0.01,-0.04,0.1,0.16,0.13,0.04,-0.01,-0.03,0.05,0.14,-0.22,-0.08,-0.2,0.01,-0.18,0.32,0.28,0.45,0.25,-0.17,0.11,0.25,0.06,-0.17,0.02,0.04,-0.23,-0.15,-0.19,-0.31,0.19,-0.41,-0.05,-0.25,-0.17,-0.17,0.2,-0.07,0.16,0.8,0.61,0.64,-0.01,-0.16,-0.36,-0.43,0.39,-0.16,-0.39,-0.39,-0.51,0.1,-0.01,0.02,-0.07,-0.07,-0.02,-0.06,0.01,0.52,0.24,0.12,-0.18,-0.08,-0.11,-0.1,0.27,-0.22,-0.37,-0.02,10.03.01@14.01@16.01,431
-0.03,-0.07,0.0,0.37,0.2,0.24,0.12,0.04,0.3,0.04,0.22,0.08,0.03,-0.25,-0.07,-0.36,0.21,-0.44,0.14,-0.39,0.34,-0.44,-0.28,-0.17,0.09,0.27,0.15,0.35,0.41,0.19,0.45,0.16,0.09,0.17,0.17,-0.18,-0.02,-0.07,-0.46,0.19,0.16,-0.88,0.05,-0.25,-0.41,-0.15,-0.66,0.06,0.19,-0.18,0.25,-0.46,-0.5,-0.31,-0.38,0.71,-0.03,0.14,?,0.28,0.04,0.6,0.25,-0.28,-0.26,-0.1,-0.26,0.28,0.3,0.27,0.23,-0.06,-0.31,0.34,0.09,-0.24,0.01,14.04@16.01@20.09.01,432
0.29,0.2,-0.15,-0.15,0.14,0.12,0.19,0.13,-0.06,-0.22,0.31,0.17,0.21,-0.21,0.19,-0.19,-0.09,-0.21,0.04,-0.34,0.26,-0.43,-0.07,-0.09,-0.01,-0.13,-0.33,-0.04,-0.37,-0.13,-0.52,0.27,-0.33,0.27,-0.43,0.19,-0.86,0.31,-0.8,0.05,-0.23,0.44,-0.2,1.1,0.81,1.11,0.04,-0.12,-0.21,-0.02,0.03,-0.15,-0.02,0.08,-0.19,0.28,-0.09,0.0,0.07,?,-0.32,0.34,0.29,1.16,0.44,-0.1,-0.35,-0.13,-0.23,0.0,-0.02,-0.1,-0.43,0.12,-0.03,-0.13,-0.2,14.07.11@14.13.01.01@32.01@43.01.03.09,433
0.33,-1.43,-0.86,-0.01,0.52,-0.02,0.14,-0.11,0.07,-0.5,0.4,0.26,-0.13,-0.34,-0.16,-0.26,-0.13,0.06,0.26,-0.06,0.1,-0.11,-0.54,-0.33,0.32,0.76,0.69,0.67,0.59,-0.67,-0.09,-0.33,-0.56,0.19,0.08,0.38,0.08,0.41,0.11,?,0.01,-0.69,-0.28,-0.49,-0.23,-0.08,-0.48,-0.42,0.34,0.65,1.0,0.33,0.05,0.02,-0.54,-0.36,-0.52,-0.07,0.02,0.08,-0.09,?,?,-0.06,-0.11,0.0,-0.04,0.25,0.11,0.38,0.31,0.05,-0.13,-0.1,-0.21,-0.25,-0.19,10.03.01@10.03.04.01@10.03.04.05@42.04.05@42.05,434
-0.18,?,?,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.36,0.47,0.61,-0.5,0.64,0.01,0.37,-1.03,-0.19,-0.03,0.48,-0.34,0.37,-0.94,0.29,-0.34,0.45,-0.88,-0.59,-0.42,0.23,0.2,0.75,-0.23,0.11,0.4,0.18,-0.01,-0.66,-0.05,0.03,-0.21,0.63,-0.01,-0.24,?,-0.09,0.18,0.1,-0.11,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.04@20.01.10@20.03@20.09.05,435
-0.32,0.61,-0.01,-0.62,0.07,0.05,0.23,0.0,0.01,0.01,-0.31,0.24,0.38,0.0,?,0.08,-0.16,-0.24,0.03,0.07,-0.22,-0.24,-0.21,-0.19,-0.25,0.83,-0.15,0.02,-0.31,0.01,-0.55,0.25,-0.23,0.06,-0.29,0.06,-0.71,0.28,-0.85,0.19,-0.11,0.43,-0.21,0.8,0.5,0.61,-0.42,0.14,-0.39,-0.58,0.14,-0.19,-0.84,-0.23,0.02,0.06,0.22,0.5,0.4,?,0.37,0.58,0.21,1.33,0.26,-0.29,0.09,-0.06,-0.22,-0.12,-0.01,-0.29,-0.31,0.08,-0.14,-0.22,-0.1,14.13.01.01,436
?,-0.12,-0.1,0.04,-0.2,0.05,-0.22,?,-0.36,0.09,-0.22,0.06,0.09,0.3,0.21,0.0,0.09,0.01,-0.12,0.28,-0.16,0.08,-0.15,0.28,0.16,-0.07,-0.16,-0.02,0.04,-0.05,-0.28,0.09,-0.2,0.04,0.21,0.13,-0.28,0.01,-0.49,-0.11,0.2,0.36,0.25,0.11,-0.02,-0.02,-0.3,0.31,0.2,-0.25,-0.17,-0.07,-0.43,0.09,0.13,-0.53,-0.19,0.04,0.51,0.52,0.15,?,?,0.87,0.14,0.43,-0.41,-0.26,0.03,-0.06,-0.11,-0.16,-0.21,0.14,-0.16,-0.08,-0.19,11.02.03.01@11.02.03.04,437
-0.06,0.36,0.37,-0.89,0.22,-0.42,-0.16,-0.21,-0.24,-0.05,-0.5,0.14,0.3,0.13,0.51,0.24,-0.09,0.06,0.07,0.44,-0.26,-0.18,0.23,0.34,0.22,0.83,-0.08,0.14,0.03,0.05,-0.16,-0.05,0.01,-0.06,-0.32,-0.25,0.82,0.04,-0.77,-0.26,-0.1,-0.02,-0.34,0.08,-0.19,-0.19,-0.69,0.16,0.24,0.27,0.0,-0.16,0.29,0.35,-0.05,-0.13,-0.15,-0.1,0.1,?,-0.14,0.15,-0.13,-0.69,-0.43,-0.08,0.46,0.51,0.54,0.41,0.15,-0.12,-0.01,-0.01,-0.24,-0.36,-0.12,12.04.01,438
-0.23,0.0,-0.18,0.11,-0.79,-1.01,-0.6,-0.25,0.27,0.75,0.53,0.47,0.17,-0.3,-0.34,-0.5,-0.01,0.09,0.64,0.38,0.49,0.02,-0.49,-0.17,0.2,0.63,0.83,0.56,0.28,-0.08,-0.19,-0.35,-0.25,-0.25,-0.51,0.56,0.3,0.39,-0.13,0.31,-0.03,-0.69,0.07,-0.23,-0.46,-0.29,-1.29,-1.02,-0.32,0.5,0.77,0.55,0.73,0.76,0.11,-0.45,-0.78,-0.59,0.43,0.34,?,0.14,0.11,-0.51,-0.42,-0.24,-0.39,0.05,-0.22,0.07,0.49,0.39,0.2,-0.15,0.42,0.42,-0.1,11.04.03.05,439
