g1,g1_bkg,r1,r1_bkg,g2,g2_bkg,r2,r2_bkg,f2,g3,g3_bkg,r3,r3_bkg,f3,g4,g4_bkg,r4,r4_bkg,f4,g5,g5_bkg,r5,r5_bkg,f5,g6,g6_bkg,r6,r6_bkg,g7,g7_bkg,r7,r7_bkg,f7,g1_ratio,g2_ratio,g3_ratio,g4_ratio,g5_ratio,g6_ratio,g7_ratio,r1_ratio,r2_ratio,r3_ratio,r4_ratio,r5_ratio,r6_ratio,r7_ratio,g1dashbkg,g2dashbkg,g3dashbkg,g4dashbkg,g5dashbkg,g6dashbkg,g7dashbkg,r1dashbkg,r2dashbkg,r3dashbkg,r4dashbkg,r5dashbkg,r6dashbkg,r7dashbkg,classification
-0.049881,1.768421,-0.260183,1.231567,-0.524408,-0.578815,-0.60254,-0.6435,-0.059171,-0.612129,-0.40383,-0.658983,-0.252929,-0.108052,-0.320255,-0.254935,-0.426348,-0.401536,-0.051875,-0.215598,0.700145,-0.429921,-0.351655,-0.067701,-0.281844,-0.624277,-0.576678,-1.24278,-0.381367,-0.125255,-0.571194,-0.252686,-0.101507,0.78568,1.056326,1.487933,1.07375,0.939034,0.550498,0.447926,-0.98694,-0.989031,-1.22047,-0.858458,-0.741646,-0.569122,-0.513431,-0.174588,-0.484756,-0.5938,-0.310985,-0.277941,-0.252244,-0.380304,-0.300464,-0.556449,-0.65843,-0.410743,-0.405799,-0.483315,-0.56045,16.13.01@30@34.11.12@42.01
1.350876,1.60978,0.986409,0.796822,0.174832,-0.473216,0.134999,-0.417759,-0.059171,0.314143,-0.062845,-0.029072,-0.019373,-0.108052,0.713845,-0.213609,0.2367,-0.413184,-0.051875,1.024278,0.653933,0.397251,-0.252828,-0.067701,0.856,-0.44755,0.004546,-1.084846,0.363294,-0.063273,-0.111441,-0.221335,-0.101507,0.026753,-0.188632,1.301893,1.316966,0.939034,1.225271,0.580728,-0.244205,0.00101,-1.110059,-0.970629,-0.741646,-0.705855,-0.540778,1.258816,0.212665,0.332738,0.750752,0.99262,0.887091,0.381905,0.969683,0.170248,-0.02819,0.276645,0.433156,0.091201,-0.084904,11.02.03.01@16.03.01
-0.493253,0.237999,-0.435139,0.721215,-0.468751,0.505968,-0.424644,0.181428,-0.059171,-0.334959,0.20689,-0.174356,0.141842,-0.108052,-0.482578,-0.08963,-0.496844,-0.136533,-0.051875,-0.579713,0.256511,-0.578145,0.190628,-0.067701,-0.575401,0.648156,-0.650213,0.26103,-0.375908,0.001094,-0.405801,-0.054933,-0.101507,-0.732173,-0.935607,-1.209647,0.448338,0.541079,-0.234441,-0.187626,0.808002,0.892046,1.318985,-0.521942,-0.552526,-0.213617,-0.25819,-0.517514,-0.511731,-0.369289,-0.490296,-0.613408,-0.614231,-0.388247,-0.461015,-0.443658,-0.195995,-0.503983,-0.612539,-0.677653,-0.415868,01.07.04@14.07.09
0.59725,0.250442,0.743252,0.551097,0.682552,-1.010808,0.787505,-0.080542,-0.059171,0.549395,0.178899,0.315667,0.218317,-0.108052,0.134631,-0.098486,-0.022501,-0.011312,-0.051875,0.445322,0.05626,0.212468,-0.034901,-0.067701,0.171712,1.134154,-0.156091,0.501365,0.299275,-0.113336,-0.280443,-0.095931,-0.101507,-1.016771,-0.53722,0.418203,0.552573,0.265572,0.564269,1.111935,1.303159,0.397026,-0.558003,-0.596724,-0.394926,-0.569122,-0.641051,0.588877,0.766138,0.551973,0.145877,0.450341,0.114761,0.321184,0.732178,0.802011,0.305263,-0.022432,0.221567,-0.197702,-0.279166,14.01@16.01@32.01.07@42.04
-0.21263,-0.206819,-0.087938,-0.104169,-0.357194,-0.169221,-0.250106,-0.130707,-0.059171,0.863403,0.652207,1.138806,0.412602,-0.108052,-0.16933,-0.057159,0.016401,0.131382,-0.051875,-0.492534,-0.310354,-0.478914,-0.034901,-0.067701,-0.353256,0.011939,0.170339,1.009502,0.090591,-0.294515,0.797563,-0.194807,-0.101507,-1.111637,-1.085002,-1.023607,-1.115192,0.173736,-0.812818,-0.690377,1.426948,1.090055,1.024555,1.011071,-0.331886,0.524741,0.279639,-0.201403,-0.34743,0.828984,-0.170145,-0.477648,-0.357168,0.125188,-0.08542,-0.242037,1.140406,0.006941,-0.487985,0.091475,0.860364,14.13.01.01
-0.000713,1.10586,-0.093751,0.935437,-0.316362,0.966761,-0.267112,1.351934,-0.059171,-0.134258,0.502071,-0.193658,0.536614,-0.108052,0.303498,1.595892,0.090765,1.252549,-0.051875,0.223525,0.512217,-0.1663,-0.420074,-0.067701,-0.037778,0.988355,-0.187838,1.531372,-0.034967,0.127443,-0.371672,0.010181,-0.101507,-0.162978,-0.387825,0.185653,0.656809,1.153318,0.399019,0.685072,0.003373,0.199018,-0.373985,-0.634114,-0.836206,-0.523545,-0.568125,-0.078228,-0.393287,-0.191473,0.194997,0.18618,-0.089156,-0.0498,-0.123507,-0.379465,-0.25725,-0.001737,-0.12836,-0.312002,-0.389487,11.02.01@11.02.02@16.03.01
-0.255786,0.216225,-0.067207,0.910234,-0.332403,0.307571,-0.299111,0.030934,-0.059171,0.653556,0.580956,0.756501,0.3878,-0.108052,-0.305901,-0.287406,-0.439674,-0.165654,-0.051875,-0.495514,-0.68313,-0.627636,-0.589854,-0.067701,-0.328398,0.268193,-0.625521,1.036969,0.040963,-0.413713,-0.516391,-0.271979,-0.101507,-1.4911,-0.736413,-0.698037,1.838142,2.347183,2.189232,1.851832,2.231577,0.644536,0.546107,-1.194973,-1.214446,-0.824357,-0.723093,-0.274871,-0.358956,0.618456,-0.293815,-0.449988,-0.345307,0.086757,-0.095967,-0.304648,0.745698,-0.442565,-0.584719,-0.714657,-0.500493,10.01.09.05@11.02.03.04@11.04.01@16.03.03
-0.602325,0.857011,-0.687597,0.311673,-0.650306,0.841963,-0.620665,0.705369,-0.059171,-0.645156,0.690377,-0.677247,0.522146,-0.108052,-0.566379,1.020276,-0.550361,0.827379,-0.051875,-0.568536,0.36742,-0.658474,-0.579718,-0.067701,-0.586701,0.771864,-0.410885,1.20177,-0.544146,0.175122,-0.319494,0.121115,-0.101507,2.967594,-0.686615,1.627463,0.309357,0.694139,-0.840359,-0.832664,-2.34862,0.545532,-1.294077,-0.447161,-0.647086,0.58855,0.607806,-0.671646,-0.720663,-0.741539,-0.658305,-0.611124,-0.632022,-0.580656,-0.702818,-0.684158,-0.758293,-0.633049,-0.617389,-0.510999,-0.350772,10.01.05.03.01@10.03.02
-0.654499,-0.200597,-0.631021,0.015543,-0.551872,0.294772,-0.579939,-0.013656,-0.059171,-0.546076,0.046576,-0.467,0.121174,-0.108052,-0.589598,-0.122101,-0.562827,-0.130708,-0.051875,-0.612001,-0.239496,-0.578393,0.089267,-0.067701,-0.645005,-0.694968,-0.626606,-0.535509,-0.503947,-0.196774,-0.409082,-0.233393,-0.101507,0.358784,0.110158,-0.744547,0.031397,0.449243,-0.578713,-0.548089,-0.553678,-0.296002,0.619715,-0.222818,-0.489486,0.123658,0.060861,-0.650499,-0.579413,-0.571903,-0.5981,-0.605541,-0.615143,-0.499183,-0.636605,-0.584703,-0.497958,-0.572744,-0.602585,-0.590215,-0.393941,01.04@14.07.03@30.01.05.01.03@30.05@34.11.03.07@34.11.12@43.01.03.05
-0.58429,-0.306358,-0.537634,0.166758,-0.50861,-0.364418,-0.49088,-0.289561,-0.059171,-0.502125,0.041487,-0.384188,0.102572,-0.108052,-0.539571,-0.036496,-0.503937,0.110998,-0.051875,-0.529293,0.342773,-0.472199,0.01578,-0.067701,-0.602746,0.069375,-0.578849,0.096229,-0.449853,-0.175318,-0.321792,-0.226158,-0.101507,-0.210411,-0.338027,-1.023607,-0.038094,-0.744622,-0.564942,-0.56706,0.065268,0.149516,1.024555,-0.185427,0.424593,0.105427,0.088209,-0.571798,-0.485247,-0.525734,-0.552892,-0.569,-0.61195,-0.445636,-0.54715,-0.472365,-0.409957,-0.530241,-0.486198,-0.592407,-0.303834,14.10@16.01@20.09.18.09.01@42.04.03@43.01.03.05
-0.428412,1.028095,-0.55139,0.141556,-0.553817,0.022776,-0.562485,-0.320217,-0.059171,-0.513049,0.115282,-0.542548,0.048834,-0.108052,-0.260729,0.155376,-0.357142,-0.040433,-0.051875,-0.430937,0.521459,-0.564715,-0.316178,-0.067701,-0.201167,0.767446,-0.289865,-0.408475,0.231533,2.015526,0.640703,0.875952,9.848871,1.165144,-0.338027,0.418203,0.795789,1.03087,-0.138045,-0.633461,-1.296413,0.149516,-0.558003,-0.746286,-0.773166,-0.277425,0.179366,-0.50705,-0.560531,-0.544729,-0.279905,-0.483231,-0.242664,0.02245,-0.560236,-0.542209,-0.568919,-0.366683,-0.54771,-0.260197,0.544475,10.01.03.05@10.01.05.01@10.01.05.03
-0.300445,-0.209929,-0.317533,0.47549,-0.189736,0.163574,-0.30381,0.13405,-0.059171,-0.38018,-0.080657,-0.470321,0.019897,-0.108052,-0.417353,-0.272647,-0.409584,-0.014224,-0.051875,-0.364125,0.299642,-0.329944,0.49978,-0.067701,-0.38851,0.413993,-0.459728,0.027562,-0.336454,-0.253988,-0.42024,-0.132105,-0.101507,0.169052,0.707738,1.022833,0.205122,-0.162995,-0.110503,0.030548,-0.367994,-0.791022,-0.962844,-0.37238,-0.111246,-0.295656,-0.367579,-0.29035,-0.203973,-0.386437,-0.409661,-0.396699,-0.413507,-0.320096,-0.33484,-0.317758,-0.49084,-0.422982,-0.388954,-0.466595,-0.419979,01.03.16.01@10.03.01@11.02.03.04@11.04@34.11.03.07
0.522746,1.578673,0.463088,0.866129,-0.161542,0.169974,-0.240707,-0.147428,-0.059171,0.088545,0.563143,-0.175394,0.272055,-0.108052,0.22603,0.261643,0.025428,-0.040433,-0.051875,0.205394,0.869588,-0.063588,-0.098252,-0.067701,0.215101,0.816046,0.223252,-0.157839,0.137241,0.618535,0.353234,0.181406,-0.101507,-0.637307,0.110158,1.162363,0.552573,0.479855,-0.151816,-0.45323,0.684213,-0.296002,-1.036451,-0.596724,-0.521006,-0.26831,-0.048528,0.420138,-0.176018,0.033565,0.213472,0.13822,0.174978,0.075228,0.439983,-0.231187,-0.210662,0.029416,-0.055363,0.238119,0.343019,01.05@32.07
-0.427338,0.897449,-0.489777,0.418784,-0.529026,0.313971,-0.489985,0.083886,-0.059171,-0.169571,0.446089,-0.159828,0.313392,-0.108052,-0.151599,1.244619,0.041977,1.229252,-0.051875,-0.431682,-0.184042,-0.388388,-0.397267,-0.067701,-0.46173,1.129736,-0.232882,1.596606,-0.275909,0.289551,-0.209561,0.169348,-0.101507,0.216485,-0.885808,-0.372467,-1.254173,-0.591562,-0.716422,-0.377343,-0.429889,0.842544,0.178071,1.198024,0.266993,0.333315,-0.121454,-0.496803,-0.557833,-0.22234,-0.247737,-0.425881,-0.524361,-0.315997,-0.506719,-0.501749,-0.198799,-0.050471,-0.358581,-0.362711,-0.242849,01.05@02.16.03@16.01@42.16
1.453078,0.110464,1.897424,1.281972,1.142393,-0.24602,2.174418,-0.267266,-0.059171,0.865181,-0.13664,1.699188,0.019897,-0.108052,0.737064,-0.130956,1.247071,0.014898,-0.051875,0.964917,0.003886,1.685757,0.869748,-0.067701,0.536681,-0.010152,0.47072,-0.154406,0.984135,-0.19439,1.295383,-0.071814,-0.101507,-1.348801,-2.03117,-1.674747,-1.323663,-1.387472,0.027205,-0.320428,1.922105,2.971132,2.275881,1.347587,1.338673,-0.368581,-0.167032,1.467667,1.171496,0.912616,0.768574,0.985515,0.542211,1.03702,1.873026,2.218109,1.763744,1.290036,1.642456,0.487825,1.362634,10.01.05.03.05@14@20.01.01.01@20.01.15@20.03.22@20.09.13@34.01.01.03
-0.175915,1.276944,-0.210776,1.004744,-0.412851,0.541168,-0.433148,0.220445,-0.059171,-0.039751,0.346847,-0.03094,0.108773,-0.108052,0.052097,0.423997,-0.001438,0.105173,-0.051875,-0.261547,0.201057,-0.35357,-0.364325,-0.067701,0.016007,0.458174,0.076182,-0.144106,0.078184,0.33723,0.157323,0.027062,-0.101507,-0.542442,-0.188632,-0.418977,-0.107584,0.112512,-0.248212,-0.320428,0.49853,0.00101,0.214874,-0.110646,-0.300366,-0.204501,-0.167032,-0.268113,-0.458027,-0.077239,0.022424,-0.283778,-0.007498,0.044483,-0.243627,-0.455412,-0.043504,-0.009526,-0.326166,0.08846,0.160406,01.04@01.05.25@10.03.01.01.03@10.03.01.03@12@14.07.03@40.01@42.01@42.04.03@42.29@43.01.03.05
1.818941,0.178897,1.861774,1.055149,2.044818,-0.121222,1.576511,-0.192019,-0.059171,1.017612,-0.383473,0.893691,-0.327336,-0.108052,1.041659,-0.381866,0.856334,-0.319996,-0.051875,1.404289,0.626206,1.325891,1.123151,-0.067701,1.233399,-0.027824,-0.043482,-0.274574,1.707208,-0.199158,0.024418,-0.103166,-0.101507,-0.732173,0.408948,-0.139917,-0.003349,-0.316055,2.230544,2.316639,0.808002,-0.543512,-0.079555,-0.222818,0.014833,-0.833473,-0.75044,1.834357,2.072454,1.096499,1.10068,1.383152,1.24634,1.784113,1.844119,1.608046,0.962895,0.911072,1.247609,-0.022003,0.040149,12.01.01
1.536599,1.211621,1.817018,1.489893,0.865565,-0.646013,0.782135,-0.83301,-0.059171,0.727993,0.51225,0.900332,0.282389,-0.108052,0.968412,0.426948,1.399239,-0.025872,-0.051875,0.964669,0.68166,1.700679,0.010712,-0.067701,1.37803,1.86757,1.362908,0.285064,1.046666,0.303855,0.25052,-0.076638,-0.101507,-1.206502,-0.288229,-0.837567,-1.219427,-1.540532,-0.027878,0.71353,1.612632,0.100014,0.730126,1.160634,1.622352,-0.341234,-0.577241,1.475298,0.922837,0.702878,0.965707,0.929435,1.294468,1.048037,1.785524,0.857615,0.906169,1.450701,1.744295,1.353985,0.272441,14.10@20.09.07.03@20.09.07.05
-0.387832,0.29088,-0.442114,0.551097,-0.507152,0.745964,-0.468055,0.49635,-0.059171,-0.346137,0.865959,-0.364263,0.515945,-0.108052,-0.220623,1.005516,-0.228186,1.007931,-0.051875,-0.410819,0.453682,-0.516219,-0.321246,-0.067701,-0.386928,0.944173,-0.195436,1.534806,-0.336454,0.24664,0.232471,0.198287,-0.101507,0.548516,-0.885808,-0.232937,-0.003349,0.510467,-0.5374,-0.870608,-0.739362,0.842544,0.030856,-0.222818,-0.552526,0.068965,0.735427,-0.414178,-0.568869,-0.449226,-0.301205,-0.457094,-0.439282,-0.373899,-0.462773,-0.513051,-0.432389,-0.313276,-0.497429,-0.319951,0.214539,01.05.25@16.13.01@20.09.18@30@34.11.12@42.01
-0.603184,-0.642305,-0.537246,-0.387698,-0.554789,-0.284419,-0.477454,-0.623991,-0.059171,-0.451315,0.267962,-0.441471,0.210049,-0.108052,-0.576088,-0.653439,-0.550576,-0.413184,-0.051875,-0.577477,-0.33192,-0.590082,-0.313644,-0.067701,-0.53495,-0.178042,-0.449959,0.7211,-0.554816,-0.568669,-0.301446,-0.291272,-0.101507,-0.447576,-1.383791,-0.186427,0.239867,0.510467,-0.427233,-0.756777,0.37474,1.585075,-0.042752,-0.37238,-0.552526,-0.049537,0.416376,-0.567438,-0.53797,-0.49645,-0.545067,-0.562657,-0.530748,-0.511737,-0.529572,-0.431679,-0.480703,-0.538474,-0.573999,-0.512096,-0.273341,10.01.09.05@11.02.03.04
-0.167541,0.524176,-0.187914,0.147856,-0.432051,0.704365,-0.393093,0.317987,-0.059171,0.301186,0.927031,0.418819,0.732966,-0.108052,0.289567,1.392212,0.409716,1.366121,-0.051875,-0.242671,0.509136,-0.35556,-0.473288,-0.067701,-0.180602,1.492026,-0.056235,2.11161,0.061062,0.370605,-0.19906,0.215168,-0.101507,-0.447576,-0.935607,-0.791057,-0.767741,-0.009936,-0.248212,0.32461,0.37474,0.892046,0.693322,0.524994,-0.205806,-0.204501,-0.476968,-0.206853,-0.489906,0.216657,0.195649,-0.289868,-0.259315,0.023218,-0.194017,-0.422863,0.358754,0.319815,-0.317233,-0.225386,-0.238395,01.20.19.01@20.01.01.01.01@20.01.17@20.09.04@34.01.01.01@42.16
-0.345964,0.433968,-0.400264,-0.003359,-0.324139,0.864363,-0.11137,0.632909,-0.059171,-0.04661,0.955022,-0.188677,0.642024,-0.108052,-0.053023,0.946479,-0.071289,0.935128,-0.051875,-0.408584,0.154845,-0.432905,-0.224953,-0.067701,-0.289528,1.911752,-0.154191,2.636913,-0.115364,0.277631,-0.239423,0.121115,-0.101507,0.074186,-1.881775,0.511223,-0.072839,-0.101771,-0.303296,0.030548,-0.244205,2.624617,-0.631611,-0.148037,-0.142766,-0.158923,-0.367579,-0.381695,-0.393287,-0.147415,-0.124285,-0.430195,-0.390926,-0.148951,-0.403397,-0.163829,-0.263074,-0.145268,-0.421624,-0.366274,-0.267174,12.01.01@42.16
-0.164535,-0.583203,-0.133276,-0.526313,0.138132,0.550768,1.076837,-0.211527,-0.059171,0.137831,0.003317,-0.111469,-0.025574,-0.108052,-0.330809,-0.458615,-0.359291,-0.343293,-0.051875,-0.093647,-0.288789,-0.299603,-0.237623,-0.067701,-0.180602,0.215175,-0.32324,1.153703,-0.302956,-0.525758,-0.309978,-0.353974,-0.101507,-0.495009,-2.827943,1.022833,0.274612,1.061482,0.481644,-0.187626,0.436635,5.743245,-0.962844,-0.409771,-0.804686,-0.541776,-0.25819,-0.12619,0.097163,0.142787,-0.306856,-0.07189,-0.193395,-0.256301,-0.118038,1.104896,-0.113171,-0.345765,-0.283542,-0.418627,-0.273341,01.05.25
-0.408658,-0.632973,-0.504502,-0.387698,-0.253899,0.37477,0.246659,0.12569,-0.059171,-0.228765,0.087291,-0.437321,0.0509,-0.108052,-0.431285,-0.417289,-0.486098,-0.346205,-0.051875,-0.40759,-0.495202,-0.515721,-0.232555,-0.067701,-0.46173,-0.310587,-0.490119,0.559732,-0.456305,-0.613964,-0.498014,-0.327446,-0.101507,1.781771,-2.628749,1.860013,1.00426,1.490049,-0.000336,-0.054824,-1.729675,4.901711,-1.404488,-0.858458,-0.962286,-0.359465,-0.331116,-0.370577,-0.284898,-0.246612,-0.413355,-0.375638,-0.450002,-0.405156,-0.496563,0.238962,-0.459781,-0.476834,-0.505851,-0.53978,-0.473427,01.07.01@01.20.19.01
0.501276,1.351599,0.308088,2.031748,-0.011584,0.662766,-0.217659,0.159133,-0.059171,-0.068205,0.784529,-0.155469,0.513878,-0.108052,0.209355,0.480082,-0.061833,0.029458,-0.051875,0.100084,0.746357,-0.129741,-0.037435,-0.067701,0.183689,1.96477,-0.373711,0.336564,0.300019,0.334846,-0.442555,0.019827,-0.101507,0.121619,0.956729,0.139143,1.039005,0.479855,1.307896,2.164865,-0.3061,-0.939529,-0.337181,-0.858458,-0.521006,-0.724086,-0.741324,0.414252,-0.062478,-0.152164,0.180218,0.040778,0.083968,0.273786,0.247596,-0.232769,-0.215191,-0.06627,-0.129381,-0.404374,-0.464862,01.02@20.01.07@20.01.11@20.03.02.02.01@20.09.18
-0.148861,-0.850716,-0.190432,-0.526313,-0.055089,-0.041223,-0.20938,-0.111198,-0.059171,-0.384245,-0.770262,-0.447075,-0.457549,-0.108052,-0.28036,-0.37301,-0.299327,-0.258842,-0.051875,-0.365367,-0.815604,-0.323478,-0.227487,-0.067701,-0.284104,0.188666,-0.366113,0.171763,-0.1238,-0.251604,-0.124239,-0.22857,-0.101507,0.169052,0.757536,0.697263,0.100887,-0.162995,0.027205,-0.206598,-0.367994,-0.791022,-0.742022,-0.297599,-0.111246,-0.368581,-0.249074,-0.091526,-0.052424,-0.319163,-0.261213,-0.306108,-0.296494,-0.100785,-0.175657,-0.202481,-0.416859,-0.290133,-0.309066,-0.383542,-0.097238,14.04@20.01.10@20.03@20.09.04
-0.487027,0.44641,-0.495008,0.406183,-0.507152,0.493168,-0.537423,0.354217,-0.059171,0.568957,0.93212,0.584235,0.689562,-0.108052,-0.102838,0.854971,-0.194013,0.722543,-0.051875,-0.598092,0.142522,-0.670661,-0.691215,-0.067701,-0.373369,0.696755,-0.325683,1.558839,-0.056059,0.060692,-0.033667,0.075294,-0.101507,-0.115545,0.359149,-0.511997,0.483083,0.541079,-0.151816,-0.216084,-0.058522,-0.49401,0.325285,-0.559333,-0.552526,-0.26831,-0.239958,-0.525799,-0.549496,0.494196,-0.168841,-0.622797,-0.412823,-0.064404,-0.511602,-0.571593,0.535186,-0.256087,-0.618665,-0.453438,-0.045846,16.03.03@40.01.05
2.259737,-0.875601,2.161506,-0.753136,2.457508,-0.591614,2.791793,-0.097264,-0.059171,1.56865,-0.182444,1.363582,-0.116516,-0.108052,1.112583,-0.67115,1.129936,-0.453954,-0.051875,1.426891,-0.29187,2.049354,0.17289,-0.067701,2.077008,0.290284,3.214306,1.304771,1.475448,-0.346962,3.881615,0.029474,-0.101507,-0.495009,-0.885808,-0.093407,-0.42029,-1.203801,-0.385921,-0.766263,0.436635,0.842544,-0.116359,0.151088,1.023473,-0.085999,0.434607,2.355832,2.524895,1.647883,1.195008,1.481864,2.081396,1.560702,2.20233,2.827947,1.429212,1.204586,2.085799,3.142769,4.048374,01.04@12@16.01@16.19.03@32.01.07
-0.376667,-1.018689,-0.538021,-0.973658,-0.459515,-0.172421,-0.623574,-0.328578,-0.059171,-0.607302,-0.777896,-0.73287,-0.649767,-0.108052,-0.548647,-0.691813,-0.591627,-0.375327,-0.051875,-0.504207,-1.357823,-0.501546,-0.326314,-0.067701,-0.447945,-0.257569,-0.628777,-0.054839,-0.480623,-0.468543,-0.620089,-0.247863,-0.101507,2.967594,2.898863,3.487864,2.116103,0.816586,0.564269,0.504841,-2.34862,-1.929569,-1.956543,-1.307145,-0.678606,-0.569122,-0.522546,-0.311061,-0.450425,-0.550006,-0.513987,-0.403297,-0.438826,-0.445893,-0.512188,-0.603238,-0.693802,-0.58387,-0.481859,-0.630782,-0.612185,01.04@16.01@30.05.01.10@32.01.03@34.11.03.13
0.424839,0.216225,0.574689,0.254967,0.394544,1.03716,0.628854,1.081603,-0.059171,2.020862,1.038996,2.041852,0.945853,-0.108052,0.593105,0.952383,0.648715,0.600234,-0.051875,-0.202186,0.364339,-0.242153,-0.192011,-0.067701,0.419619,1.059045,0.618604,1.452405,1.411428,0.380141,0.440197,0.30681,-0.101507,-1.111637,-1.184598,-0.511997,-0.594015,-0.285443,-0.193129,0.846332,1.426948,1.288063,0.325285,0.338041,-0.016687,-0.240963,-0.595472,0.416214,0.318602,1.99085,0.540578,-0.236579,0.368859,1.416459,0.571432,0.547497,2.023216,0.625791,-0.229177,0.508931,0.415995,10.03.01.01.03@14.04@14.13.01.01@16.01@20.01.21@20.09.01
-0.601466,0.19445,-0.636253,-0.129372,-0.571559,0.755564,-0.569646,0.822419,-0.059171,-0.114442,0.395195,-0.020355,0.344395,-0.108052,-0.466747,0.757559,-0.461596,0.626443,-0.051875,-0.717559,-0.184042,-0.722141,-0.498629,-0.067701,-0.551899,0.895573,-0.391077,1.69274,-0.344891,0.079764,-0.234173,0.072883,-0.101507,1.070278,0.309351,-0.744547,0.135632,0.663527,-0.68888,-0.45323,-1.172624,-0.444508,0.619715,-0.297599,-0.615566,0.287738,-0.048528,-0.624338,-0.634589,-0.159815,-0.536374,-0.717956,-0.603282,-0.364676,-0.637387,-0.642116,-0.057092,-0.52579,-0.690896,-0.530186,-0.25484,10.01.05.01@10.01.05.03.01@10.01.05.03.03@10.03.02@16.01@32.01.09@34.11.03.07@42.10.03
0.646633,-1.07779,0.539426,-0.664927,0.335484,-1.353202,0.009465,-1.186949,-0.059171,-0.0052,-0.991648,-0.393735,-0.658035,-0.108052,0.038166,-0.768562,-0.217225,-0.570439,-0.051875,0.496238,-0.051568,0.203266,0.950837,-0.067701,0.729674,-0.416623,-0.207647,-0.150973,0.115156,-0.428016,0.074298,-0.22857,-0.101507,-0.068112,1.255519,2.929744,1.560181,0.969646,2.037752,-0.102254,-0.120416,-1.137537,-1.809329,-1.082801,-0.773166,-0.815242,-0.303769,0.732108,0.442196,0.09741,0.095887,0.511243,0.757989,0.164899,0.5644,0.105828,-0.340506,-0.181317,0.112837,-0.197702,0.110042,16.19.03@20.01.01.01@20.01.13@20.01.27@20.03.22@20.03.25@32.01.01@32.05.01.03@32.07@34.01.01.01
-0.511933,-1.186662,-0.453158,-1.030364,-0.535831,-0.972408,-0.376758,-0.610057,-0.059171,-0.422099,-0.350392,-0.09528,-0.236394,-0.108052,-0.448383,-1.013568,0.23756,-0.64033,-0.051875,-0.310228,-0.886462,1.565636,0.17289,-0.067701,-0.101507,-0.301751,0.436802,1.24297,-0.425288,-0.540062,-0.228266,-0.202042,-0.101507,-0.257844,-1.43359,-1.814277,-2.643977,-2.918068,-0.606255,-0.557575,0.127162,1.684079,2.643918,5.722284,9.313227,0.16012,0.069977,-0.436633,-0.466119,-0.402002,-0.387057,-0.243938,-0.086875,-0.381073,-0.424881,-0.331094,-0.074347,0.294892,1.589368,0.342003,-0.209615,01.01.09.01.02@01.05.05.07@01.07
1.216469,-0.530322,1.851893,0.28647,0.37826,-1.020408,0.265232,-0.682517,-0.059171,0.98865,0.217069,1.432903,0.350596,-0.108052,1.177597,-0.756754,0.933278,-0.541317,-0.051875,2.120347,-0.831008,1.611894,0.408554,-0.067701,2.825703,-0.208969,1.340115,1.174303,1.005723,-0.368418,-0.001835,-0.117635,-0.101507,-1.633399,0.110158,-1.163137,0.135632,0.265572,1.225271,1.377539,2.602945,-0.296002,1.245378,-0.297599,-0.394926,-0.705855,-0.677514,1.272332,0.459852,1.004161,1.268254,2.234761,2.86285,1.078013,1.857986,0.323272,1.452506,1.007649,1.613104,1.259968,0.014796,12.10
3.421309,-0.443225,3.508267,0.809424,3.026719,-0.086022,2.466659,-0.094477,-0.059171,2.700959,-0.411464,1.770585,0.094305,-0.108052,3.189859,-0.700669,1.619968,-0.44813,-0.051875,4.370604,-0.667726,2.371916,0.19823,-0.067701,3.58502,-0.535914,2.048601,0.460165,2.834747,-0.041817,0.153713,-0.009112,-0.101507,-0.732173,0.259553,0.976323,1.907632,1.459437,0.936083,3.312653,0.808002,-0.395006,-0.92604,-1.232363,-0.962286,-0.660278,-0.805135,3.504953,3.060467,2.847476,3.336087,4.52035,3.646128,2.931398,3.511542,2.499295,1.830175,1.711504,2.414285,2.03266,0.161777,12.01.01@12.07
-0.388476,0.026477,-0.391739,0.299072,-0.271399,1.801948,-0.235337,2.561456,-0.059171,-0.225209,0.794708,-0.288508,0.654425,-0.108052,-0.468647,0.161279,-0.359936,0.288637,-0.051875,-0.53277,-0.510606,-0.501546,-0.303508,-0.067701,-0.5293,-1.251657,-0.37751,0.175196,-0.339432,-0.282596,-0.058279,-0.15381,-0.101507,-0.068112,0.209755,0.232163,-1.010957,-0.101771,-0.482317,-0.633461,-0.120416,-0.395006,-0.410788,0.861509,-0.142766,0.005156,0.179366,-0.396302,-0.411924,-0.316261,-0.494426,-0.502262,-0.469618,-0.320096,-0.404178,-0.445467,-0.368114,-0.394721,-0.484156,-0.395329,-0.038994,20.09.07@42.01@42.04.03
-0.063622,1.656439,-0.201089,1.389083,-0.36327,-0.079622,-0.30202,0.677499,-0.059171,-0.349948,0.143273,-0.343093,0.135642,-0.108052,0.126188,0.666051,0.211554,0.646828,-0.051875,0.165902,0.358177,0.388049,-0.278168,-0.067701,-0.2145,1.045791,0.130994,1.624073,-0.290053,-0.00129,-0.183636,-0.06458,-0.101507,0.169052,-0.23843,-0.186427,-0.663506,-1.173189,-0.592484,-0.434259,-0.367994,0.050512,-0.042752,0.412822,0.960433,0.141889,-0.066759,-0.180692,-0.360427,-0.378258,0.08089,0.139997,-0.270492,-0.299344,-0.245776,-0.360026,-0.370702,0.169609,0.426265,0.002666,-0.182549,01.04@01.05.25@02.19@11.02.03.04@11.04.03.01@14.07.03@18.02.01@40.01
