DES460_Plus_0point02_MMS___5_min,DES460_Plus_0point02_MMS___15_min,DES460_Plus_0point02_MMS___30_min,DES460_Plus_0point2_MMS___45_min,DES460_Plus_0point02_MMS___60_min,DES460_Plus_0point02_MMS___90_min,DES460_Plus_0point02_MMS___120_min,DES459_mec1__Plus_0point02_MMS___5_min,DES459_mec1__Plus_0point02_MMS___15_min,DES459_mec1__Plus_0point02_MMS___30_min,DES459_mec1__Plus_0point02_MMS___45_min,DES459_mec1__Plus_0point02_MMS___60_min,DES459_mec1__Plus_0point02_MMS___90_min,DES459_mec1__Plus_0point02_MMS___120_min,dun1__Plus_0point02_MMs___30_min,dun1__Plus_0point02_MMS___90_min,dun1__Plus_0point02_MMS___120_min,wt_plus_gamma_5_min,wt_plus_gamma_10_min,wt_plus_gamma_20_min,wt_plus_gamma_30_min,wt_plus_gamma_45_min,wt_plus_gamma_60_min,wt_plus_gamma_90_min,wt_plus_gamma_120_min,DES460_wt___mock_irradiation___5_min,DES460_wt___mock_irradiation___30_min,DES460_wt___mock_irradiation___60_min,DES460_wt___mock_irradiation___90_min,mec1_plus_gamma_5_min,mec1_plus_gamma_10_min,mec1_plus_gamma_20_min,mec1_plus_gamma_30_min,mec1_plus_gamma_45_min,mec1_plus_gamma_60_min,mec1_plus_gamma_90_min,mec1_plus_gamma_120_min,DES459_mec1___mock_irradiation___5_min,DES459_mec1___mock_irradiation___30_min,DES459_mec1___mock_irradiation___60_min,DES460_wild_type_Plus_heat_20_min,DES459_mec1_Plus_heat_20_min,MHY1_dun1_Plus_heat_20_min,DES460_vs_DES460_YPD_log_phase_control,DES459_mec1___log_phase_IR_time_=_0_sample,DES459_mec1___log_phase_MMS_time_=_0_sample,DES460wt_vs_DES459mec1_genomic_DNA_comparison,DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2,DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA,MHY1_crt1_vs_CRY1_wild_type,MHY1_crt1_vs_CRY1_wild_type___log_phase,pRS_ROX1_GAL_media,classification
-0.34464,0.109101,0.670592,0.708767,1.086435,1.066985,0.628688,-0.073568,0.713814,0.993576,1.393685,0.728739,1.050445,0.836889,0.576101,1.221306,0.88375,1.244893,0.468644,0.382206,-0.115481,-0.195644,-0.380795,0.102767,-0.727394,0.45161,-0.614429,0.172834,0.557043,1.371115,1.007106,0.684711,0.435231,0.753105,0.738387,0.749598,1.1144,-0.449865,-1.004789,-0.736679,1.24228,1.064867,1.456937,0.892453,-0.184766,0.493024,-0.613498,0.212136,-1.501955,-0.955237,-0.344857,0.295648,14.10@16.07@20.09.14@42.04.03@43.01.03.05
1.384044,0.396623,1.030763,0.998678,0.815576,0.724703,0.962764,-0.0,0.619437,0.477252,0.476359,0.686217,0.418567,0.449653,1.1962,1.119304,1.648259,0.574439,0.613022,0.098114,-0.102971,-0.389537,-0.705344,-0.504309,-0.318117,0.429792,0.468367,-0.520417,-0.697717,1.6287,1.077831,0.792713,0.547768,0.071114,-0.057376,0.326766,0.44516,-0.09449,-1.177338,-1.079705,0.730521,0.669789,0.140126,-0.730177,-0.782581,-0.798428,-0.714979,0.001809,-0.710307,-0.711735,-0.053426,0.283202,16.07@20.09.14@40.01
-0.501794,0.332178,-0.536687,-0.295765,-0.529568,-1.035843,-1.193094,-0.741553,-0.439361,-0.166167,-0.631553,-0.967675,-0.815639,-1.162275,-0.837324,-1.437123,-2.053687,-0.051808,-0.270433,-0.885862,-0.972463,-0.930286,-1.308962,-1.63917,-1.220386,0.032217,-0.794895,0.31187,-0.505455,0.13607,-0.592796,1.379309,-0.359421,-0.676551,-1.429019,-0.774425,-1.847551,0.738804,-0.018426,0.558885,-0.394238,0.055789,-0.504676,0.691388,-0.330081,0.020577,-0.381996,0.605523,1.523658,-0.560167,-0.558573,-0.846913,10.03.01@10.03.03@10.03.04.09
-0.760634,-0.23295,-0.452178,-0.268066,0.224445,-0.391947,-0.350499,-0.686131,-0.229961,-0.640126,-0.644119,-0.607355,-0.736086,0.312021,-0.679161,-0.648732,-0.171488,0.577386,-0.254964,0.331408,-0.417823,0.267547,-0.490356,-0.031037,-0.352999,0.45161,0.412448,0.532011,0.863143,0.013248,0.091511,0.286588,-0.352531,0.139313,-0.512845,0.944284,0.752562,0.75242,0.579058,0.641098,-0.453201,-1.01642,0.402672,-0.945352,0.0,1.366827,-0.987708,-0.337049,0.578018,0.130585,-0.476001,0.201057,02.45.11@10.03.01.01.11@10.03.04.09@10.03.05.01@20.09.07@20.09.14
0.223884,0.158674,0.014637,0.062469,0.343403,0.004557,-0.0,0.536078,0.094462,1.475479,0.308811,0.026003,-0.181489,-0.0,0.249733,-0.168472,-0.040121,0.425613,-0.098554,0.154556,0.568436,0.304171,-0.403534,-0.110329,-0.11813,-0.341116,-1.196495,-1.275462,-0.523164,0.782592,0.716563,0.769418,0.538582,0.790994,0.709593,1.385369,2.010991,-0.511136,-1.942221,-1.765759,-0.10832,0.135212,0.67474,0.218709,0.499503,0.451555,2.411889,-1.6808,-0.332919,-1.737924,0.561006,0.410153,10.03.05.03@20.09.14@42.04.03@42.04.05
0.672233,0.133888,0.616264,0.804789,0.550208,0.711148,0.865668,-0.686131,-0.731342,0.366044,0.740247,0.361705,0.252643,0.818227,0.023786,0.647544,0.431505,1.190372,0.540833,-0.110723,0.068009,-0.040529,-0.951339,-1.230322,-0.990168,0.330398,-0.604262,-0.609246,-0.277777,1.058942,0.611432,-0.230125,-0.203246,-1.497466,-1.041608,-1.76002,-1.616999,0.545458,-1.004789,-1.315005,1.33907,1.224731,1.599772,0.479741,-0.366869,0.410086,0.081009,0.82364,0.222319,-1.072019,-0.718859,0.240885,16.01@20.09.18.09.01@32.01.03@34.11.03.07@40.01@42.01@42.04.03@43.01.03.05
1.111337,1.155085,0.81949,0.937742,0.839368,0.031668,0.297904,0.693594,-0.097243,0.366044,0.754908,0.813784,0.461753,0.118403,0.912511,1.070428,0.371206,-0.020864,-0.139805,-0.387289,-0.196801,-1.012152,-1.557024,-1.294747,-1.341309,0.311004,1.296985,0.31187,0.949155,0.859356,0.039902,0.227293,-0.481145,-1.29792,-1.230078,-1.261139,-0.368176,1.264378,0.051109,-0.765028,0.835098,1.155491,0.774045,0.172852,0.47927,1.546031,2.618021,-1.610691,-1.439057,0.277183,-0.281714,0.347922,16.01@16.06@20.09.16@20.09.18.09.01@32.01.03@42.04.03@43.01.03.05
-1.315292,-1.053378,0.02671,-0.362241,-0.633885,-0.99687,-0.635204,1.384915,1.392153,0.434887,0.386302,-0.164228,0.311739,0.836889,0.174417,-0.627482,-0.193023,-0.626483,-0.940758,-1.077766,-1.247698,-0.93244,1.014556,-1.929079,-1.299451,-0.302328,-0.894024,-0.066618,-0.538342,-0.085692,0.275013,0.735536,1.119642,1.200188,0.366682,0.64313,0.288256,-0.245626,0.082013,-0.492874,-0.487689,-0.227282,-0.546847,-1.118197,-0.39814,-0.657731,-0.26783,-0.111144,0.398,-0.6198,-0.245285,-0.473527,20.09.16.09.03@30.01.05.05.01@40.01@42.04.03@43.01.03.05
-0.483305,-0.629532,-0.552785,-0.655845,-0.617414,-0.764729,-0.004904,0.393146,-0.111989,-0.87843,-0.832611,-1.032577,-1.145216,-0.271166,-1.156161,-1.647502,-0.839087,-1.003705,-0.272152,0.632433,0.499627,0.567005,1.514815,1.653909,0.856228,1.033427,1.276651,1.901133,1.495583,0.388538,0.555999,0.7313,1.002511,1.124412,2.117882,0.153374,0.208203,0.235015,2.150028,1.208085,-0.519953,-0.72113,-1.012084,-0.204586,0.874748,0.998052,-1.304834,-0.492847,-0.723321,1.022598,0.179718,1.122075,10.03.03@16.01@32.01.03@40.01@42.04.03@43.01.03.05
1.046627,-1.075686,-0.391814,-0.240368,-0.300802,-0.551226,-0.501903,2.152077,1.454089,-0.0,0.966437,0.701883,1.198186,0.834556,1.301642,0.311788,0.369053,0.360778,0.286453,0.632433,0.874948,1.211163,1.21714,-0.038471,-0.022787,-0.886569,-0.634763,-0.611177,-0.386557,-0.017457,0.328534,0.699535,0.825667,1.38963,0.70174,1.379285,1.063167,-1.28452,-1.47608,-1.51345,0.066346,-0.019561,-0.133303,-0.550277,1.617878,-0.924315,-0.661067,0.434147,0.786233,-0.378783,0.31329,-0.433699,14.01@16.01@42.04
-0.0,-0.250301,-0.220783,-0.275453,-0.12511,-0.144556,-0.314294,1.346994,0.407087,3.381907,0.034451,0.675027,0.216275,0.232708,0.0,0.20341,0.0,-0.104855,-0.564345,0.17337,0.078434,0.564851,1.291559,0.462057,0.726004,0.732821,0.951304,2.028583,0.546924,0.506243,0.913444,0.900714,0.669492,1.066316,0.387623,0.17771,0.762168,-1.140191,1.835834,1.899808,0.104172,-0.338271,-1.187568,-0.038795,-0.089115,-0.0,-1.076503,-0.185147,0.426195,-0.0,1.141439,1.36602,02.45.11@20.09.07@20.09.13@20.09.14@20.09.16@20.09.18.09.01@42.25@42.29@43.01.03.05
-0.201354,0.062007,-0.065849,-0.304998,-0.599113,-0.96637,-0.536463,0.606085,0.135752,-0.057607,0.13498,-0.394743,-0.358778,-0.644405,-0.19212,-1.707003,-1.060902,-1.100958,-1.074824,-1.188769,-0.989144,-0.503719,-0.446945,-1.857221,-0.871571,-0.338691,-1.224455,-1.05339,-0.277777,-1.515205,-0.774386,-0.668484,-0.598275,-1.201936,-2.368751,-2.620896,-0.870907,0.857262,-0.0,-0.733844,-1.009462,-1.278108,-1.048813,-0.620826,0.0,-1.759612,0.290312,1.298821,-0.718983,-0.0,-0.065569,-1.158068,10.03.01@14.01@16.01@42.04
0.177663,-0.200728,0.075001,-0.052018,-0.011642,-0.025943,0.013199,-0.184413,0.631234,0.633473,0.118225,-0.038899,0.209457,0.806563,0.691585,0.390414,0.521954,0.849988,1.040999,0.210998,0.391201,0.248158,0.299309,1.267362,0.502762,-0.001722,0.376863,-0.136136,0.240823,0.855945,0.601874,0.375531,0.047092,1.369423,1.175532,0.430192,0.707732,-0.444418,-1.030543,-1.000327,1.163292,1.149382,0.926403,0.391554,-0.216036,0.485618,-0.499333,0.737951,0.447884,-0.448355,0.514863,0.0,16.01@32.01.03@40.01@42.04.03@43.01.03.05
-0.201354,-0.480814,-0.472299,-0.563517,-0.800427,-0.798618,-0.761923,-0.849481,-0.406919,-0.772517,-0.518458,-0.338793,-0.190581,-0.527768,-0.400493,-0.727359,-0.677571,-1.155478,0.020042,0.500735,0.56218,-0.264584,-0.386997,-0.650503,-0.67856,0.795851,0.305693,0.0029,1.202131,-0.293807,-0.246819,-0.454598,0.267573,-0.365866,0.141565,-0.546277,0.11214,-0.321875,-0.0,0.099626,-0.23626,-0.171279,-0.39993,-0.899495,0.0,-0.0,-0.607156,-0.531796,0.007598,-0.095525,-0.038855,0.0,10.03.01.01.11@10.03.04.09@42.04.05
-1.759019,0.67423,-0.669488,-0.168352,0.052413,-0.310613,-0.110228,-0.861149,-1.813735,1.411931,-1.860938,-1.072862,-0.98611,-0.653736,-0.458235,-1.105616,-0.976914,-0.676583,-1.392799,0.455581,-1.860721,-1.494732,-1.650048,-0.766962,-0.65298,-0.450206,-0.398378,0.082074,-0.932984,-1.233737,0.0,-0.331773,-1.471014,-0.454272,-0.193493,-1.221593,-0.380985,0.560435,-0.0,-1.153413,-3.327955,-1.233306,0.216305,0.183434,-3.263976,-0.0,-0.324913,0.180976,-0.289541,-0.0,-0.371571,0.728775,10.03.01@10.03.04.01@10.03.04.05@42.04.05@42.05
-0.205976,0.064486,0.151462,0.036617,0.096336,-0.324169,0.110295,0.218128,-0.465905,2.696122,-0.539402,-0.271653,-0.281498,-0.154528,-0.227267,-0.011219,-0.279165,-0.119591,0.071605,0.743436,0.541329,0.883698,0.708612,0.935329,2.318928,1.27585,0.234524,1.806511,0.863143,0.320304,-0.380622,0.286588,0.35944,0.341385,-0.565198,0.883445,0.496393,1.024738,1.696765,1.860119,-1.343218,-0.863684,0.048983,-0.93477,0.565723,0.408605,0.05881,-0.356524,0.454391,-0.0,-0.0,0.970231,10.03.01@42.04.05
1.134448,0.171067,0.598155,0.086474,-0.218446,-0.385169,-0.30442,0.743182,0.309761,-0.08938,0.208282,0.299041,0.177635,-0.189519,0.048891,0.477541,-0.432067,-1.433974,-0.275589,-0.500174,-0.803569,-0.682532,-0.449012,-0.551388,-0.576241,0.711003,1.027557,0.786911,1.126238,-0.234102,-0.592796,-0.696013,-1.092062,-1.714693,-0.269405,-0.786592,-0.278517,0.195529,1.931123,0.442653,-0.180634,0.105683,-0.246211,0.433884,0.652176,0.190895,-0.486648,0.091393,-0.70597,-0.14025,-0.172427,-0.388893,10.03.01@10.03.05.01@42.04.05
0.034376,0.614743,0.054879,0.204655,0.815576,-0.0,0.82288,0.110201,0.008932,-0.753982,0.105659,0.397513,0.054897,-0.467116,0.460617,0.432915,0.272143,-0.742891,-0.438874,-1.102224,-0.351099,-0.100851,-0.573044,0.05321,0.09116,-0.198086,0.798798,0.14773,0.263591,0.344186,0.825516,0.631769,0.595999,0.571241,-0.31914,0.494074,1.613929,0.09341,-0.301716,-0.569418,0.346701,0.382645,0.23671,0.17638,0.142653,0.618911,-0.454935,0.928803,0.792739,-0.269455,0.162718,-0.199711,10.03.04.05@10.03.05.01@42.04.05
2.289986,0.138845,-0.512542,-0.08341,-0.196485,-0.086944,0.339046,-0.983662,-0.554384,-0.428301,-1.188651,-0.473074,-0.554251,-0.761042,-0.503424,-0.004844,-0.516055,-0.266943,0.312235,0.030383,0.061753,-1.578752,0.336519,0.514092,0.205106,0.063732,1.098727,1.034086,0.913739,0.081483,0.364852,0.411531,-0.099896,-1.338335,0.272447,0.518409,-0.015944,0.643492,-0.528347,0.414304,-0.375325,0.337842,-0.685602,-0.063488,-1.01435,-1.019101,-0.353454,-0.064404,-2.415062,-0.498049,0.155432,0.049213,10.03.01@14.13.01
0.006643,-0.334574,0.111219,-0.151733,-0.059225,0.21467,-0.054275,-0.420687,0.533907,0.945916,0.713021,0.793642,1.020896,0.815894,-0.006341,0.343663,0.061095,0.26942,0.119731,-0.225488,0.205626,0.416199,0.133934,-1.289791,-1.362238,0.262519,0.219273,0.935602,1.045286,0.608594,0.177527,-0.221654,-0.014918,0.470205,0.243653,-0.071731,-0.669174,-0.733076,0.421961,-0.166857,0.602581,0.66368,0.47477,0.11994,2.051985,1.837792,1.790321,-2.358518,-0.578005,0.150462,-0.352143,0.509722,10.03.05.03@16.01@20.09.07@42.04.03
0.015887,0.123973,0.413039,0.54073,0.455041,0.975484,1.002261,-0.064817,0.684322,0.755273,0.612492,0.912256,0.7686,0.808896,0.473169,1.138429,0.711466,-0.11517,0.195358,-0.037348,0.251499,0.286936,0.107061,0.457101,-0.65298,-0.168995,0.671709,0.562908,0.89856,0.403891,0.819782,0.534356,0.609779,0.982962,0.884974,0.810438,-0.089593,-0.490712,0.646017,0.198849,0.989738,0.815398,1.235201,0.116413,-1.575377,-0.915429,-0.439079,-0.0,0.341608,-0.311695,0.058289,1.015038,10.03.01@42.01
-0.0,4.1e-05,-0.826434,-0.75002,-0.595453,-0.522421,-0.462406,-0.0,0.135752,-0.955216,0.143357,-0.276129,-0.63835,-0.308489,0.0,0.0,0.0,-0.328831,-0.215432,-0.889625,-0.588802,-0.230114,-0.349787,-0.219355,0.002793,0.647973,0.529369,-1.086218,-0.174057,0.014954,0.217668,0.352236,-0.75445,-1.227195,-1.151549,-1.075579,-0.851695,0.986613,-0.422757,-0.067635,-1.394394,-0.932924,-0.236689,0.423302,0.0,-3.81231,-0.118781,0.395197,-0.111691,0.851153,-0.478429,-1.780377,10.03.01.01.11@10.03.04.09@20.09.14@42.04.05
1.037383,-2.265431,-2.142369,-2.280823,-1.825299,-1.103621,-2.193676,-1.184932,-1.350695,2.166559,-0.937329,-0.674495,-0.667898,0.125401,0.636353,-0.629607,-0.311468,-2.962018,-4.172072,-4.456773,-3.699791,-3.728819,-3.049533,-3.710662,-2.73192,-3.943531,-5.929279,-2.148301,-1.752626,0.0,-3.666443,-4.980072,0.0,0.0,-0.0,-5.48034,-3.125192,-1.740653,-4.203388,-3.534756,1.894218,3.087097,1.531755,1.135848,-0.10567,-0.478527,0.061981,0.387407,1.807784,-2.779021,-2.197869,1.59752,32.01@34.01.01.03
-0.390862,-0.183378,-0.168467,-0.292072,-0.27701,-0.110666,-0.003258,0.454403,0.743307,-0.401823,-0.032568,-0.551404,0.466299,0.118403,-0.217225,0.66242,0.338903,-1.388295,-1.863745,-1.309179,-1.214336,-0.441242,-0.366325,0.541349,1.012033,-0.384752,1.294444,1.180847,0.632936,-0.701508,-0.705573,-0.048005,1.140312,1.40226,0.680798,0.652256,0.44516,0.514141,0.107767,0.96995,-1.315405,-0.953289,-1.138596,-0.388014,-0.548973,-0.457793,-0.255145,0.173186,1.016136,1.382883,0.84758,1.047398,01.01@01.20.31@14.07.09
0.626011,-0.084232,0.724919,-0.236675,0.171371,0.207893,0.526655,0.378562,1.843396,1.806456,1.712027,1.973075,2.005079,1.83997,0.724222,1.197931,0.88375,-0.213896,0.406768,0.515786,0.389116,1.012961,1.459001,0.040821,0.507413,-0.355661,-0.822854,-0.833249,-1.236555,0.431185,1.077831,1.203542,1.271223,1.139567,0.824769,0.862151,0.320277,-0.630956,0.41681,-0.393652,0.158685,0.15354,-0.292463,-0.049378,0.236465,-0.358565,-0.264659,0.352353,-0.014091,-0.801185,0.410434,-0.010529,10.01.05.01
-1.269071,-0.133805,-0.069873,-0.286532,-0.306292,-0.561393,-0.251758,1.122388,-0.731342,-0.746039,-1.230538,-0.495454,-0.963381,0.078746,0.224627,-0.259849,-0.020739,0.956082,0.741931,2.005861,1.146012,-0.458477,0.811972,1.406122,0.749258,0.427367,0.633582,-0.105239,0.964334,0.473831,-0.151246,-0.316949,-0.722296,0.391902,0.638916,-0.30292,2.065427,0.820499,0.579058,0.471002,-0.486577,-0.629488,-0.31831,1.220507,0.0,-0.302286,-0.54373,-0.570745,0.979265,1.020114,0.64115,0.0,10.01.03.05@10.01.05.01@16.03.01
0.071353,-0.173463,0.316457,0.487179,0.083525,0.065558,0.014845,0.326056,0.035476,0.162162,0.685794,0.628029,0.157179,0.14173,-0.00132,-0.07497,0.110627,0.033656,0.65771,0.773539,0.476691,1.045276,0.599051,0.164714,0.209757,-0.084147,0.097268,0.379457,-0.072867,-0.433688,-0.107282,-0.287302,0.90605,0.164572,0.963504,0.341976,0.416341,0.157405,0.313796,0.499352,0.400102,0.272675,0.097955,-0.179894,1.704332,0.975837,-0.397852,0.219925,1.491125,-0.055769,-0.174856,0.181143,01.04@10.01.05.01@10.01.05.03.01@10.01.05.03.03@10.03.02.01@16.01@16.03.01@16.19.03@32.01.09@42.10.03
0.154552,0.560213,0.594131,0.714307,0.352554,0.165531,0.505261,0.451486,0.507364,-0.507735,0.340226,0.15357,-0.031475,0.335348,0.651416,0.158784,0.711466,1.404033,0.329423,0.38785,0.56218,0.877235,1.266753,0.266306,-0.166964,1.057669,-0.528009,0.107178,-0.35114,1.292645,0.728031,0.328942,0.152739,0.897081,0.691269,0.424109,0.68852,-1.289966,0.73358,-0.181032,1.23783,1.580098,1.055636,0.253984,1.09548,1.513448,-0.797432,0.091393,-0.159407,-0.0,-0.038855,1.146967,10.01.03@10.01.05.01@10.01.09.05@10.03.01.03@16.03.03@32.01.09@42.10.03
0.570546,0.089272,0.553888,0.655217,0.29765,0.167225,0.225493,0.13937,0.123955,-0.00465,0.382113,0.511652,0.104901,0.148729,-0.247351,-0.378851,-0.126263,-0.016444,0.449738,0.688876,0.37452,0.941866,0.253831,0.19197,0.60043,-0.069601,0.651375,-0.377519,-0.839383,0.303245,-0.055672,0.180704,0.662602,-0.113276,-0.617551,-0.181242,-0.240092,2.059547,0.414235,-0.356798,0.002932,-0.100002,-0.127862,0.10583,0.151851,-0.0,0.344224,-0.196832,4.429982,-0.724159,-0.281714,-0.117566,10.01.05.01@32.01
-0.316907,0.65688,0.409015,0.062469,0.29216,0.302782,-0.184284,0.081031,-1.017424,0.109206,-0.845177,-0.352221,-0.774726,-2.557257,-0.179567,-0.357601,0.058942,-0.218317,0.307079,0.617382,0.676862,0.752281,0.454348,0.699932,-0.201845,-0.135055,0.054058,-0.16124,-0.072867,0.274245,0.6229,0.542827,0.694756,0.508094,0.557769,0.560997,0.624478,-0.042749,1.202295,1.162726,0.405665,-0.137677,-0.017674,1.128793,0.148172,-0.0,-0.699122,0.578259,0.12255,0.647406,0.155432,-0.157394,01.04@10.01.05.01@16.19.03
0.464236,0.250383,0.070976,0.354227,0.625243,0.738259,0.640208,0.30272,-0.253556,0.064193,-0.107965,0.229662,0.30492,0.512637,0.337601,0.141784,0.024485,-0.359775,-0.406217,0.724622,0.797798,-0.260275,0.109128,1.190548,0.944595,-0.455055,-0.365335,-0.253931,-0.796378,-0.073751,-0.65014,-1.534613,-0.20784,-1.25498,-0.392434,-0.369844,-0.390591,0.226846,-0.136892,-0.694155,1.240055,1.084214,0.769964,1.058244,0.837959,1.731159,-0.347112,-0.072194,-3.035367,-0.7987,-0.383714,-0.045378,10.01.03@10.01.05.01@10.03.02@43.01.03.09
-1.278315,-1.075686,-0.975332,-1.06209,-0.544209,-1.001953,-1.156889,-0.295258,-0.259454,-0.031128,-0.288079,-0.361173,-0.23604,-0.761042,-0.470788,-0.570105,-0.46437,-1.50323,-0.201681,-0.33461,0.359924,0.065036,-0.159606,-1.48802,-0.836689,0.046762,0.107435,-0.611177,-0.295486,-0.628156,0.0,-1.128019,0.0,0.0,-0.845285,-0.375928,-1.139884,-0.972716,0.097465,-0.04779,0.269937,0.337842,0.416275,-1.153472,-0.935254,-0.0,0.10955,-0.0,0.840455,-1.178862,-1.248292,-0.373957,10.01.03.05@10.01.05.01
-0.02109,-0.966626,-0.522603,-0.807264,-0.617414,-0.903675,-1.280316,0.07228,0.118056,0.339566,-0.015814,0.055097,0.245824,-0.047222,-0.101741,-0.138722,-0.106881,0.021868,-0.31684,-0.059925,-0.0008,0.289091,0.053314,-1.894389,-1.399445,-0.161722,-1.773478,-1.122908,-2.202923,-0.530922,-0.137865,-0.473657,-0.230806,0.371695,-0.497139,0.238549,0.064109,-1.141553,-1.252024,-1.332014,0.419015,0.095501,0.546868,0.483268,-0.433089,-0.206019,-0.150493,0.379618,-1.367484,-1.19874,-0.038855,0.031788,10.01.03.05@10.01.05.01
-0.940898,0.552777,0.968387,1.052229,0.989438,1.119513,0.803132,-0.219416,-0.409868,0.554039,-0.0,1.153962,1.161819,1.259116,0.930085,0.541292,0.905286,1.899137,1.776639,1.941893,2.367889,2.081531,1.742206,1.153381,0.695773,-0.025965,0.351445,0.029935,-0.753372,0.221364,-0.124485,-0.208948,-0.260663,0.07364,-0.85052,0.722221,1.620334,-0.95093,0.048534,-0.799047,0.121972,0.635169,0.202701,-0.320992,0.400174,0.337516,-0.401023,0.652263,0.0,0.090829,-0.315714,-0.988799,10.01.02@10.01.05.01@10.01.05.03.03@10.01.09.05@10.03.02@16.03.01@32.01.09@34.11.03.07@41.01.01@42.10.03
-0.0,-1.328507,-0.120176,-0.583829,-0.774805,-0.585116,-0.661535,0.334807,0.483769,0.381931,0.629247,0.574316,0.90043,1.093491,-0.538572,-0.07497,0.058942,-0.203581,-0.308246,-0.050518,0.034647,0.211533,0.193883,-1.208022,-0.86692,0.335246,-0.632221,-1.213668,-0.912746,0.95659,0.563645,0.333177,0.127476,0.528301,-0.730109,0.30243,-0.140826,-0.138061,0.20048,-0.719669,0.276612,0.081245,0.091153,-1.439196,0.578599,-0.240083,-0.347112,0.22382,-0.191941,-0.316665,-0.165141,-0.271899,10.01.05.01
-1.250582,-0.988934,-0.516566,-0.052018,0.085355,-0.088638,0.006616,-1.237438,0.336304,0.405761,0.007224,0.173712,0.889066,0.230375,-0.942766,-0.172722,-0.498827,0.107332,0.097387,-0.016652,0.0,1.103445,1.498277,1.403645,0.158597,1.014033,0.938595,0.576425,0.718947,0.061013,-0.032734,0.390354,0.428341,1.018324,0.476623,1.059879,0.781381,-0.313706,1.078678,1.148551,-0.054919,0.13623,0.533264,1.541506,2.177066,0.621873,2.08842,-2.923283,0.584525,1.420153,-0.041283,0.263288,10.01.05.03.01@10.03.02
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,1.16818,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.126982,0.0,-0.0,0.575726,4.329076,1.174465,-0.0,-0.0,0.0,01.03.07@10.01.03@10.01.05.01
-0.806856,0.153717,-0.327426,0.134485,-0.156222,-0.0,-0.246821,0.492323,-0.041206,0.305144,-0.332061,0.079715,-0.651988,-0.166192,0.227138,0.20766,-0.246862,-0.874035,-0.792943,-0.688315,-0.46578,-1.664927,-1.201468,-0.945368,-1.250617,-0.297479,-0.08574,0.487596,0.526686,-0.549686,-0.074787,0.023996,-0.164203,-0.125906,0.665093,0.5032,-0.019146,-4.37533,-0.126591,-0.609107,0.190948,-0.08371,-0.847483,-0.10229,-0.328241,0.57448,-0.746691,0.480886,-0.538965,0.96545,0.361862,-0.354044,10.01.05.01@10.01.05.03.03@32.01.09
-0.460194,-0.230472,-0.244928,0.0,-0.342895,-0.620699,-0.404807,-1.114925,-0.666457,-0.677196,-0.0,-0.043375,-0.665625,-0.383137,-1.485039,-1.30537,-0.826166,0.117647,-0.083085,-0.537802,-0.36778,-0.712694,-0.988548,-1.235278,0.0,0.487973,0.165896,-0.667178,-0.212004,-0.30916,-0.030823,-0.53507,0.646526,-0.716965,-0.787697,-0.415473,-0.861301,0.883132,0.004752,0.193179,0.638182,0.324605,0.39451,-0.098762,-0.587601,0.220515,-0.378825,0.114762,-0.52812,-0.023468,0.757722,-0.359022,10.01.05.01
-0.899299,2.766198,2.505656,2.98189,2.804926,2.810586,2.397808,-0.248586,0.418885,1.054476,0.989475,1.160676,1.150454,1.315102,1.253942,1.178805,0.840679,0.337202,1.309129,1.460252,0.812394,1.458916,1.494143,2.496382,3.3677,-0.05748,0.94622,0.667185,1.571476,-0.225572,-1.508391,-1.640497,-1.592738,-0.517419,-0.198728,1.2789,0.848625,-0.200694,0.373029,0.527701,0.714946,0.816416,-0.114258,0.395082,2.125562,1.575651,2.08842,-2.323464,0.361128,-0.172551,-0.816003,-0.919101,01.03.16@10.01.05.01@32.01
-0.575748,0.089272,-0.452178,-0.231135,-0.342895,-0.639338,-0.153016,0.081031,-0.170975,-0.189997,-0.958272,-0.741636,-0.486063,-0.201183,0.375259,-0.159972,-0.839087,0.514025,0.58724,1.930604,1.271119,-0.006059,1.184065,1.257451,1.670131,0.621306,0.259941,-0.317656,0.48368,0.559124,0.785376,0.710123,0.152739,0.290867,-0.04167,0.202045,1.316133,0.75242,0.501797,0.754495,-0.764707,-0.619306,-0.263896,-0.275135,-0.083597,-0.160107,-1.146271,-1.583427,0.035794,1.194044,0.93258,1.993309,10.01.05.01@14.04@20.09.01
-1.768263,-1.499533,-0.347547,-0.301304,0.035942,-0.000526,-0.105291,-0.210666,1.141463,0.834707,1.165401,1.149486,1.498214,0.916202,-0.199651,0.626294,0.07617,0.067547,0.716149,0.29378,0.947926,1.036659,0.933936,-0.511743,0.302774,1.21282,-0.070489,1.541955,1.025048,0.762122,1.341614,0.805419,0.605185,0.707639,0.65724,1.072046,0.912667,-0.681335,0.429687,0.859388,0.538055,0.572038,0.481571,0.515015,2.613012,1.784476,2.009138,-2.666217,-0.152901,0.627528,-0.01214,0.186121,10.01.05.01@10.01.05.03.01@10.01.09.03
