DES460_Plus_0point02_MMS___5_min,DES460_Plus_0point02_MMS___15_min,DES460_Plus_0point02_MMS___30_min,DES460_Plus_0point2_MMS___45_min,DES460_Plus_0point02_MMS___60_min,DES460_Plus_0point02_MMS___90_min,DES460_Plus_0point02_MMS___120_min,DES459_mec1__Plus_0point02_MMS___5_min,DES459_mec1__Plus_0point02_MMS___15_min,DES459_mec1__Plus_0point02_MMS___30_min,DES459_mec1__Plus_0point02_MMS___45_min,DES459_mec1__Plus_0point02_MMS___60_min,DES459_mec1__Plus_0point02_MMS___90_min,DES459_mec1__Plus_0point02_MMS___120_min,dun1__Plus_0point02_MMs___30_min,dun1__Plus_0point02_MMS___90_min,dun1__Plus_0point02_MMS___120_min,wt_plus_gamma_5_min,wt_plus_gamma_10_min,wt_plus_gamma_20_min,wt_plus_gamma_30_min,wt_plus_gamma_45_min,wt_plus_gamma_60_min,wt_plus_gamma_90_min,wt_plus_gamma_120_min,DES460_wt___mock_irradiation___5_min,DES460_wt___mock_irradiation___30_min,DES460_wt___mock_irradiation___60_min,DES460_wt___mock_irradiation___90_min,mec1_plus_gamma_5_min,mec1_plus_gamma_10_min,mec1_plus_gamma_20_min,mec1_plus_gamma_30_min,mec1_plus_gamma_45_min,mec1_plus_gamma_60_min,mec1_plus_gamma_90_min,mec1_plus_gamma_120_min,DES459_mec1___mock_irradiation___5_min,DES459_mec1___mock_irradiation___30_min,DES459_mec1___mock_irradiation___60_min,DES460_wild_type_Plus_heat_20_min,DES459_mec1_Plus_heat_20_min,MHY1_dun1_Plus_heat_20_min,DES460_vs_DES460_YPD_log_phase_control,DES459_mec1___log_phase_IR_time_=_0_sample,DES459_mec1___log_phase_MMS_time_=_0_sample,DES460wt_vs_DES459mec1_genomic_DNA_comparison,DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2,DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA,MHY1_crt1_vs_CRY1_wild_type,MHY1_crt1_vs_CRY1_wild_type___log_phase,pRS_ROX1_GAL_media,classification,id
-0.843833,-0.527908,-0.943138,-1.171037,-0.575321,-1.015509,-0.747111,-1.742073,-1.268115,-0.29591,-0.771875,-0.479788,-0.46788,-0.301491,-1.434829,-1.464749,-0.813245,0.222267,-0.492156,-0.507699,-0.528334,-0.279664,-0.881054,-0.534043,-0.034414,0.526761,1.269026,0.910499,0.761953,-0.454158,-0.919657,-1.34614,-1.523838,-0.74475,-0.272022,-1.750895,-1.716264,0.779651,1.318187,1.208085,0.150898,0.298131,0.204062,-0.126982,0.25118,-0.762884,-0.458106,-0,0.647423,0.846183,-1.051576,0.019342,10.03.02@11.02.03.04@11.06.03@43.01.03.09,420
1.250002,0.67423,1.111249,0.886038,0.094506,-0.200473,-0.146433,0.212295,0.581096,1.276893,0.903607,0.448988,-1.545253,-1.820109,0.124206,-1.462624,-1.493765,0.176588,-0.545438,-1.764479,-3.151407,-4.989128,-4.676409,-2.266069,-1.934295,0.201913,-0.677973,-1.584431,-0.477628,0.197482,-0.566035,-1.363081,-1.121919,-0.921562,-0.361022,0.013444,-1.504925,-0.417187,-2.892529,-1.493605,0.635957,0.939624,1.203913,0.130523,-0.94813,-0.131968,0.16029,0.730161,-1.018291,-0.997478,-0.335143,0.181143,10.03.01@10.03.02@11.02.03.04.03,421
-0.806856,-0.309788,-0.912956,-0.367781,-0.103148,-0,-0.38835,-0.452774,-0.569131,0.196584,-0.030474,0.12,0.236732,0.570956,-0.026425,-0.117471,0.151544,-0.312622,0,-0.165283,0.230647,0.149056,0.148405,0.72471,0.214408,0,-0.240788,-0.082066,-0.295486,-1.353148,-1.607787,-1.113196,-1.110435,-0.6033,0.293388,-0.667956,-0.323347,-1.742014,-0.054481,-0.566583,-0.304123,-0.200808,-0.186356,0.236346,2.473215,0.811444,-0.277344,0.850904,-0.591018,0.406388,0.070432,-0.461081,10.03.02@11.02.03.04,422
-0.899299,-0.054489,-0.446142,-0.277299,0.72041,0.334977,-0,-2.232123,-1.312354,0.514322,-1.083933,-0.929629,-0.349687,-0.765708,-1.306792,-0.287475,-0.49452,-0.044441,-1.776087,-0.671382,0.501712,-0.475712,-0.668134,-0.655459,-0.378578,-1.002932,-0.398378,0.155454,-0.287896,0.455067,-0.33857,0.693182,-0.644209,0.268134,-0.494522,1.208935,0.188991,0.432446,-0.626211,-0.010936,0.269937,0.462068,0.8339,0.363335,-1.395112,-1.593738,-0.480305,0.169291,1.005291,0.677223,-0.225856,0.235906,10.03.02@11.02.03.04@43.01.03.09,423
0.08522,-0.109019,0.533767,0.562889,0.279349,-0.019165,0.40652,-0.239835,0.153448,-0.29591,0.298339,-0.204512,-0.054204,0.032091,0.340112,-0.159972,0,0.720318,0.43255,0.670061,0.270265,0.403273,0.419206,0.712321,0.623685,0.839488,-0.248413,-1.910781,0.003026,0.269128,-0.055672,0.60424,0.129772,0.366644,1.083915,0.761766,1.040752,0.425638,-1.203092,-0.152683,-0.809208,-0.812772,-0.481551,-0.627881,0,-1.116848,-1.082845,-0.492847,0.96842,0.225004,-0.111712,0.350411,10.03.02@42.10@43.01.03.09,424
-1.514045,-0.728677,-1.015575,-1.135952,-1.038344,-1.510292,-1.008777,0.617753,1.097223,-1.169689,0.047017,-0.450694,-0.781545,-0.434458,-0.656566,-0.693358,-0.315775,0.042497,-0.959665,-0.759808,0.061753,0.028411,0.7913,-1.096518,-1.166901,0.904942,-1.781103,-1.101666,-0.900098,0.456773,0.097246,0.879538,1.737449,1.326483,-2.606956,0.579249,0.752562,-0.045472,0.326673,-0.67998,-0.118333,0.492615,-0.262536,0.691388,0.861872,1.434954,-0.512018,0.632788,-0.647409,-0.694342,0.131146,0,10,425
-0.395484,0.443717,-0.045727,0.28775,0.850349,0.961928,1.010489,-0.919488,-0.934844,0.241597,-0.648308,-0.551404,-0.317865,-0.023894,-0.076635,0.360664,0.763152,-1.697735,0.339735,0.709571,0.578861,0.276165,0.5267,0.722233,0.816696,-0.001722,-1.089741,-0.487589,-0.836854,-0.068633,-1.372676,-0.266125,-0.127456,-0.20926,-0.256316,-0.266417,-1.251958,-0.919613,-0.481991,-0.793377,1.735127,1.599445,1.689555,0.677278,1.056852,-0,-0.559587,0.53931,-1.673298,-1.752832,-0.64843,-0.020486,01.06.02.01@10.03.01@10.03.02@11.02.03.04@43.01.03.09,426
-0.626592,-1.52184,-1.277152,-1.339075,-0.525908,-0.549532,-1.189803,-2.46548,-1.881569,-0.29591,-1.754126,-1.636841,-1.304322,-1.157609,-1.213903,-0.941988,-0.935997,-0.564595,-0.865132,-0.552853,-0.659696,-0.469249,-1.071236,-0.962713,0.167899,-0.392025,-0.164535,0.006762,-0.690128,-1.00174,-0.810703,-0.524482,-0.481145,0.071114,-0.727491,-0.330298,-1.008598,-0.26605,0.120644,0.882067,-1.100688,-0.168224,0.425797,-1.760195,-0.193963,-2.503086,-0.039499,0.422462,-0.03578,-0.614831,-0.242856,0,10.03.01@10.03.02,427
-0,-0.562609,-0.305292,-0.245907,-0.69611,-0.90198,-0.740529,-0.84073,-0.179823,-1.296785,-0.776063,-1.041529,-1.286138,-0.959326,0.66648,-0.336351,0.117088,0.564125,0.545989,0.367155,0.439159,0.196453,-0.378728,-0.390327,-0.539034,0.563125,-1.112617,-1.122908,-1.117657,0.931003,0.521592,0.627534,0.821073,1.760937,-0.36364,-0.366802,-0.220879,0.390237,0.282891,-0.88126,0.103059,0.308313,0.208143,-0,-1.969015,0.119806,0.081009,-0.142303,0.569343,-0,0.969009,-1.840119,10.03.02.01@16.03.01,428
-1.176628,0.302435,0.002564,-0.112955,0.259217,0.129947,0.426268,-2.115444,-0.129685,-0.240306,-0,0.281137,-0.379235,-0.296826,-1.407213,-0.393727,-0.580661,1.750311,0.499582,1.046343,-0.230163,0.931095,0,0.499225,1.16086,1.103729,0.061683,0.462493,0.994691,0.844004,0,1.135776,0,-0.312822,1.261914,-4.08408,-0,-0.241541,-0.098262,0.527701,-0.832571,-0.180443,0.130603,0.34217,0,-0,0.16029,-0.629169,0.261359,0.707039,1.136582,0,01.03.16.03@10.01.05.03.01@10.03.02.01,429
-0.437083,0.066965,-0.130237,0.219427,0.034111,0.204504,-0.149725,-1.911257,-0.634015,-0.155576,-0.011625,-0.264939,-0.022383,0.594283,-1.382108,-0.329975,-0.796016,0.419719,-0.93904,-0.263117,0.036732,1.038813,0.365459,0.278695,0.849252,0.037065,-0.337376,-1.497534,-1.07971,-0.991505,-1.059195,-0.755308,0.520208,-0.254726,-0.376728,1.008165,-0.637153,0.296287,-0.330044,-0.308604,-0.226247,-0.274121,0.503337,1.675549,-0.228912,0.312339,0.081009,0.699002,0.018442,0.403904,0.342434,-0.622881,10.01.05.03.01@10.03.02.01,430
-2.655716,0.627136,0.048843,0.021845,0.449551,0.680647,-0.360373,-2.407141,-1.383137,0.08008,-0.497515,-0.978865,-0.44515,-1.540179,-0.859919,-0.956863,-1.011371,0.027762,-0.033241,0.809286,-0.26561,0.360185,-0.331183,0.115156,0.300449,-0.48657,-0.749143,-1.823883,-0.98105,0.217952,0,0,2.010754,1.78367,-6.088416,0.862151,-0,1.144558,-0.69317,-0.824561,-6.380712,-0.581631,0.336015,0.31395,0,-0,-0.318571,0.932698,0.512951,-0.284363,-0.551287,-0.269409,10.01.05.03.01@10.03.02,431
-1.31067,1.053461,0.264141,0.134485,0.400137,-0.03611,0.391708,-1.109091,-0.787379,-0.068198,-0.252475,-1.032577,-0.476971,-0.931333,-0.664098,0.007906,-0.249015,-0.153482,0.291609,0.363392,0.151413,0.222305,0.481222,0.011086,0.370212,0,0.54462,0.255869,-0.586408,-0.039633,-0.17036,0.52165,0.021828,-0.638662,0.487093,-1.32502,-0.35857,1.389644,2.129425,1.743887,-0.157271,-0.021597,-0.138744,-2.024754,0.508701,-0,-0.949652,0.889853,0.072665,-0,1.136582,-0.361511,01.03.16@10.01.05.01@10.01.05.03.01@10.01.09.03@10.03.01@10.03.02.01@16.01@32.01.09@42.01,432
0.695344,-0.768335,-0.36968,-0.173891,-0.331914,0.116392,-0.551274,0.964872,1.681185,1.133911,0.65019,1.019681,0.752689,0.80423,-0.013872,0.530667,0.287218,-0.688371,-0.306527,-1.026968,-0.532504,-0.648062,-0.779762,-1.160942,-1.513391,-0.678084,-0.939776,-0.290621,-0.287896,0.206011,0.408816,0.472944,0.437528,1.07642,0.971356,1.196767,0.403532,-0.798432,-1.066598,-0.943629,-0.091632,-0.225246,-0.033998,-0.797199,-0.596799,-0.697719,-0.521532,0.710687,-0.354608,-0.473202,0.575578,0.071616,10.03.01@11.04.03.01,433
-0.566504,-0.852609,-0.436081,-0.450876,-1.080437,-0.793535,-0.854081,0.644006,-0.268302,-0.309149,-0.403269,-0.249273,-0.245131,-0.670065,-0.644014,-0.455353,-1.039367,-0.16969,-0.034959,-0.629991,-0.442844,-0.490793,-0.870718,-0.76944,-0.804133,-0.658691,-0.896566,-1.592156,-1.198609,-0.10275,0.039902,-0.149653,0.237716,-0.282511,-0.114964,-0.944775,-0.76844,-0.055004,0.852046,-0.067635,-0.060481,-0.469624,-0.632549,0.712553,-0.52874,-0.038664,0.201517,1.259872,0.035794,-0.570106,0.136004,0.347922,10.03.02@43.01.03.09,434
-1.772885,-0.113976,-0.955211,-0.635533,0.164051,-0,-0.054275,-1.984181,-1.527653,-0.801643,-1.41903,-1.137764,-0.751997,-0.856685,-0.397982,-0.329975,-0.56128,0.549389,0,0.419834,0.633074,-0.719157,0.764426,1.091434,0.084183,-0.108389,-0.327208,0.236559,-0.472569,-0.827742,-1.063018,-0.581659,0.118289,0.235297,-0.075699,1.087256,0.646892,-0.481181,0.282891,-0.115829,0.41234,0.296094,-0.112898,1.107628,0.394656,0.915115,-0.550073,0.550994,-0.092171,-0.177521,-0.019426,-0.359022,10.01.05@10.03.02,435
-1.084185,-0.703891,-0.733876,-1.034391,-0.059225,-0.163195,-0.523297,-2.057105,-0.728393,0.471957,-0.983404,-1.336947,-0.454242,-0.555761,-1.281687,-0.946238,-0.602197,-1.600482,-0.81185,-0.539683,0.716479,0.485139,-0.225756,-1.111385,-1.434327,-0.113237,0.783547,-0.7618,0.142163,-0.945446,-0.1436,-0.043769,0.538582,0.240349,-0.32961,1.087256,0.634084,-0.114913,-0.456237,0.493682,-0.216234,-0.5185,0.495175,0.465631,0.361546,-0.522958,-0.41688,0.367933,0.636579,-0.013529,-0.636287,-0.966396,10.03.02@14.10@43.01.03.09,436
-0.760634,-1.132695,-0.580954,-0.585676,-0.919385,-0.6512,-0.222135,0.743182,1.86699,1.041237,0.937117,0.330373,0.620859,0.477646,-0.277477,0.201285,0.496112,-0.063597,0.284734,0.44053,0.589287,1.525702,1.314298,0.224182,0.007444,0.684336,-0.492424,-0.922078,-0.76855,0.465302,0.877126,1.112482,1.712185,1.947853,0.447829,0.345018,0.560435,-0.489351,0.336974,-0.88126,-0.00263,0.070045,0.027217,0.691388,0.593314,0.214591,-0.594471,0.22382,1.063852,0.242397,0.614435,-0.100141,10.03.01.01@10.03.02.01@43.01.03.09,437
0.626011,1.613633,1.364777,1.523103,1.126698,1.19068,1.385707,1.209897,0.368746,-0.179406,1.13608,0.48032,0.245824,0.167391,1.027995,0.817548,0.40997,0.303311,0.583803,0.617382,0.972948,-0.100851,-0.353922,0.077989,0.46323,0.723124,-0.113699,-0.242344,-0.115873,1.495643,1.144732,0.369178,0.083839,-0.739698,-0.104493,0.086451,0.509202,0.542735,-0.386702,0.181839,0.780584,0.375517,0.03946,0.363335,-0.984919,-0.143816,0.166633,1.030071,0.421858,-1.887007,2.370304,0.3529,14.04@20.09.16,438
0.27935,1.209615,1.330571,1.305208,1.333503,0.384117,0.255116,0.384396,1.622199,1.470183,1.745536,1.355383,1.023169,0.51497,2.117562,1.495437,0.81053,0.376987,0.625054,-0.5886,-0.932846,-0.499411,-0.329116,-1.718461,-2.001733,-0.125359,-0.848272,-0.765662,-1.067062,1.475173,1.848154,2.126849,2.086544,1.945327,1.209562,1.196767,0.52201,0.57269,-1.19279,-0.813222,-0.015981,0.218708,-0.084331,0.024699,-1.910153,-1.230887,-0.534217,0.476991,0.543316,1.00769,0.784437,-0.174818,01.01.06.05.01@01.02.03.01@32.01.03,439
0.866363,1.07329,0.503585,0.812175,0.323272,-0.305529,0.444371,1.049464,-0.518993,-0.886373,-0.560345,-0.081422,-0.540614,-1.309238,0.119185,0.248036,-0.214559,0.331308,0,-0.438087,-0.09463,-2.871377,-0.38493,-0.372982,0.105112,1.782516,-0.108616,3.465291,0.187698,-0.244337,0.009318,-0.630365,0.076949,-1.328231,-0,-0.661872,-0.044763,1.13775,-0,0.890572,-1.557934,-0,0,-0.853638,0,-0,-0.280515,-0.426633,-1.441226,-0,0.735865,1.254005,01.01.06.05@01.05.13.03@01.07.01@16.21.07,440
-0.205976,0.121494,1.091127,1.739151,2.00882,0.865344,0.03953,-0.044398,-0.073648,0.670543,0.537095,0.775738,0.518577,-0.273498,1.555205,2.241327,0.711466,1.22721,1.113188,0.64184,-0.611738,1.939342,4.377869,1.346654,-0.492525,0.439489,2.379781,-0.219172,-0.591467,1.053825,1.324411,0.943068,0.87849,1.677582,2.288029,1.373201,0.435553,0.776928,-1.545615,0.901912,1.141041,0.545564,0.644812,-0.483255,-0.0744,-0,-0.134637,0.496465,0,1.720804,0.585292,-0.097652,01.01.06.05@01.02.03.01@01.02.03.04@01.03.10,441
1.379422,1.918505,0.861744,0.300676,-0.320933,-0.60206,-0.982446,-1.10034,-0.645812,0.305144,-0.49542,-0.721493,-1.677084,-1.470197,-0.29254,0,-1.10828,1.545491,-0.112305,-1.053308,-0.893229,0.351568,-0.000433,-1.748196,-0.915754,1.02373,0.127769,-0.344691,-0.217063,-0.346689,-0.439878,-0.556247,-0.926701,-1.017546,-0.214434,-0.847432,-1.396053,0.858624,-0,0.173335,-0.061594,-0.307723,-0.272058,-0.740759,0.155529,-0.263779,-0.16635,0.449726,0.306906,0.841214,-1.821438,0.91049,01.01.06.05@01.02@01.05.13.03@01.07.01@12.01.01@16.21.07,442
0.288594,-1.323549,-1.546778,-1.305837,-1.294562,-1.210372,-1.724653,0.130619,-1.486363,-1.474188,-1.775069,-2.115776,-2.054392,-2.855848,-1.060761,-2.085261,-2.536082,-1.445762,-1.133262,-0.870811,-1.112166,0.021948,0.565976,-0.16732,-1.085511,-0.583539,1.558788,0.553252,-0.032391,0.31348,0.693625,1.80708,1.002511,1.483089,1.515825,0.329808,-0.00954,0.934873,0.027931,-0.101654,-0.436513,0.055789,-0.32103,-0.469145,-1.087927,-0.176399,0.601096,-0.562955,0.723334,0.473476,0.233147,3.183165,01.01.06.05@01.05.13.01,443
-1.851462,0.391666,-0.154382,-0.109262,0.16222,-0.002221,0.250179,-0.362348,0.070867,-0.047015,-0.137286,0.13119,0.13445,0.491642,-0.119314,-0.317225,-0.06381,0.120594,-0.904664,-0.645042,-0.987059,0.457132,0.452281,-1.076695,-0.146035,0.10252,0.877593,-0.437381,0.030853,0.605183,0.248252,-0.892957,-0.382387,0.0307,-0.264169,-0.074773,0.249831,-2.753676,-0.461388,-0.46169,1.584937,1.096433,0.266637,-0.014103,1.121232,-0.106791,2.31358,-2.553264,-0.17459,-0.9776,-0.140855,-1.399524,01.01.06.05@01.01.09.03@01.01.13@01.02.07@11.02.03.01@11.02.03.04@16.03.01,444
-0.973253,0.344572,0.034758,0.025538,0.246406,0.270588,-0.054275,1.154475,1.477683,-0.298558,1.642913,-0.602879,0.782238,-1.029308,0.601206,0.286287,0.422891,-0,0.790057,0.434886,1.102225,-0.701922,0.045045,2.746646,0.721353,0.567973,0.135394,-0.560969,-0.857092,0.366362,0.722297,0.409413,0.478868,0.34391,-1.180343,-1.729601,0.774977,-9.498995,-0.021001,-1.499275,-0.186196,0.541491,0.095234,0.158742,-0.363191,0.543378,-0.309057,0.780795,-0.393648,-0,-0.524572,-0.483484,01.01@01.05,445
-0.529526,-0.294916,-1.019599,-1.038084,-1.010892,-0.542754,-0.516714,-1.371618,-2.601198,0.220414,-2.432696,-2.585759,-2.545347,-2.344977,-0.428109,-0.924988,-0.666803,-0.398087,-0.217151,0.481921,0.27652,0.336487,-0.403534,1.371432,0.5702,-0.113237,1.530829,-0.08786,1.455107,-1.651674,-2.003462,-1.485907,-3.280799,-2.055689,-1.287666,-0.871767,0.333086,0.049839,0.720703,-0.331283,-1.86499,-1.188503,-1.055615,-2.839597,-0.377906,-0.054955,-0.702294,0.80806,1.152776,-0.254547,-0.043712,-2.019344,01.06.06.11@20.01.15@32.07,446
-0,0.138845,0.252068,0.544423,0.352554,0.167225,0.373606,-0,0.448378,0.207175,0.905701,0.869734,0.718595,0.382003,0,0,0,0.020394,-0.287621,-0.155876,-0.54293,0.345105,0.175278,0.154802,0.560898,0.592215,0.475992,0.070487,0.508977,0.31348,0.684068,0.19341,0.697053,0.753105,0.741004,0.45757,0.624478,0.316711,1.650408,0.306576,0.581443,0.561856,0.225827,0.014116,0.216231,-0.001638,-0.524703,-0,0.740686,-0.095525,0.075289,0.639163,42.16,447
0.510458,-0.185856,0.402978,-0.055711,0.211634,0.314644,0.385126,-1.829582,-0.433463,0.805582,-0.355099,-0.82668,0.345833,0.335348,-0.19463,-0.417102,0.244147,0.091123,0.258953,1.070801,1.060523,1.058203,1.345306,0.80648,0.965524,0.601912,0.620873,1.117122,0.536805,0.349303,0.305596,0.451767,-0.306597,0.34391,-0.002405,-0.004808,-0.941354,1.002952,0.679497,1.117367,0.228774,1.315355,1.943939,-0.218696,0.718396,0.74776,-0.432736,-0.30589,-1.122398,0.326877,2.401876,1.413316,02.13.03@11.02.03.04@42.16,448
-0,0,-0,0,0,-0,-0,-0,0,-0,-0,0,-0,-0,0,0,0,-0,0,0,0,-0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,-0,-0,-0,0,-0,0,-0,-0,0,1.125266,0,-0,0,-0,0.480418,-0,-0,0,10.01.03@16.03.01,449
0.002021,-0.23295,0.252068,-0.009547,-0.031773,-0.205556,0.060924,-0.140658,0.064969,0.021828,0.088904,-0.584975,-0.417875,0.265366,-0.302583,-0.170597,0.427198,0.631907,0.429112,0.094351,0.168094,-0.13963,-0.411803,-0.276346,0.242313,-0.152025,-0.955027,-1.559328,-0.897568,-0.121515,-0.162715,-0.454598,-0.056259,-0.322925,-0.761521,-0.406347,-0.454633,-0.029133,-0.3661,-1.499275,0.114184,0.022187,-0.032638,-0.324519,-0.933415,-0.558503,0.106379,0.648368,0.398,-1.275766,-0.208856,-0.946482,12.01.01@42.16,450
-0.7745,-1.876285,-0.719791,-0.892206,-1.025533,-0.715589,-1.467925,0.679009,0.014831,0.032419,-0.009531,0.13119,1.032261,-0.415796,-0.543593,0.273537,0.325982,-1.417765,-0.660597,-0.925372,-1.64387,-1.369778,-0.062448,-1.602002,-0.966914,-1.073235,-1.351544,-0.352415,-1.069591,-0.099339,0.932559,1.108247,1.023181,1.056212,1.055121,1.184599,0.009673,0.258162,1.467558,1.284628,-0.09942,-0.411584,-0.749538,0.7443,-0.609675,0.27087,-0.797432,0.418567,0.686463,0.543048,0.206433,0.382771,10.03.01@14.07.04@42.04,451
0.810897,0.376794,0.67864,0.830641,0.963817,0.646758,0.493741,-0.219416,0.678423,-2.591567,0.733964,0.867496,0.557217,0.160392,1.261474,0.949301,0.857908,-0,0.454894,0.150793,0.289031,-0.667452,0.020239,0.258872,-0.804133,0.677064,0.323486,-0.002893,0.592459,0.627359,0.542619,0.043055,0.148146,0.558611,-0.188258,-0.001766,-0.461037,0.461039,-0.201276,-0.24907,0.617044,0.83169,0.735955,1.20287,-0.444126,-0,-0.39151,0.956067,0.79057,-0.227215,0.376434,0,20.01.01.01@20.09.04@34.01.01.01,452
0.621389,1.67312,1.487517,1.552648,0.991269,1.089013,1.041757,0.959038,1.380356,1.433114,1.557045,0.399751,1.416388,1.317434,0.869832,1.257432,1.372605,1.48213,1.340068,0.380325,0.503797,-0.460632,-0.415937,-0.102895,0.193479,0.294034,-1.069407,-1.843193,-0.680009,0.521595,0.724208,0.01129,-0.239993,0.462627,-0.358404,-0.789634,-0.371378,0.659832,-1.373066,-1.337684,0.605919,0.877511,0.779486,-0.687848,0,-0.174918,-0.036328,0.995016,-0.185434,-1.106805,-0.633859,-0.52829,01.04@14.04@16.19.03@20.09.04,453
1.642885,0.778333,0.64041,-0.040939,-0.320933,0.094364,-0.398224,0.363977,0.542755,-3.449459,0.252263,0.041669,-0.320138,-0.369141,1.153521,0.307537,0.840679,-0.163796,-0.270433,-0.289456,0.364095,0.088734,-0.260898,0.315863,-0.246029,-0.045359,2.095103,1.037949,1.027578,-0.536039,-0.973179,-0.545658,-0.552342,-0.055181,0.036859,-0.096067,0.605265,0.21323,1.333639,0.3491,1.401371,1.415143,0.892395,-2.229347,-0.458841,0.727025,-0.201234,0.675632,0.760206,-1.094382,-1.345435,0.641652,01.04@14.01@14.04@16.19.03@18.02.01@20.01.10@20.09.04@32.01,454
0.27935,0.064486,-1.015575,-0.766639,-0.654017,-0.764729,-0.490383,-1.222853,-1.026272,-0.719561,-0.895442,-0.853536,-0.849734,-1.157609,-0.669119,-0.202473,0.13647,-0.340619,-0.701848,-0.30827,-0.522078,-0.76009,-0.552372,0.142413,-0.515779,0.410398,-0.726267,0.145799,-0.796378,-0.959093,-1.011408,-0.031063,1.048445,0.720269,1.764501,1.096382,0.432351,0.518226,-0.551526,0.230033,-0.707969,-0,0.370023,0.567927,-0.617032,-0.614781,-0.194891,-0,-0.773206,0.175309,0.22829,0.146293,14.04@20.01.10@20.09.04@42.16,455
-0,-0.034659,-0.768083,0.738312,0,-0,1.591419,-0,0,-0,-0,0,-0,-0,0,0,0,-0,0,0,0,-0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,-0,-0,-0,0,-0,0,-1.787114,-0,0,-1.269878,0,-0,2.522883,-0,0.825273,-0,-0,1.283876,14.04@20.01.10@20.03@20.09.04,456
1.134448,1.256709,1.105212,0.705074,0.767993,0.758593,1.007198,-1.64873,-0.477702,-0.346219,0.308811,-0.099326,-0.551978,-0.378472,-0.478319,-0.946238,-0.989835,0.226688,0,-0.022296,0.405797,0.487293,-0.58338,0.355509,0.060929,-0.651418,0.14302,-1.692571,-0.024801,-1.102386,-0.388268,-0.418598,-0.141236,-1.91929,-0.845285,-1.422363,-0.003136,1.501294,-0.65454,-0.336953,-0.744682,-0.834155,-0.193158,-1.964787,-1.374879,-1.454521,-0.083897,0.445831,-1.929229,0.267244,-0.522144,0.084062,14.04@20.01.10@20.03@20.09.04,457
0.025132,-0.009873,0.070976,0.04585,-0.397799,-0.019165,0.258407,0.94737,0.654829,-0.057607,0.298339,0.534032,-0.031475,0.461317,0.325048,0.477541,0.517647,-0.709,0.140357,0.331408,0.166009,-0.865654,-0.366325,0.538871,0.158597,0.233428,-0.019654,-1.495603,0.003026,0.064424,-0.132131,0.837184,0.772843,0.796045,-1.35049,0.122954,0.816604,0.561797,0.038232,-0.095984,-0.736894,-0.945143,-0.046241,-0.275135,0.010214,-0.251931,0.05881,0.597734,-0.050962,0.277183,-0.087427,-0.620392,14.04@20.01.10@20.03@20.09.04,458
0.533568,0.0397,-0,-0.537665,-0.293481,-0.073388,-0.177702,0.247298,-0.135584,-0.338275,-0.443061,-0.446218,-0.408783,-0.21518,0.299943,1.072553,0.88375,0.049865,0.123169,-0.058043,-0.37195,0.383883,-0.488289,0.179581,0.681821,-1.662325,0.178605,-0.684557,-1.552775,-0.370571,-1.135654,0.22094,-0.951964,0.141839,-0.900256,0.195961,-0.528282,0.116557,-0,-0.569418,-1.0484,-0.504244,-0.511478,-1.619096,0,-0,-0.102925,-0.056615,0.178941,-2.254745,-0.949575,-0.319194,14.04@20.01.10@20.03@20.09.04,459
-0.053445,-0.54278,-0.347547,-0.676157,-0.998081,-0.810479,-0.511777,-1.642896,-1.657422,-1.167042,-0.908008,-1.10867,-1.483884,-0.78437,-1.655755,-1.345746,-0.985528,-0.50418,-0.308246,-0.795555,-0.747271,-1.225435,-1.592167,-1.089084,-0.862269,0,-0.449214,-1.350773,-1.213788,-1.992846,-0.761005,-0.945899,-0.660286,-1.984964,-2.086046,-2.490091,-2.66729,0.541373,-1.092351,-0.339788,-0.940485,-1.210904,-0.852924,-2.483324,-2.458304,-2.343135,-0.169521,0.23161,-0.352439,-1.218618,-1.012719,-1.675829,14.04@20.01.10@20.03@20.09.04,460
-0.067311,-0.01483,-0.798265,-0.694623,-0.489305,-0.400419,-0.470635,-0.578203,-0.631066,0.180697,-0.85146,-0.531262,-0.113301,-0.140532,-0.00383,0.296912,0.030946,-0.68395,-0.81185,-0.342136,-0.040417,0.123204,-0.482087,-0.083072,0.393466,-1.138689,-0.347543,-0.593797,-0.991169,-1.423088,0.559822,-1.780264,-1.140292,-0.84326,-0.447404,0.33285,-0.352166,-0.942761,-1.213393,-1.059861,0.144222,-0.100002,0.068027,0.16227,-0.125904,0.587809,-0.204405,0.340668,-0.5086,-0.587499,0.19429,-0.413785,14.04@20.01.10@20.09.04,461
-0,0,0.954302,0.548116,0.089015,0.70437,0.161311,-0,0.569299,-0.15028,0.220848,0.464654,0.293555,-0.257169,0,0,0,0.176588,0.613022,0.959798,0.92916,-0.279664,1.688459,1.33922,0.381839,1.001911,1.154646,1.122915,0.706299,0.06613,1.182962,0.900714,1.135719,1.313854,1.418973,2.516979,1.127209,0.394321,1.748272,2.191806,0.901849,0.590366,0.662497,-0.349212,0.795652,3.474323,-0.559587,0.22382,0.103029,-0,0.128718,0.753668,14.07.11@14.13@34.01.01.01,462
