chip_affymetrix_chip=B,chip_affymetrix_chip=A,chip_affymetrix_chip=C,chip_affymetrix_chip=D,chip_affymetrix_chip=A-D,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.174709,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.778243,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.06.02.01@20.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.205302,-0.15602,-0.162684,0.12969,-0.038235,-0.126172,-0.174476,-0.119563,-0.398314,-0.244582,0.750117,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,01.03.01.03@01.05.13.03@01.07@16.21.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.063242,-0.149893,-0.088392,0.4085,0.12969,-0.038235,2.453889,0.028699,0.680721,-0.398314,-0.244582,0.912452,-0.311952,-0.224357,1.02708,0.752543,3.809549,0.405014,-1.134028,-0.0,-0.786808,01.04@14.01@16.01@16.19.03@32.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.183138,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.180825,-0.119563,-0.398314,-0.244582,0.425445,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.06@20.01.03@20.01.13@20.03@20.09.16@20.09.18@32.01@41.01.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,0.912452,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.04@16.19.03@20.01.03@20.01.13@20.03.25
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.198759,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.994691,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,20.01.01.01.01@34.01.01.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.149893,-0.15602,-0.156672,0.12969,-0.038235,-0.126172,-0.161778,-0.119563,-0.398314,-0.244582,-0.061562,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,20.03.01.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.205302,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,0.750117,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.01.09.03@01.02
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.210843,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,0.912452,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,10.01.05.01@11.02.03.01.01@11.02.03.04@12.04
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.210843,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,0.966564,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.04@14.07.03@32.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.028548,0.044038,-0.15602,0.402488,0.12969,-0.038235,2.358331,0.073144,-0.119563,-0.398314,-0.244582,-0.386234,-0.311952,-0.224357,0.509307,0.977723,3.809549,0.405014,-1.134028,-0.0,-0.786808,20.01.01.01.01@34.01.01.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.138811,-0.15602,-0.078509,0.12969,-0.038235,-0.126172,-0.136381,-0.119563,-0.398314,-0.244582,0.208997,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,01.06.06.11
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.090534,0.12969,-0.038235,0.638291,-0.168127,-0.119563,-0.398314,-0.244582,1.832355,-0.311952,-0.224357,0.095088,0.110782,-0.262428,0.405014,0.432706,-3.453974,-0.786808,14.13.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.210843,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.1289,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.05@02.16.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.166516,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.174476,-0.119563,-0.398314,-0.244582,0.154885,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.01.05.01.01@01.07.01@01.20.17.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.114584,0.12969,-0.038235,-0.126172,-0.174476,-0.119563,-0.398314,-0.244582,1.994691,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.01.06.01@01.01.06.02.02@01.02@32.01.11
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.205302,-0.15602,-0.072497,0.12969,-0.038235,-0.126172,-0.155428,-0.119563,-0.398314,-0.244582,1.074788,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.0,-0.786808,01.01.06.01@01.01.06.02.02@01.02@32.01.11
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.100025,-0.115443,-0.078509,0.12969,-0.038235,0.829406,-0.110984,-0.119563,-0.398314,-0.244582,-0.27801,-0.311952,-0.224357,0.819971,0.054487,-0.262428,0.405014,-1.134028,-3.453974,-0.786808,01.03.04@01.03.10@10.03.01@11.04.01@11.06.01@40.01@42.04
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.227466,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.561796,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.06@14.07.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.06678,-0.15602,-0.096547,0.12969,-0.038235,-0.126172,-0.117333,-0.119563,-0.398314,-0.244582,-0.061562,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,01.03.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.172057,-0.15602,-0.138634,0.12969,-0.038235,-0.126172,-0.161778,-0.119563,-0.398314,-0.244582,1.39946,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,20.09.07.03@20.09.07.05@20.09.07.27
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.221925,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.291236,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,14.04@20.01.10@20.03@20.09.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,0.005252,0.06039,-0.144647,0.12969,0.801375,-0.126172,-0.053841,0.580685,0.292717,-0.244582,-0.115674,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,-3.986405,-1.134028,0.514708,-0.786808,02.11@02.13@02.45.15@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.216384,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.183012,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.05.03@01.05.25@01.25.01@20.09.07@34.11.03.07@41.01.01@43.01.03.05@43.01.03.09
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.216384,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.183012,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,0.038497,-0.15602,-0.012372,0.12969,-0.038235,-0.986192,-0.066539,-0.119563,-0.398314,-0.244582,-0.656793,-0.311952,-0.224357,-0.733349,0.707507,-0.262428,0.405014,-1.134028,-0.0,-0.786808,20.01.01.07.07@20.01.03.03@20.09.04
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.205302,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,0.696005,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,16.01@16.06@40.01@42.04.03@42.04.05@43.01.03.05
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.216384,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.1289,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,14.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.100025,-0.149258,-0.018385,0.12969,-1.064425,-0.126172,-0.098285,-0.719776,1.812985,-0.244582,-0.440346,-0.311952,-0.224357,-0.008466,-0.41839,-0.262428,0.0,-1.134028,-0.0,-0.786808,12.01.01@42.16
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.205302,-0.15602,-0.138634,0.12969,-0.038235,-0.126172,-0.168127,-0.119563,-0.398314,-0.244582,1.670019,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.05.03.02.04@14.07.02@14.10
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.172057,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.174476,-0.119563,-0.398314,-0.244582,1.020676,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,14.07.11@16.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.092154,-0.144352,-0.15602,0.222114,0.12969,-1.904035,3.409467,-0.047492,-0.519705,2.089398,-0.244582,0.317221,-0.311952,-0.224357,1.441299,0.966464,3.809549,-5.450211,-1.134028,-0.0,-0.786808,01.04@01.05@01.06@32.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,0.486081,0.62029,0.202409,0.901522,0.12969,-1.810745,0.542733,0.600129,-0.319634,1.951192,-0.244582,-0.494458,-0.311952,-0.224357,0.095088,0.043228,-0.262428,0.0,0.0,-0.0,-0.786808,14.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.238547,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.940579,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.04@11.02.03.04@14.07.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.199761,-0.15602,-0.132622,0.12969,-0.038235,-0.126172,-0.168127,-0.119563,-0.398314,-0.244582,1.074788,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,11.02.03.04@16.03.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.19422,-0.15602,-0.180721,0.12969,-0.038235,-0.126172,-0.180825,-0.119563,-0.398314,-0.244582,1.39946,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,20.01.27@20.03.25@20.09.16@32.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.162684,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.724131,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.04.04@20.01.01.07.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.069025,-0.061239,-0.15602,-0.03041,0.12969,-0.038235,0.447175,-0.085587,-0.119563,-0.398314,-0.244582,-0.386234,-0.311952,-0.224357,-0.008466,0.009451,-0.262428,0.405014,-1.134028,-0.0,-0.786808,02.13
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.238547,-0.15602,-0.156672,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.886467,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,14.01@14.07@20.01.15
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.227466,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.507684,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.06.02.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.144352,-0.15602,-0.162684,0.12969,-0.038235,-0.126172,-0.168127,-0.119563,-0.398314,-0.244582,-0.169786,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,12.04.01@42.16
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.205302,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.453572,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,20.01.01.01@20.01.15@20.03.22@20.09.13@34.01.01.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.177598,-0.15602,-0.084522,0.12969,-0.038235,-0.126172,-0.149079,-0.119563,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,-0.008466,-0.20447,-0.262428,0.405014,-1.134028,-3.453974,-0.786808,01.20.19.01@20.01.01.01.01.01@20.09.18@32.05.01.03.03@34.01.01.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.216384,-0.15602,-0.168696,0.12969,-0.038235,-1.272866,-0.180825,-0.119563,-0.398314,-0.244582,1.183012,-0.311952,-0.224357,-1.251123,2.959302,-0.262428,0.405014,-1.134028,-0.0,-0.786808,02.13
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.233006,0.046864,-0.222809,0.12969,0.428215,-0.126172,-0.14273,0.380614,0.016305,-0.244582,1.994691,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,-3.986405,0.432706,0.514708,-0.786808,01.03.16@02.13.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.724131,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,14.04@20.09.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.19422,-0.101918,0.005665,0.12969,-0.038235,0.829406,-0.110984,-0.119563,-0.398314,-0.244582,1.074788,-0.311952,-0.224357,0.509307,0.122041,-0.262428,-1.058792,-1.134028,-3.453974,-0.786808,01.05.02.04@01.05.02.07@01.05.09.04@01.05.09.07@02.01@02.07@02.19
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.227466,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.615907,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.07.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.188679,-0.15602,0.083827,0.12969,-0.038235,-0.126172,-0.104635,-0.119563,-0.398314,-0.244582,0.587781,-0.311952,-0.224357,0.198643,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,01.03.01.03@01.05.13.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.222809,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.778243,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,11.04.01@12.01@42.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,0.063969,0.215805,0.2768,0.246164,0.12969,0.894665,1.020522,0.212827,-0.519705,1.121954,-0.244582,-0.494458,-0.311952,-0.224357,-0.629794,0.932687,-0.262428,0.0,-1.134028,-0.0,-0.786808,02.11@02.13.03@02.16.01@20.01.15@42.16
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.210843,-0.15602,-0.168696,0.12969,-0.038235,-0.126172,-0.180825,-0.119563,-0.398314,-0.244582,0.966564,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,14.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.233006,-0.15602,0.01769,0.12969,-0.038235,2.167216,-0.136381,-0.119563,-0.398314,-0.244582,1.994691,-0.311952,-0.224357,2.476846,0.257148,-0.262428,0.405014,0.432706,-3.453974,-0.786808,01.01.05.01.02@01.05@01.20.17.01@02.16@32.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,0.528749,0.12969,-0.038235,4.747277,-0.003047,-0.119563,-0.398314,-0.244582,1.886467,-0.311952,-0.224357,1.855518,1.270456,3.809549,0.405014,0.432706,-3.453974,-0.786808,14.13.01@14.13.04.02@18.01.07@18.02.01.02.03@32.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,0.4566,0.12969,-0.038235,4.651719,-0.022095,-0.119563,-0.398314,-0.244582,1.994691,-0.311952,-0.224357,5.065713,0.448551,-0.262428,0.405014,0.432706,-3.453974,-0.786808,16.09@32.01.03
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.172057,-0.15602,0.08984,0.12969,-0.038235,2.167216,-0.098285,-0.119563,-0.398314,-0.244582,-0.00745,-0.311952,-0.224357,1.648409,0.426033,-0.262428,0.405014,-1.134028,-3.453974,-0.786808,01.01.09.01.02@01.05.05.07@01.07
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.172057,-0.15602,-0.120597,0.12969,-0.038235,-0.126172,-0.155428,-0.119563,-0.398314,-0.244582,0.533669,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,10.03.01@42.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.103719,-0.221925,-0.15602,-0.198759,0.12969,-0.038235,-0.126172,-0.193524,-0.119563,-0.398314,-0.244582,1.39946,-0.311952,-0.224357,0.095088,-0.41839,-0.262428,0.405014,-1.134028,0.514708,-0.786808,01.04@01.06.06.11@01.06.10
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.018473,-0.092154,-0.160975,-0.15602,-0.126609,0.12969,-0.038235,-1.08175,-0.14273,-0.119563,-0.398314,-0.244582,0.046662,-0.311952,-0.224357,-0.940459,1.191643,-0.262428,0.405014,-1.134028,-0.0,-0.786808,01.07.01
-0.583935,-0.579016,1.742649,-0.571226,-0.028273,-0.075472,-0.103719,-0.233006,-0.15602,-0.174709,0.12969,-0.038235,-0.126172,-0.187174,-0.119563,-0.398314,-0.244582,1.994691,-0.311952,-0.224357,-0.008466,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.03.16@10.01.05.01@10.01.05.03.01@10.01.09.03@10.03.01@10.03.02.01@16.01@32.01.09@42.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.233006,-0.318328,-0.343058,0.12969,-0.038235,-0.126172,-0.30146,1.681075,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.166182,-0.41839,-0.262428,-1.058792,0.432706,0.514708,-0.786808,01.03.16@10.01.03@16.03.01@16.03.03@16.17.07@42.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.018473,-0.277189,-0.233006,-0.358905,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.062627,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,02.13
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.233006,-0.358905,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,1.544854,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,10.03.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.233006,-0.29804,-0.300971,0.12969,-0.038235,-0.126172,-0.288762,0.880792,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,0.716416,-0.41839,-0.262428,-1.058792,0.432706,-0.808186,-0.786808,01.04@02.13.03@02.45
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.018473,-0.277189,-0.233006,-0.331854,-0.276921,0.12969,-0.038235,-0.030614,-0.288762,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.062627,-0.384613,-0.262428,-1.058792,0.432706,-3.453974,-0.786808,01.03.04
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.177598,-0.230411,-0.258883,0.12969,-0.411395,-0.986192,-0.244317,-0.419669,0.154511,-0.244582,-0.602681,-0.311952,-0.224357,0.405752,0.088264,-0.262428,0.0,-1.134028,-0.0,-0.786808,14.07.11@14.13
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.018473,-0.277189,-0.233006,-0.325091,-0.343058,0.12969,-0.038235,-0.126172,-0.30146,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.166182,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,14.07.05@14.13.01@16.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.227466,-0.2507,-0.198759,0.12969,0.148345,1.211637,-0.244317,1.080862,-0.260107,-0.244582,-0.602681,-0.311952,-0.224357,0.923526,0.212112,-0.262428,0.0,0.432706,-3.453974,-0.786808,01.06.02.01@01.06.02.02@14.07.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.018473,-0.277189,-0.238547,-0.304802,-0.306983,0.12969,-1.624165,-3.375138,-0.288762,0.680721,0.707336,-0.244582,-0.602681,-0.311952,-0.224357,-0.52624,3.060633,3.809549,0.0,0.432706,-0.0,-0.786808,01.05@11.06.02
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.227466,-0.358905,-0.306983,0.12969,-0.038235,-0.126172,-0.295111,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,1.544854,-0.41839,-0.262428,0.405014,-1.134028,-0.808186,-0.786808,10.01.09.05@11.04.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.097936,0.005252,-0.128969,0.023702,0.12969,-0.784555,0.829406,-0.047492,1.080862,0.016305,-0.244582,-0.440346,-0.311952,-0.224357,0.302198,0.178336,-0.262428,0.0,0.0,-0.0,-0.786808,01.06.02.02
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.018473,-0.277189,-0.233006,-0.311565,-0.294958,0.12969,-0.038235,-0.126172,-0.288762,1.080862,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,1.544854,-0.41839,-0.262428,-1.058792,0.432706,-0.808186,-0.786808,12.04.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.233006,-0.284514,-0.252871,0.12969,-0.038235,1.402753,-0.269714,1.080862,-0.398314,-0.244582,-0.494458,-0.311952,-0.224357,0.923526,0.302184,-0.262428,-1.058792,0.432706,-3.453974,-0.786808,01.05.03.01.04@01.05.25@18.02.01.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.199761,-0.304802,-0.288946,0.12969,-0.038235,-0.126172,-0.269714,2.381323,-0.398314,-0.244582,-0.223898,-0.311952,-0.224357,1.751963,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,11.02.03.01.04@11.02.03.04
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.248277,-0.210843,-0.291277,-0.288946,0.12969,-0.038235,-1.846213,-0.276064,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,0.302198,0.651212,-0.262428,0.405014,0.432706,-0.0,-0.786808,20.01.01.01.01@20.09.18@34.01.01.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.233006,-0.358905,-0.306983,0.12969,-0.038235,-0.126172,-0.30146,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.062627,-0.41839,-0.262428,0.405014,0.432706,-0.808186,-0.786808,01.05@01.20.15@02.01
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.075472,-0.277189,-0.233006,-0.358905,-0.312996,0.12969,-0.038235,-0.126172,-0.30146,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.166182,-0.41839,-0.262428,0.405014,0.432706,0.514708,-0.786808,10.03.01@10.03.02@12.07
-0.583935,-0.579016,-0.573686,1.750153,-0.028273,-0.018473,-0.277189,-0.238547,-0.325091,-0.306983,0.12969,-0.038235,-0.126172,-0.295111,2.381323,-0.398314,-0.244582,-0.602681,-0.311952,-0.224357,2.166182,-0.41839,-0.262428,-1.058792,0.432706,-0.808186,-0.786808,11@16.03.03@20.01.21
