cln3_1,cln3_2,clb2_2,clb2_1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification
-0.601505,-0.163713,-0.462768,-0.277763,-0.776819,0.154046,-0.3786,-0.18981,-1.381763,-0.064847,-1.878138,0.401355,0.977207,1.291498,0.490105,0.937081,-0.41719,-0.340605,-0.506335,1.119382,0.25623,1.001273,0.039718,0.137982,-0.219156,-0.873756,0.154238,-0.287078,0.39131,0.17654,-0.203416,-0.281202,-0.715572,1.022999,-0.323916,-0.353076,0.138188,0.024679,0.900373,-0.430016,0.215646,0.712262,0.781305,0.079458,-0.768628,-0.666725,0.208461,0.108969,-0.911909,0.134641,0.73242,0.983151,0.157534,1.364933,1.142877,-0.806762,0.048448,0.145073,-0.046495,-1.963791,0.0,-0.488633,-0.610491,-0.580858,-0.094412,1.426454,-1.405103,-0.529888,-0.061382,0.94642,1.142304,0.064552,0.269381,0.775685,-0.402431,-0.310654,0.166322,10.01.05.03@11.02.03.01.04@11.02.03.04@16.19@20.01.21
-0.406723,-1.024587,0.040513,1.091426,-0.240917,0.220337,0.041143,0.150263,-0.979436,-0.886425,-1.345493,0.069874,0.816908,1.216587,0.555929,-0.270676,0.248314,0.79981,-0.971757,0.189694,-0.201214,0.845287,0.460956,0.195999,-0.090117,0.219993,0.623562,-0.028426,0.723289,-0.063781,-0.530273,-0.176031,0.710047,-0.22288,1.266936,-1.290845,-0.255259,0.20991,1.072561,-0.629955,0.386976,0.07297,0.656536,-0.714557,-1.515429,-1.227154,0.460435,0.879126,-0.284581,1.09301,0.085657,0.841782,-1.217981,0.113001,0.045051,-0.962351,-0.095039,-0.46821,-0.506948,0.0,0.189548,-0.592802,0.329979,1.05826,-0.598026,-0.063146,-0.530996,-0.414676,-1.088836,0.377505,0.097376,0.432333,0.345324,0.300511,-0.776879,-0.396037,0.549812,14.04@16.01@20.09.03@42.03@42.19
0.071379,1.031945,0.88694,-0.410265,-0.971692,-0.442572,-1.190104,0.521252,-0.86971,1.018143,-1.274474,1.354362,0.816908,-0.056913,1.049612,0.13191,-0.41719,-0.007984,-0.312409,0.998119,0.523073,0.572312,0.701663,0.466747,0.447546,0.095704,0.154238,-0.169509,-0.438638,-0.117185,0.041727,-0.018274,0.123027,-0.998093,-0.349574,0.243687,-1.391881,0.421602,-1.042895,-0.172951,0.36556,1.042219,-1.360561,0.853114,0.132684,0.391864,-0.763438,0.130362,0.793639,0.367758,-0.198919,0.615592,0.1868,0.192912,-0.268614,-0.962351,-0.033545,-0.701842,-0.145163,0.518014,0.0,0.605139,0.073487,0.526654,0.017503,0.309254,-0.343687,-0.270661,0.240811,0.94642,-0.362393,-0.711874,0.003578,0.300511,-0.606675,-0.082967,-0.984148,10.01.09.05@10.03.01.01.01@11.02.03.01.01@11.02.03.04@14.07.04@42.10.03
-0.477553,0.155129,1.985007,0.09766,-0.776819,0.0,-1.022207,-0.931788,-0.065056,0.570009,-0.457753,0.981446,0.897057,-0.35656,0.160984,-0.753779,0.153242,0.657258,0.153013,1.483173,0.21811,0.299337,0.340603,0.428068,0.834663,0.61772,-1.488398,-0.451675,0.581012,0.069731,-0.039987,-1.09628,-0.631712,-1.16421,0.368875,0.925702,-0.539414,0.342217,-0.157355,0.084114,0.793885,0.650395,-0.549563,0.140537,-0.691372,0.142784,-1.321381,-0.725369,-0.755077,-0.694218,0.628938,1.322436,1.474517,0.272822,-0.049049,-0.728968,-0.484504,-0.555822,0.150843,1.86528,0.0,1.412447,0.358478,-0.492257,0.101439,-0.435546,-0.562214,-0.328267,-0.454232,0.093048,0.598941,0.554927,1.560422,0.656892,0.346465,-0.026046,-0.344998,01.04@01.06.02.01
0.868215,-0.323134,0.040513,1.776021,-1.04477,-1.547421,-2.001608,-1.982924,-0.613684,-0.363603,1.282218,0.940011,1.458103,0.579837,0.292632,0.292944,0.29585,1.465052,0.773575,1.159804,1.590443,0.806291,-0.381519,-0.519548,-0.047104,0.692294,0.482765,1.805652,0.486161,1.484953,-0.325987,-0.281202,-1.777799,-0.472055,-0.760117,0.52786,-0.670563,0.73914,-0.23115,0.284054,0.494057,0.093592,-0.445589,-0.225932,-0.176337,-0.459158,-0.65545,-1.024875,-2.421417,-0.357494,1.456794,1.689995,0.801392,1.604665,1.550641,-1.020697,-0.238526,-0.32219,0.742854,0.0,-0.653257,0.73535,0.358478,-0.610392,0.185374,-2.483746,-0.125161,-0.558691,-1.028398,3.86211,-1.114741,0.922708,1.750281,-0.372653,1.129401,-0.623723,0.805472,10.03.01@10.03.04.09@16.01@42.04.05
-0.247356,-1.19995,-0.417015,-0.520683,-0.143481,-0.089021,0.908612,0.088432,0.995624,0.570009,-0.102657,0.401355,-0.024661,-0.768575,1.214172,-0.794037,-1.035158,-0.198053,-0.002128,-0.61873,0.408712,-1.4945,-0.441696,0.041286,-0.412714,-1.470346,-0.925208,0.112657,2.999717,0.52367,-0.754988,0.034312,-0.715572,-0.942721,-0.965388,-1.518184,-1.501172,1.215447,0.65439,1.226626,0.515474,0.60915,-0.154461,0.853114,0.544712,0.350351,0.622418,0.322901,-0.304185,0.989402,0.163269,0.417676,-0.544857,0.752286,0.891946,-1.273528,-0.156534,-0.643434,0.183732,0.0,-0.181286,-0.071958,-0.923981,1.412664,-0.150369,0.402354,-0.125161,0.823853,-0.695986,-0.120296,-0.529581,-0.384958,-0.755858,-0.491447,-0.640716,-0.139889,-0.984148,11.02.03.04@40.01
-0.743165,0.952234,-0.050993,0.252246,0.246266,-0.508863,0.01316,0.181179,0.666447,-0.51298,0.394477,-0.427347,0.49631,1.029307,-0.069401,-0.391452,-0.607334,-0.673226,0.230583,-0.335782,0.25623,-0.090628,-0.963228,-1.467164,-0.928871,0.369141,0.623562,1.100238,-0.912894,0.790693,0.266442,0.270948,-0.603759,-0.084449,-0.092985,-0.381493,-0.298975,1.056678,1.072561,1.569379,0.151397,-0.875657,-0.300025,0.364489,0.003925,0.246568,-1.987312,-0.832335,-0.029729,-0.098476,-0.949163,-0.798095,0.011203,-0.686105,-0.92731,0.593537,0.335421,0.0,-0.37539,1.86528,1.706597,2.27184,1.384445,-0.950029,-2.052913,-1.273446,-0.718305,-0.673903,-0.091601,-1.222569,1.643869,1.372217,2.016083,0.934077,0.720913,1.653143,1.487233,01.01.06.04@01.01.06.05@01.01.09.02
-0.530675,0.075418,0.223524,0.384748,-0.606305,0.065658,0.320972,-0.18981,-0.577109,-0.998459,-1.807118,0.028439,1.418028,0.392557,1.543294,-0.43171,-0.17951,-0.530674,-0.312409,1.281067,-0.086853,0.845287,0.220249,0.737494,0.899183,-0.078302,-0.807877,-0.404647,-0.011808,0.390158,-0.489416,-0.044566,-1.610079,-0.527428,-1.068024,-0.523579,-0.036677,0.580371,-1.313477,0.712496,-0.812336,0.774129,0.178256,0.873473,0.338698,1.139104,0.136468,-0.853729,-0.088541,0.160543,0.008046,-0.034704,0.1868,0.246185,0.013684,0.010079,0.335421,0.729153,-0.572727,0.0,-0.214998,-1.035519,1.013956,-0.403656,1.108668,0.960954,0.467984,-0.789115,-0.635547,0.021933,0.47355,-0.711874,-0.262224,-1.045817,-0.164146,0.17318,1.146352,14.10
2.054615,-0.546324,-0.234004,-0.0,1.488583,-0.309991,-0.546498,-0.591715,-0.247932,-0.849081,-1.984666,-1.007438,1.377954,1.179131,2.333185,-0.512227,-0.41719,0.087051,-1.088113,0.755591,-0.201214,0.026362,-0.020458,0.660138,0.576585,-0.277165,-0.549749,-0.592758,1.126406,-0.010376,-0.203416,0.113191,-0.827386,-0.859662,-0.426551,-0.125737,-0.320833,-0.372243,-1.190485,0.112677,-0.191264,1.021597,0.885279,0.283052,0.055429,0.308838,0.172465,-0.768156,-0.872701,0.290052,0.059787,-0.600179,-1.276514,0.352733,0.546914,0.55464,-0.054043,0.787561,-0.145163,0.0,0.661519,0.73535,-0.154506,-0.580858,-0.0,1.054054,-0.125161,-0.385873,0.059495,-0.155853,0.348158,-0.548416,0.003578,-0.135066,-0.027983,0.571632,0.038492,16.01@20.09.07.27@20.09.16.09.03
0.177624,-0.641976,-0.211127,-0.609018,0.0,0.176143,-0.266669,0.0,0.227545,-2.26817,-1.878138,-0.0,1.618402,0.467469,2.135712,-0.914813,0.200778,1.037397,0.696005,0.957698,-1.306705,-0.83156,-0.221048,-0.828973,-0.606273,0.219993,-0.315087,0.724016,-0.675766,0.577075,0.389013,0.297241,-0.324226,-0.5828,-0.118644,-0.210989,-0.495698,0.262833,0.408406,0.284054,1.157962,0.588528,0.406999,-0.042698,-0.485358,-0.417645,0.60442,-0.383077,-0.735473,0.056936,0.189139,1.322436,0.1868,0.965381,1.048778,-0.767865,-0.074541,0.641541,0.34818,-1.112887,0.0,-1.7647,-0.040509,0.570955,-0.346219,2.419521,0.905037,1.457518,1.026511,0.981977,0.431753,-1.120519,-1.970955,-0.689436,-2.27467,-2.302912,-0.515438,10.03.03@16.01@20.09.07.27@20.09.16.09.03@43.01.03.05
-0.831702,0.187013,0.978445,-0.189428,-0.825537,0.0,-0.602464,4.076564,-1.528063,-0.849081,-1.594061,0.52566,1.297804,-1.143134,1.115436,-0.794037,-0.322118,-0.910812,0.269368,1.159804,-0.620538,0.260341,0.180131,0.466747,0.705624,-0.451171,-0.244688,-0.193023,-0.177797,0.229945,-0.754988,0.165776,-0.436039,-0.80429,0.676782,0.186853,-1.151442,0.39514,-0.919903,0.026989,-1.026499,1.49591,-1.693278,1.178864,0.673471,1.180617,-0.403476,0.087575,-0.578641,-0.253887,0.059787,0.106665,-0.105863,0.539191,0.23325,-0.320547,0.027949,-0.205374,-1.296296,0.0,0.358109,0.631182,1.555439,-0.226454,-0.262283,-0.032113,0.155802,-0.443479,-0.454232,-0.084738,0.431753,-0.139771,-0.072365,-0.491447,0.58475,1.169309,0.081102,10.01.09.05@10.03.01.01.01@11.02.03.01.01@11.02.03.04@14.07.04@42.10.03
-0.477553,-0.004292,0.475164,-0.807771,0.952681,0.70647,0.237023,1.943377,-0.357658,1.765032,-0.280205,1.727278,0.015413,-0.918398,-0.20105,-0.955072,-1.320374,-1.956193,-1.320824,-2.073894,0.408712,-0.558585,-0.200989,0.041286,-0.025597,-0.152876,-1.230269,-0.122481,-1.482001,0.203242,-0.448559,0.034312,-0.883292,1.299861,-1.170659,-1.518184,0.46606,0.792063,-0.37874,1.083812,-0.619589,1.702133,-0.570358,0.425568,1.214258,1.325913,0.046478,0.344295,-0.931513,0.108739,0.033916,-0.289168,-0.749721,0.086364,-0.143148,0.593537,0.642893,0.378705,-1.329186,0.0,-0.046437,-0.436548,1.270448,1.6637,0.297289,0.402354,-0.406124,-0.443479,-0.756424,-1.258126,-1.072944,-0.711874,-1.02166,-0.214262,0.346465,0.429328,0.166322,10.03.01@10.03.05.01@14.01@16.01@30@32.01.07@42.04.05
-0.017159,0.282666,-0.119622,-0.299846,-0.411431,0.728567,0.488869,0.614,-0.503958,-0.737047,-1.984666,-0.427347,0.937132,-0.99331,1.18126,-0.270676,0.010634,0.039534,-0.273624,0.513064,-0.582418,1.157259,0.140013,0.060625,0.146455,-0.302023,-0.103891,-0.193023,-0.438638,-0.037078,-0.387273,0.533876,0.402561,-0.278252,0.420193,0.158435,-0.82357,0.844986,-1.584058,0.084114,-0.341178,1.310309,-0.799101,0.629161,0.415953,0.205054,0.838396,0.365688,0.597599,0.574973,-0.405883,-0.00643,-2.915426,0.592465,0.452815,0.185117,0.212433,-0.585026,-0.112274,-0.90016,0.0,-0.749055,0.58647,1.220695,0.185374,0.309254,0.155802,-1.307568,-0.847082,-1.258126,-0.822161,-0.058041,0.269381,-1.283404,0.346465,1.055466,0.251542,11.02.03.04
-0.052574,0.649334,0.223524,0.539334,-0.703741,-1.19387,-1.24607,-0.962704,-0.759985,0.121875,-1.345493,0.815706,1.418028,1.254042,2.1028,-0.471969,-0.607334,0.372155,0.346938,1.846964,0.065628,0.962277,1.443844,1.201632,1.114248,0.791726,-0.85481,0.25374,-1.671703,0.443563,-0.816273,0.165776,-1.414406,-0.499741,-1.529884,0.300522,0.007039,1.26837,-0.67392,0.426868,-0.576757,1.310309,-1.859636,0.507005,0.055429,0.080515,-1.537358,0.558227,0.989678,0.315954,-0.819811,0.276307,1.006256,-0.872562,-0.362713,-0.106612,-0.136036,-0.292986,-0.309611,0.0,0.358109,0.917646,0.443975,-0.698993,0.46516,-1.025179,0.124584,0.132581,1.510019,0.05749,0.975115,-0.384958,0.497212,-0.966621,-0.606675,0.258563,0.421982,01.03.16.01@10.03.01@12.04.03
0.496358,-0.753571,0.772558,-0.763604,-0.46015,0.0,-0.098772,0.0266,-0.174782,-0.214225,-1.416513,0.35992,0.616534,-0.656207,0.950875,-0.351193,0.153242,0.229603,0.191798,0.998119,-0.544297,0.650305,-0.56205,-0.190783,-0.06861,-0.82404,0.670495,-0.827896,-0.391213,-0.571124,-0.039987,-1.332916,0.374607,-0.333624,0.291898,-0.125737,0.378627,-0.742704,0.236218,-0.37289,1.11513,1.846489,1.217997,-0.124135,-0.614117,0.142784,0.550426,1.563711,1.362154,1.37793,-1.181998,0.756961,0.362398,-2.231042,-0.676378,-0.223304,-0.935463,-1.227513,0.052174,0.376197,-0.518408,0.0,0.0,0.319919,0.521118,1.395421,1.123564,-0.06904,0.180372,0.093048,-0.905755,-0.262364,-0.755858,0.102521,-0.36839,-2.046765,0.123712,01.01.03.05@01.01.13@01.04@01.06.02.01@11.02.03.04@30.01.09.11@43.01.03.09
-0.211941,0.346434,-0.531397,0.053493,0.270625,0.109852,0.237023,-0.127978,-0.028481,-0.737047,1.10467,0.111309,0.416161,0.0,-0.464347,0.252685,1.151499,-0.578191,-0.739046,-0.780415,-0.277455,-0.090628,-0.281224,-0.403513,-0.520247,-0.451171,-1.136404,0.55942,-0.675766,1.191227,-1.980703,1.58559,-1.861659,0.995313,-0.22128,0.698363,-1.52303,1.294831,-2.494196,1.540817,-1.262078,0.671017,-0.819895,2.196832,1.961059,1.824073,0.262455,-0.746762,-1.009929,-0.512905,-0.612847,0.078391,0.011203,-0.206641,0.484181,0.243462,0.601897,0.699949,-0.178053,-0.403799,0.0,0.240549,1.327446,0.201784,-0.486112,-0.838979,-0.905614,-0.443479,-0.635547,-0.298082,-1.156538,0.963572,1.256648,-0.214262,1.469808,1.083927,-0.046728,02.13.03@12.01.01@42.16
0.0,0.123245,-1.240565,-0.0,0.002674,-0.111118,-0.210703,-0.18981,0.410421,-1.035803,0.358968,-0.634522,0.49631,0.692204,0.786314,0.333202,0.29585,-0.95833,-0.196054,-0.497466,0.408712,-0.129624,-0.040517,0.273356,0.684118,0.468573,1.210218,0.606447,-1.81398,0.043029,-1.653845,0.086898,-0.072646,-0.721231,-0.862752,0.641529,-0.58313,1.612369,-2.026828,0.284054,-1.476241,1.516532,-0.903075,1.117786,0.80223,0.84851,-0.277489,-0.618403,-0.990325,0.186445,1.379182,0.785235,-0.018064,0.272822,0.201883,-0.495584,-0.177032,0.203481,0.216622,0.0,0.324397,0.110338,-0.097508,0.467587,-1.045684,-0.342446,0.374329,-0.443479,0.301249,0.555291,-0.153407,0.963572,0.535183,-0.214262,-0.062024,-0.822949,-0.174558,01.05.25@10.01.09.05@11.02.03.01@11.02.03.04@14.07.04@18.02.09@42.10.03
0.0,-0.323134,0.132018,0.208079,0.538576,0.0,0.432903,-0.622631,-0.101632,-1.073147,1.246708,-0.344477,1.17758,0.430013,0.358457,-0.512227,0.628602,-1.671089,-0.118484,-0.61873,-0.582418,-0.051631,0.260367,0.582781,0.641105,-0.053444,-0.573215,0.441851,-0.557202,0.363456,2.309301,0.507583,-2.336865,-0.361311,-0.811435,-0.353076,-2.1132,0.765601,-2.789376,1.112375,-2.011648,0.588528,-1.526919,1.484254,1.54903,2.114666,-0.025515,-0.425863,-0.382601,-0.02077,0.318492,-0.317442,-0.076596,-0.233278,-0.488179,0.535191,0.396916,0.0,-1.263407,0.16347,0.391821,0.37076,0.785964,-0.211687,0.800904,-0.187279,-0.374906,-0.414676,-1.119055,-0.333639,-1.114741,-0.139771,0.763014,-0.05587,1.299605,1.083927,0.038492,14.07.05@14.10@14.13.01.01@16.01@20.09.13@20.09.18.09.01@43.01.03.09
0.354698,-0.115887,0.109142,0.671836,0.051392,-0.9729,0.20904,0.057516,1.1785,-0.886425,0.714064,-1.214613,0.336011,1.591145,0.325545,0.091651,0.05817,-0.388122,0.075442,-0.497466,-0.201214,-0.129624,0.099895,1.124276,0.146455,-0.650034,-1.371067,-0.145995,-0.580915,-0.010376,-0.223844,0.454998,0.793907,0.35853,0.497169,-0.608831,0.334911,0.315756,0.137825,0.255491,-0.21268,0.320438,0.531768,-0.307369,-0.588365,-0.812021,-0.205496,1.478138,0.597599,0.186445,-1.28548,0.304581,-0.925319,-0.55292,1.080144,0.321257,1.01186,0.466317,-0.802954,-0.829252,0.0,-1.139688,-0.781486,-0.846661,0.856861,-0.590713,-0.406124,-0.93313,-0.031162,-0.511425,0.76613,1.004437,0.990845,-0.80823,0.686872,0.770858,0.549812,01.04@10.03.01.01.09@10.03.04.03@14.07.03
0.602603,-1.19995,-0.0,0.09766,0.173188,-0.2437,-0.210703,0.0,0.593297,0.308598,0.891612,0.60853,-0.625782,0.430013,-0.332698,-0.190159,-0.036902,-0.435639,-1.088113,-0.376203,0.370591,0.143351,0.260367,0.621459,1.243287,-0.177733,-0.502816,0.535906,-0.059233,0.737288,-0.448559,0.008019,-0.659666,-0.250566,0.420193,-0.09732,-1.370023,0.183448,-0.698518,-0.144388,-0.276929,0.60915,-0.403999,-0.572041,0.132684,0.640944,0.334448,0.515441,-0.676661,0.341856,-0.431753,1.096246,-0.896052,0.166275,0.797846,-1.506912,0.027949,-0.380598,-0.210942,0.978921,0.0,0.396802,0.244481,0.526654,-0.178347,-0.094179,-0.562214,0.420611,-0.786644,-0.084738,-1.114741,0.22801,0.269381,0.340109,-0.232227,0.913162,-0.558048,10.01.09.05@14.07.04@42.10
0.319283,1.318903,-0.668655,0.93684,0.100111,-0.044827,0.097108,-0.035231,0.959049,-0.064847,0.536516,-1.090308,-0.104811,1.066763,0.029335,-0.190159,-0.512262,-0.720743,-0.118484,-0.012412,-0.048733,-0.246613,-0.000399,-0.03607,0.576585,1.040305,-0.972141,1.006182,-1.339724,0.17654,-1.000131,-0.176031,-1.721892,0.081668,-0.68314,0.868867,0.728357,1.294831,-0.181954,0.798184,-1.433408,0.052348,0.261435,0.405208,0.493208,0.080515,-0.637451,-0.425863,-0.323789,0.626776,-0.405883,1.152794,-0.076596,-0.206641,0.358716,-0.126061,-0.382013,-0.526618,0.282401,0.0,0.391821,1.178068,0.016489,0.068883,-0.653983,-0.435546,-1.686067,-1.509189,-0.393793,-0.724768,1.309492,0.800114,1.180704,0.300511,1.129401,0.913162,0.762862,10.01.05.01@10.03.01@34.01.01.01@40.01@41.01.01@42.04.03@43.01.03.05@43.01.03.09
0.336991,1.382671,0.063389,-0.763604,-0.655023,-0.729833,-0.18272,0.490337,0.300695,-0.17688,-1.274474,-0.675957,0.055488,-0.468928,0.885051,0.776047,0.485994,1.132431,0.579649,1.281067,-1.116103,0.416326,0.701663,0.486086,0.899183,0.543147,0.295035,-0.145995,-1.078884,-0.384208,-1.000131,0.086898,0.178934,0.220099,-0.067326,0.783615,-0.801712,0.342217,-1.756246,-0.144388,-0.641006,0.897863,-1.111023,0.99563,0.106932,0.495647,0.064476,-0.126357,-0.186561,0.67858,0.499585,-0.034704,-0.427792,-0.313189,-0.29998,-0.515033,0.314923,0.261889,-0.079384,0.0,-0.046437,0.422844,-0.126007,0.068883,-0.12239,-0.745879,-0.343687,-1.480386,-0.212478,-0.084738,-0.11161,0.514062,1.408535,-0.214262,1.09536,0.429328,0.208932,16.01@20.09.07.03
-1.132729,0.282666,1.435973,2.085192,-0.143481,-0.486766,-0.658429,-0.035231,-1.345187,-0.475636,-1.736099,-0.510217,1.217655,1.853336,1.707854,0.252685,-0.17951,-0.198053,-0.583906,0.513064,-0.048733,1.46923,1.203137,1.124276,0.253988,-0.625176,-1.629195,-0.663299,-0.746904,0.683884,0.184727,0.823098,-1.330546,-0.029076,-1.196318,-0.466745,-0.014819,0.580371,-0.846108,0.455431,-0.169847,1.186575,-1.422945,0.914192,0.209939,0.640944,-0.601455,-0.490043,0.244727,0.39366,-0.27653,0.191486,-0.105863,0.352733,0.452815,0.4185,0.150938,-0.059354,-0.704285,-0.545617,0.0,-0.384464,0.842962,-0.595625,0.07346,-0.125213,-0.187597,-0.011434,0.573223,-0.084738,1.016912,0.146281,0.307353,-0.293457,-0.640716,0.201641,0.677642,01.04@10.01.09.05@11.02.03.01@11.02.03.04@16.19.03
-0.601505,-1.757924,2.808557,1.246012,0.002674,0.0,0.628783,-0.18981,-1.747514,-1.59597,-2.268743,-0.551652,2.299672,0.72966,1.707854,0.252685,0.581066,0.087051,-0.777831,0.593907,-0.506177,0.611309,1.002547,0.582781,-1.91817,-2.613811,-2.239317,-1.063034,0.557299,1.858785,1.124442,2.479547,1.297067,-0.776603,-0.554846,-2.313867,-1.391881,-1.351319,-1.510263,-0.230076,0.643971,1.990846,0.594152,1.341739,0.699222,0.723971,0.40644,0.515441,-0.696265,-0.590611,-2.579005,-1.844224,-2.476431,2.297223,4.436356,0.865817,1.483317,0.378705,-0.967401,-3.169239,-1.630911,-0.905308,2.837898,0.260851,0.241332,1.023021,0.374329,0.103778,-0.182259,-0.226967,-0.780364,-1.324842,0.269381,-0.095468,-1.151327,-0.196811,1.061132,01.06@10.01.09.05@11.02.03.04@16.03.01@34.11.03.07
2.479595,0.107303,0.040513,-0.0,-0.362713,0.242434,-0.518515,0.583084,-0.138207,-0.400947,-1.416513,-0.924568,1.097431,1.066763,1.64203,-0.71352,-0.131974,-0.150536,-0.583906,0.836434,-0.582418,0.299337,0.601369,0.718155,0.318507,-1.072619,-0.127357,-0.898437,-0.20151,0.069731,0.572871,0.008019,0.067121,0.053982,-0.22128,-0.779335,1.078087,-0.372243,-0.23115,-0.172951,0.900967,0.732884,0.344614,-0.775635,-0.923138,-0.562941,0.694411,0.6438,0.029083,0.160543,0.085657,-0.00643,-0.661922,0.406007,0.390082,-0.184407,0.068946,-0.000946,-1.000291,0.0,-0.922955,-0.436548,-0.097508,-0.713759,0.157396,-0.528646,-0.031506,-0.472282,-0.605328,-0.404753,0.891521,0.391469,0.421268,-0.966621,0.210302,1.909291,0.720252,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05
0.0,-0.721687,-0.371262,-0.0,0.538576,1.170507,0.824663,0.181179,-0.211357,-0.998459,0.074891,-1.628964,-0.505558,1.328954,-0.069401,0.534495,0.248314,-1.148399,-0.816617,-0.780415,-0.315575,-0.246613,-0.0,-0.287478,-0.649286,-0.550602,-1.558796,-0.404647,-1.292299,-0.063781,0.103013,-0.070859,0.067121,-0.029076,-0.785776,-0.807752,-0.801712,0.183448,-0.181954,0.369742,-0.448259,0.237948,1.238791,1.280661,1.806548,1.948613,2.224252,1.75625,-0.578641,-0.901433,-1.647667,-0.854643,-1.598443,0.299459,-0.017682,-0.670622,0.13044,-0.292986,-0.37539,0.376197,0.0,0.891604,0.016489,1.309296,0.157396,0.588554,-0.96805,-1.393977,-2.267387,-0.831439,-0.195204,0.064552,-0.452083,-0.729034,0.61879,1.226231,1.529843,01.07.01@01.20
0.885922,0.410203,0.612423,0.450999,0.12447,1.104216,0.880629,1.201399,0.044669,-1.409248,0.039381,-0.924568,-0.18496,-1.330413,2.695218,-1.961536,-0.036902,-2.193779,3.023114,-1.305891,-1.154223,-1.104535,-0.261166,-0.442191,1.114248,0.344283,-0.103891,0.25374,-0.912894,0.683884,-0.448559,-0.123445,-1.861659,0.137041,-0.041668,0.52786,-0.298975,0.844986,0.629791,-0.487141,0.751053,0.444172,-0.403999,0.03874,0.235691,-0.583698,-1.501362,0.408474,-0.637453,0.67858,-0.302401,0.756961,-0.04733,0.725649,0.107784,-0.28165,-0.054043,-0.17617,0.117953,0.0,0.155836,0.709308,0.415476,0.895825,-0.402176,2.605721,1.217219,-0.040237,-0.54489,-0.724768,-1.240132,0.636656,0.383296,-0.491447,-1.730019,-1.676774,-0.046728,01.01.13@01.02.07@01.06.10@10.03.01@10.03.02.01@11.02.03.04@16.03.01
0.496358,0.649334,-0.325509,0.495167,-0.849896,0.375016,0.20904,-0.437136,0.410421,-1.521281,0.287949,1.561538,0.095563,0.692204,0.325545,0.13191,-0.17951,-1.671089,0.036657,0.472643,0.332471,-0.324606,0.460956,-0.577565,-0.176143,0.543147,0.154238,1.147265,-1.339724,0.630479,-0.264701,-0.123445,-1.134872,-1.025779,-0.298257,0.21527,-0.167826,0.686217,0.113226,0.512556,0.322727,0.794751,0.365409,-0.103776,-0.562614,-0.417645,-0.259491,0.151755,-0.147353,-0.046672,0.525456,1.237615,1.240386,0.406007,0.515548,-0.923454,-0.443507,-1.373533,-0.474058,0.0,0.155836,0.527013,-0.439497,0.45282,-0.234305,-0.094179,-0.125161,0.276596,0.150153,0.94642,-0.40419,0.554927,0.687071,-0.768632,0.857075,-1.762156,-1.026758,01.04@01.06.02.01@30.01.09.11@42.04.03@43.01.03.05@43.01.03.09
-0.512968,0.824698,0.635299,-0.564851,-0.046044,-0.398379,-0.714395,-0.158894,-0.613684,-0.699703,-0.954888,-0.468782,1.297804,-0.431472,1.214172,0.13191,0.05817,0.419672,0.075442,1.483173,-0.696779,1.313245,1.263314,0.988902,0.813157,0.369141,0.013441,-0.028426,-0.533489,0.229945,-0.816273,0.270948,0.178934,-0.555114,-0.68314,0.186853,-2.047625,0.500986,-1.70705,-0.058699,-0.641006,1.289687,-1.422945,1.178864,0.287194,0.495647,-1.105403,0.921913,1.087698,0.523169,-1.363091,0.643866,0.74286,-1.218842,-0.362713,-0.242753,-0.238526,-0.585026,0.413959,0.0,-0.282423,0.683266,0.500973,-1.333966,-0.31824,0.029954,1.02991,0.420611,0.633661,0.839749,-0.195204,-0.425822,0.990845,-0.135066,0.14222,-0.082967,-0.004118,12.04.01
1.080705,0.649334,1.001322,-0.675269,-0.46015,0.109852,-0.266669,-0.653546,-0.321083,0.308598,-0.670811,0.235615,-0.86623,1.104219,1.214172,-0.0,-1.415446,-0.435639,-0.46755,1.564016,-0.391816,1.430234,-0.160871,-0.732278,-0.541753,0.294567,-0.056958,0.159685,-0.438638,0.17654,0.246013,-0.070859,-0.352179,-1.274955,-0.246939,-0.438327,0.203762,0.659755,1.047963,-0.230076,1.157962,0.815373,0.323819,-0.022338,-0.3566,-0.417645,-0.0,-0.982088,-0.970721,0.859893,1.586146,1.605174,-0.661922,0.88547,2.146604,-0.262201,0.007451,0.11587,-0.210942,-0.013801,-1.732047,-1.269899,-0.752986,-0.123086,0.353246,-0.466579,0.592856,-0.587494,-1.934975,0.981977,1.476681,0.922708,-0.490055,1.330056,0.14222,-0.794488,-0.259778,01.05.25@11.02.03.04@42.19
