alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-0.06,-0.23,-0.45,-0.18,-0.25,-0.09,0.04,-0.23,-0.1,0.03,-0.32,-0.07,-0.29,-0.34,-0.14,-0.06,-0.36,-0.1,-0.58,-0.15,-0.38,0.14,-0.25,-0.12,-0.06,0.3,0.3,0.42,-0.096529,0.34,0.4,0.52,-1.15,0.03,-0.42,-0.22,-0.84,-0.34,-0.29,1.12,2.03,-0.4,-0.76,-0.36,-0.92,0.37,-0.17,0.08,-0.71,-0.251584,-0.286889,-1.36,-1.79,0.59,-0.6,-0.42,-0.71,-2.56,0.04,0.23,-0.12,-0.04,0.08,-1,-1.09,-1.36,-0.38,-0.58,0.39,-0.47,-0.74,-0.51,0.18,0.16,0.43,-0.04,-0.03,-1,-1.36,01.04@01.05.02.07@01.05.25@02.01,313
-0.12,-0.32,0.12,-0.27,0.08,-0.3,0.16,0.5,-0.18,0.04,-0.25,0.03,-0.22,-0.01,-0.25,-0.22,0.03,-0.1,0.44,-0.62,-0.25,-0.47,-0.22,-0.1,0.01,0.28,0.26,-0.04,-0.1,0.16,0.39,-0.04,-0.34,0.28,-0.43,-0.27,-0.58,-0.42,-0.3,1.42,0.11,-0.69,0.03,0.58,-1.09,-0.42,-0.62,-0.01,-0.74,-1.09,-1.15,-0.92,-0.6,0.3,-0.1,0.19,-0.89,-1.03,0.29,0.56,0.33,0.34,0.26,0.03,-0.14,-0.58,0.2,0.18,-0.3,-0.25,0.11,-0.25,-0.27,0.04,0.82,0.3,0.07,0.68,0.29,01.06@18.02.01@34.01.01.01,314
0.06,0.16,0.45,0.19,0.29,0.3,0.26,0.01,0.1,0.11,0.19,-0.29,-0.06,0.26,0.18,0.48,-0.09,0.24,-0.14,-0.07,0.21,0.12,0.04,-0.22,0.14,0.33,0.3,0.28,-0.04,0.36,0.45,0.25,-0.160165,-0.07,-0.09,-0.58,-0.51,-1.89,-0.25,0.8,-0.06,-1.4,-0.69,0.75,-1.12,-0.2,-1,0.3,-0.76,-1.51,-1.64,-1.6,-1.09,0.96,0.06,0.53,-0.74,-1.94,0.61,0.58,0.41,-0.183783,-0.06,0.08,0.06,-0.43,-0.04,-0.32,0.29,0.04,0.08,0.32,0.34,0.23,0.92,0.38,0.39,0.62,0.32,01.05@02.16.01@32.07,315
-0.18,0.58,-0.15,0.25,0.2,0.14,0.04,-0.03,0.04,-0.32,-0.27,-0.09,0.07,-0.17,-0.079458,-0.03,-0.17,-0.06,0.28,0.01,0.03,-0.17,-0.4,-0.03,0.15,0.2,0.24,0.36,0.21,0.24,-0.03,-0.18,-0.58,-0.45,-0.29,0.42,0.26,0.11,-0.06,0.42,0.36,0.33,0.19,-0.09,0.01,0.07,0.19,0.04,0.49,-0.74,-1.18,-1,-0.84,1.08,-0.56,-0.25,-0.36,-1.6,0.07,-0.4,-0.51,-0.62,-0.23,-0.17,0.55,-0.01,0.36,0.3,0.11,0.3,-0.09,0.15,0.21,-0.07,0.31,-0.09,0.1,-0.04,-0.25,20.01.01.01.01@20.09.18@34.01.01.01,316
0.67,0.55,0.57,0.49,0.3,0.37,0.61,0.41,0.33,0.03,0.25,-0.105146,0.33,-0.27,0.21,-0.3,0.43,-0.27,0.11,0.01,0.25,0.4,0.21,0.07,0.04,-0.27,0.04,0.2,0.31,0.33,0.2,0.26,-0.76,0.33,-0.29,0.03,-0.14,-0.14,-0.09,0.36,-0.03,-0.84,-0.34,0.44,-0.81,0.07,-0.54,-0.14,0.2,-1.06,-1.4,-1.47,-1.03,1.34,-0.51,-0.58,-0.81,-2.12,0.42,0.14,-0.09,-1.25,-0.64,-0.34,0.36,-0.58,-0.01,-0.04,0.36,0.36,0.29,-0.32,0.21,-0.15,0.64,0.11,0.2,0.1,-0.17,32.01,317
-1,-1.4,-0.92,-0.6,0.34,0.25,1.06,0.18,0.46,0.07,0.01,-0.17,0.2,-0.12,0.48,0.11,0.49,-0.2,-1.12,0.64,0.07,0.1,0.44,0.18,0.07,0.04,-0.12,0.41,0.21,-0.29,-0.36,0.33,-0.76,-0.86,-0.34,0.87,1.08,0.82,0.46,0.25,0.16,0.28,0.4,-0.92,-0.45,-0.67,-0.47,-0.62,-0.15,-1.94,-2.56,-1.64,-1.47,1.9,-0.62,0.48,-1.06,-2.25,-0.14,-1.89,-1.03,-0.04,0.36,0.25,-0.27,-1.79,0.16,0.49,-0.23,-0.4,-0.62,-0.1,-0.18,-0.32,-0.07,-0.58,-0.64,-2.18,-1.84,01.06.06.11,318
-0.09,-0.23,-0.12,0.19,-0.12,-0.17,-0.29,-0.2,-0.18,-0.18,-0.03,0.04,0.15,-0.22,-0.23,-0.15,-0.36,-0.09,0.06,0.04,0.24,0.29,0.14,0.21,0.15,0.07,-0.22,0.1,0.15,-0.09,-0.27,-0.14,-0.6,-0.67,-0.47,-0.32,-0.23,-0.23,-0.15,-0.03,-0.14,-0.42,-0.3,-0.4,-0.29,-0.18,-0.49,-0.3,-0.97,-0.89,-1.56,-1.47,-1.15,0.18,-0.74,0.24,-0.62,-0.47,0.04,0.03,0.25,0.28,0.01,0.24,-0.29,-0.62,-0.282466,-0.23,0.21,0.42,0.19,0.34,-0.01,0.15,0.144266,-0.51,-0.2,-1.56,-0.76,20.01.01.07.09@20.03.01.01@20.09.18@34.01.01@34.01.03.05,319
-0.1,-0.62,-0.06,0.01,0.44,0.12,0.45,0.01,0.1,0.19,-0.09,-0.03,-0.32,-0.27,-0.07,0.08,-0.109326,-0.27,-0.4,0.1,-0.42,-0.23,-0.36,-0.32,-0.12,0.71,0.7,0.66,-0.06,0.59,0.61,0.42,-1.18,-1.79,-1.51,-0.74,-0.49,-0.42,-0.29,-0.29,-0.38,0.31,0.38,-0.17,0.58,0.33,0.4,-0.1,-1.89,-2.18,-2,-2.32,-2.06,0.36,-0.14,0.11,-1.84,-1.89,-0.06,1.67,1.16,0.8,0.65,-0.38,-0.38,-0.56,0.64,-0.15,0.2,-0.76,0.06,0.39,0.25,0.23,-0.22,-0.01,0.04,0.68,0.41,01.04@14.01@14.04@16.19.03@18.02.01@20.01.10@20.09.04@32.01,320
-0.81,0.38,-0.03,-0.04,-0.67,-0.102852,-0.34,-0.45,-0.29,0.12,-0.22,-0.01,-0.29,-0.47,-0.15,0.04,-0.27,-0.03,0.93,-0.42,0.01,0.23,-0.22,-0.1,-0.03,0.21,-0.03,-0.18,-0.01,0.11,0.25,0.25,-0.45,-0.36,0.06,0.49,0.07,-0.3,-0.3,0.32,0.58,0.08,-0.34,-0.42,-0.58,-0.56,-0.51,-0.04,-0.42,-1.4,-2.25,-1.64,-1.12,1,-0.18,0.44,-1.09,-2,0.28,1.74,1.04,0.65,0.57,0.14,-0.04,-0.18,0.31,0.42,-0.06,0.38,0.2,0.62,-0.2,-0.43,-0.25,0.24,0.07,1.03,-0.04,01.04@10.03.01.01.03@14.07.03@20.01.11@20.09@34.01@34.11.12,321
0.07,0.32,0.39,0.31,0.3,0.39,0.5,0.18,0.01,0.31,0.25,0.12,0.1,-0.15,0.1,-0.06,-0.03,-0.03,-0.3,-0.58,-0.25,-0.6,-0.4,-0.49,-0.34,-0.01,-0.29,-0.03,-0.06,-0.12,-0.36,0.21,-0.6,-0.2,-0.086127,-0.38,-1.18,-0.32,-0.36,1.1,-0.03,-1.12,-0.12,0.12,-1.12,0.16,-0.74,-0.17,-0.1824,-1.18,-1.6,-1.43,-2.4,0.64,-0.74,-0.27,-0.97,-1,0.3,0.31,0.6,0.73,0.75,0.53,-0.76,-0.29,-0.76,-0.3,0.06,0.45,0.42,0.42,-0.76,-0.49,-0.18,-0.54,-0.74,0.5,0.21,01.03.04@01.07.01,322
0.06,0.43,-0.36,-0.2,-0.3,-0.22,-0.06,-0.2,-0.29,-0.45,-0.69,-0.34,-0.01,-0.36,-0.09,-0.42,-0.29,-0.43,-0.2,-0.01,-0.15,-0.23,-0.1,-0.22,-0.22,-0.3,-0.18,-0.25,-0.15,-0.06,-0.03,0.01,0.51,0.15,-0.14,0.12,-1.94,-0.07,0.07,0.66,0.21,0.06,0.28,-0.07,-0.07,-0.07,-0.27,-0.34,-1.15,-1.43,-1.64,-1.56,-1.09,-0.3,-0.79,-0.58,-0.64,-1.32,-0.07,0.24,-0.23,-0.34,0.34,0.53,-0.27,-1.03,-0.18,-0.54,0.07,0.29,0.34,1.16,-0.07,0.15,0.03,-0.51,-0.27,0.39,0.48,11.02.03.01@11.02.03.04,323
0.01,0.24,0.19,-0.03,-0.15,-0.18,-0.07,0.03,0.15,-0.07,-0.14,-0.105146,-0.18,-0.45,-0.07,-0.04,-0.4,-0.07,0.25,-0.32,0.01,-0.25,-0.64,-0.62,-0.38,-0.29,-0.04,-0.12,-0.1,0.2,0.1,-0.12,-0.25,-0.32,-0.47,-0.45,-0.45,-0.06,-0.25,-0.15,-0.49,-0.54,-0.62,0.38,-0.3,-0.23,-0.15,-0.29,-0.69,-0.69,-1,-0.49,-0.42,-0.22,-0.43,0.33,-0.64,-0.292577,-0.1,0.74,0.65,0.19,0.11,0.43,-0.27,-0.62,-0.34,-0.3,0.06,0.42,0.16,0.12,-0.1,-0.000136,0.1,0.14,-0.06,0.52,0.4,14.07@14.13.01,324
-0.14,0.38,-0.09,-0.49,0.06,-0.1,-0.01407,-0.32,-0.23,-0.06,-0.56,-0.36,-0.06,-0.2,-0.01,-0.32,-0.29,0.11,1.06,-1.06,-0.67,-0.51,-0.97,-1,-0.94,-0.76,-0.22,-0.71,-0.51,-0.27,-0.6,-0.29,-0.29,-0.17,0.25,-0.42,-0.27,-0.54,-0.92,-0.51,-1.43,-0.6,-0.3,1.28,-0.54,-0.43,-0.92,-0.29,-1.47,-1.56,-1.64,-1.15,-0.62,0.15,-0.38,0.44,-0.97,-0.97,-0.04,0.95,0.1,0.72,-0.01,0.14,-0.43,-0.32,-0.62,-0.23,-0.04,0.6,0.26,0.07,-0.51,0.69,0.08,0.08,-0.23,1.66,1.28,14.04@20.09.13@20.09.18.09.01,325
0.04,0.23,0.15,0.08,0.19,-0.2,0.08,-0.07,-0.07,0.21,0.08,0.34,0.03,-0.15,-0.34,0.04,0.03,-0.07,0.08,-0.15,-0.36,-0.27,-0.4,-0.32,-0.29,0.00995,0.07,-0.03,-0.42,-0.22,-0.1,0.1,-0.67,-0.1,-0.1,-0.25,-0.18,0.11,0.01,-0.17,-0.3,-0.18,-0.1,0.15,-0.14,-0.04,-0.17,-0.27,-0.47,-1,-1.51,-1.51,-1.29,0.81,-0.23,-0.54,0.04,-0.94,-0.04,0.55,-0.01,0.31,0.04,-0.25,-0.27,-0.43,-0.4,-0.47,0.12,0.06,-0.3,-0.07,-0.09,-0.01,0.144266,-0.04,-0.07,0.5,0.07,14.07.05@14.13.01,326
0.01,-0.6,-0.3,-0.51,-0.25,-0.58,0.03,-0.1,-0.07,-0.1,-0.38,-0.32,-0.22,-0.58,-0.23,-0.32,-0.14,0.26,-0.47,-0.76,-0.84,-0.67,-0.45,-0.3,-0.64,-0.45,-0.1,-0.27,-0.56,-0.49,-0.36,-0.23,-0.07,-0.38,-0.15,0.39,0.58,0.33,0.08,0.2,0.15,0.4,0.52,-0.81,-0.09,-0.22,-0.14,-0.32,-1.06,-1.18,-1.12,-1.43,-1.4,-0.018363,-0.2,-0.81,-1.06,-0.74,-0.38,-0.54,-0.207522,0.23,-0.3,0.1,-0.47,-0.4,-0.43,-0.62,-0.25,0.25,-0.1,-0.120175,-0.49,0.14,0.32,-0.49,-0.14,0.84,0.4,11.06.02,327
-0.1,-0.18,0.14,-0.09,-0.07,0.1,-0.01407,-0.01,-0.2,-0.15,-0.22,-0.23,-0.01,-0.42,-0.23,-0.3,0.21,-0.18,0.25,-0.1,-0.09,-0.18,0.2,-0.27,-0.07,-0.29,-0.29,-0.74,-0.17,-0.1,-0.29,-0.12,0.1,0.03,-0.4,-0.23,-0.36,-0.32,-0.2,-0.18,-0.15,-0.17,-0.29,0.01,0.15,0.12,0.08,-0.62,-0.69,-0.84,-1.25,-1.06,-1.03,0.11,-0.84,0.2,-0.23,-0.6,0.04,0.07,0.07,0.06,-0.32,-0.04,-0.76,-0.29,-0.62,-0.56,-0.06,0.41,0.51,0.52,-0.12,-0.06,-0.2,-0.12,-0.1,0.19,0.2,11.04.03.01@16.01,328
-0.2,0.08,0.14,-0.12,0.04,0.15,0.12,-0.06,-0.01,-0.17,-0.06,-0.2,0.03,-0.14,-0.27,-0.42,-0.23,-0.42,0.91,-0.32,-0.36,-0.07,-0.04,-0.42,-0.22,-0.34,-0.4,-0.6,-0.25,-0.2,-0.38,-0.04,0.06,-0.32,-0.18,-0.2,-0.29,-0.04,0.08,-0.29,-0.18,0.2,0.38,-0.51,-0.03,0.24,0.28,-0.32,-0.69,-1.51,-1.89,-1.47,-1.12,0.68,-0.92,-0.15,-1.06,-2.18,0.11,0.37,0.03,0.21,-0.29,0.6,-0.58,-0.29,-0.58,-0.27,-0.36,0.33,0.39,0.1,-0.32,-0.36,0.2,-0.25,0.03,1.54,1.28,01.03.04,329
1.48,0.37,0.24,-0.1,-0.06,-0.06,-0.64,0.07,0.01,-0.17,0.69,-0.18,-0.06,-0.03,-0.14,0.31,-0.06,-0.17,0.28,-0.62,-0.189547,0.06,-0.17,-0.51,-0.15,-0.07,-0.2,-0.4,-0.25,-0.43,-0.15,-0.22,0.11,0.06,-0.04,-0.67,-0.43,-0.3,-0.32,-0.25,-0.17,-0.29,-0.3,0.19,-0.03,-0.04,0.08,0.19,-1.47,-1.51,-2.25,-1.51,-1.47,0.01,-0.69,-0.09,-0.89,-1.03,0.11,0.34,0.28,0.06,0.33,0.55,-0.97,-0.23,-1.69,-0.51,-0.22,0.37,0.41,0.19,-0.29,0.01,0.01,-0.14,-0.12,1.03,1.45,42.01,330
-0.1,-0.12,0.01,-0.34,-0.23,0.14,0.19,-0.38,0.28,-0.17,-0.29,-0.27,-0.38,-0.27,-0.01,-0.01,0.11,-0.1,-0.76,-0.81,-0.4,-0.38,-0.25,-0.86,-0.64,-0.34,-0.14,-0.49,-0.62,-0.14,-0.18,-0.45,-0.15,-0.04,-0.01,-0.62,-0.17,0.04,-0.22,0.03,-0.51,-0.43,-0.04,0.53,-0.29,-0.71,0.01,-0.18,-0.62,-1.32,-1.69,-1.43,-1.79,0.58,-0.54,0.45,-1.09,-1.09,0.06,-0.04,0.33,0.07,0.19,0.16,-0.76,-0.3,-0.64,-0.36,0.03,-0.07,0.07,-0.34,-0.07,-0.2,-0.2,-0.15,0.08,0.83,0.18,10.01.05.01@32.01,331
0.07,-0.34,-0.12,-0.29,0.07,-0.18,0.06,-0.12,-0.07,-0.06,-0.12,0.01,-0.048787,-0.42,-0.22,-0.23,0.08,-0.04,0.07,-0.43,-0.58,-0.67,-0.54,-0.58,-0.3,-0.36,0.03,0.07,-0.34,0.15,0.04,-0.29,-0.23,-0.06,0.08,-0.14,0.11,0.1,-0.07,-0.03,-0.23,-0.27,-0.25,-0.34,-0.04,-0.22,-0.01,-0.22,-1.03,-1.12,-0.76,-0.89,-1.09,-0.03,-0.18,-0.34,-0.92,-0.47,-0.3,0.21,0.57,0.15,0.14,-0.4,-0.32,-0.25,-0.36,-0.27,-0.09,0.19,0.2,-0.43,-0.03,-0.000136,0.08,-0.18,-0.06,0.65,0.76,10.01.03@14.01@14.07@16.01@32.01.07@34.01.01.01,332
-0.14,-0.42,0.03,-0.17,0.18,-0.27,0.3,0.19,0.26,0.12,-0.04,-0.17,-0.17,-0.36,-0.079458,-0.14,0.08,-0.09,-0.56,-0.51,-0.76,-0.45,-0.43,-0.04,-0.38,0.52,0.46,0.33,-0.32,0.59,0.84,0.25,0.14,-0.15,-0.34,-0.51,-0.58,-0.67,-0.47,-0.71,-0.6,-0.03,0.08,0.33,0.46,0.31,0.6,0.03,-0.64,-1.22,-2,-1.56,-2.06,0.86,-0.81,-1.4,-0.58,-0.292577,0.2,1.2,0.65,0.11,0.21,-0.25,0.26,0.2,0.55,0.5,-0.36,0.2,0.12,-0.06,0.18,-0.06,-0.03,-0.38,-0.3,0.007143,-1.09,14.07.05@14.10@14.13.01.01@16.01@20.09.13@32.01@34.11.03.07@43.01.03.09,333
0.49,0.49,0.33,0.28,0.18,-0.23,-0.15,-0.32,-0.42,-0.56,-0.38,-0.38,-0.15,-0.62,-0.12,-0.51,0.18,-0.45,1.11,0.06,-0.12,-0.47,-0.51,-0.62,-0.3,-0.09,0.03,-0.42,-0.06,0.11,0.06,-0.065573,-0.54,-1.03,-0.86,-0.36,0.03,-0.04,0.18,0.18,-0.03,-0.22,0.07,-0.04,0.34,0.34,0.42,-0.49,-0.86,-1.6,-1.89,-2.18,-2.47,0.91,-0.81,-1.32,-0.54,-1.03,0.15,0.81,0.75,0.11,0.01,0.51,0.08,-0.07,0.12,0.2,0.4,0.06,0.07,-0.71,-0.12,-0.1,0.03,-0.15,-0.1,-0.12,-0.47,16.01@20.09.18.09.01@32.01.03@34.11.03.07@40.01@42.01@42.04.03@43.01.03.05,334
-0.07,-0.2,0.23,0.12,-0.22,-0.42,-0.07,-0.49,-0.1,-0.54,-0.18,-0.45,-0.2,-0.64,-0.27,-0.4,-0.36,-0.34,0.58,-0.01,-0.22,-0.38,-0.51,-0.64,-0.51,-0.15,-0.1,-0.06,-0.22,0.43,0.37,0.11,-0.22,-0.32,-0.25,0.11,0.11,0.08,0.06,0.51,0.15,-0.1,-0.2,-0.3,0.28,0.03,0.34,-0.34,-0.38,-0.81,-1.36,-1.29,-1.03,0.7,-0.74,-0.45,-0.3,-0.81,-0.1,0.84,0.96,0.41,0.33,0.51,0.04,-0.27,0.28,0.34,0.01,0.16,0.1,-0.45,0.06,0.01,-0.09,-0.04,-0.15,0.3,-0.325852,16.07@20.09.14@40.01,335
0.15,0.21,0.2,0.44,0.16,-0.51,0.11,-0.22,0.01,-0.18,-0.12,-0.25,-0.07,-0.43,-0.01,-0.43,0.01,0.28,0.63,-0.36,-0.42,-0.38,-0.12,-0.15,-0.56,0.01,0.1,-0.23,-0.07,0.07,-0.1,0.12,-0.1,0.21,0.3,-0.14,-0.06,-0.06,0.06,0.11,-0.12,-0.03,0.12,-0.23,0.39,0.21,-0.095054,-0.47,-0.71,-0.89,-1.32,-1.4,-1.22,-0.12,-0.51,-1.29,-0.62,0.03,-0.3,0.77,0.14,-0.4,-0.2,-0.15,0.01,-0.2,-0.2,-0.07,-0.15,0.46,-0.15,-0.38,-0.12,-0.04,0.15,-0.51,-0.18,0.007143,-0.25,20.01.01.01@20.09.04@34.01.01.01,336
0.39,0.06,0.3,0.31,0.2,0.07,0.3,-0.082162,-0.01,-0.49,-0.2,-0.18,-0.04,-0.23,0.06,0.1,-0.18,-0.32,-0.62,-0.47,0.03,-0.43,-0.3,-0.1,0.18,0.11,0.16,-0.17,-0.15,0.18,0.08,-0.04,0.24,-0.12,0.88,1.02,0.45,-0.18,-0.29,0.75,0.57,0.34,-0.09,-1.18,-0.07,-0.01,0.3,0.08,-1.22,-1.32,-1.69,-1.4,-1.4,-0.17,-0.51,-0.62,-1.29,-0.94,-0.09,-0.01,-0.06,-0.32,-0.01,-0.29,-0.22,-0.81,0.1,0.62,-0.12,0.16,-0.23,0.32,0.28,0.32,0.38,0.04,-0.23,0.14,-0.45,40.01@42.01@42.04@43.01.03.05,337
-0.64,-0.67,-0.81,-0.54,-0.64,-0.3,-0.58,-0.34,-0.3,-0.12,-0.51,-0.22,-0.32,-0.56,-0.49,-0.22,-0.34,-0.2,-0.09,0.31,0.12,-0.07,-0.01,-0.09366,-0.1,0.01,-0.15,-0.14,-0.1,-0.29,-0.17,-0.07,0.03,-0.64,0.04,0.29,-0.25,-0.080071,-0.01,0.16,0.25,0.3,0.01,0.96,0.03,0.08,0.01,-0.14,-0.1824,-0.81,-1.79,-1.79,-1.18,0.94,-0.76,-0.81,-0.58,-1.74,-0.1,-0.45,-0.1,-0.58,-0.09,-0.18,-0.43,-0.38,-0.58,-0.56,-0.32,0.25,-0.12,-0.07,-0.03,-0.47,-0.2,-0.27,-0.36,-0.38,-0.74,01.02.07.01@11.02.03.01@11.02.03.04,338
-0.4,0.91,-0.69,-0.67,-0.81,-0.42,-0.51,-0.43,-0.22,0.12,-0.04,-0.27,-0.29,-0.54,-0.45,-0.07,-0.71,-0.18,0.11,0.04,0.38,0.25,0.07,0.01,-0.17,0.04,-0.15,0.23,-0.12,-0.027305,-0.42,0.12,0.18,0.01,-0.1,-0.062812,-0.29,-0.07,-0.23,0.25,0.18,-0.18,-0.17,0.28,-0.47,-0.6,-0.67,-0.191583,-1.09,-1.25,-1.47,-1.18,-1.22,0.18,-0.4,-0.36,-1.03,-0.71,0.11,-0.32,-0.14,-0.07,-0.01,-0.3,-0.76,-0.58,-0.34,-0.54,-0.1,0.38,-0.34,-0.22,0.01,-0.15,-0.2,-0.56,-0.74,-0.36,-0.54,01.04@01.05@01.06.10@11.04.03@14.07.03@30.01@32.01.07,339
-0.18,-0.27,-0.14,-0.67,-0.18,-0.47,-0.47,-0.42,-0.29,-0.07,-0.36,-0.22,-0.23,-0.49,-0.67,-0.17,-0.84,-0.42,-0.01,0.07,0.08,0.01,-0.22,-0.47,-0.09,-0.27,0.15,-0.04,-0.32,-0.04,-0.45,0.03,-0.17,-0.12,0.23,0.11,-0.12,0.2,-0.07,0.12,-0.12,-0.07,-0.29,0.54,-0.06,-0.03,-0.12,-0.2,-1.03,-1.29,-1.74,-0.6,-1.56,0.58,-0.4,0.03,-0.97,-1.47,0.04,-0.22,-0.09,-0.14,-0.32,-0.84,-0.56,-0.17,-0.3,-0.62,-0.14,0.63,-0.49,-0.25,-0.51,-0.27,-0.14,-0.3,-0.54,0.3,-0.71,10.01.02@10.01.03.05@10.03.01@10.03.02,340
0.15,-0.12,0.12,0.08,0.06,0.01,-0.01407,0.1,-0.040729,-0.09,0.08,0.04,-0.048787,0.01,-0.079458,0.18,0.03,0.04,-0.29,0.03,-0.04,0.12,0.28,0.19,0.33,0.45,0.23,0.11,0.19,0.4,0.28,0.15,-0.62,-0.51,-0.3,-0.42,-0.69,-0.47,-0.54,-0.42,-0.22,-0.43,-0.56,0.12,0.01,-0.17,-0.1,-0.09,-0.6,-1.56,-2,-2,-2.47,0.63,-0.81,-0.29,-0.74,-1,0.04,-0.27,-0.27,0.14,-0.43,0.43,0.86,0.46,0.87,0.29,-0.04,-0.15,-0.43,-0.15,0.2,0.36,0.4,-0.09,0.15,-0.32,-0.67,16.01@16.06@40.01@42.04.03@42.04.05@43.01.03.05,341
0.15,-0.4,-0.2,-0.49,-0.04,-0.38,0.26,-0.15,-0.01,0.15,-0.06,-0.22,-0.2,-0.2,-0.07,-0.29,0.11,-0.17,-0.92,-0.47,-0.69,-0.43,0.12,-0.01,-0.23,0.24,0.03,0.41,-0.27,0.03,-0.15,0.04,1.21,0.39,-0.3,-0.07,0.07,0.18,0.18,0.173503,-0.18,0.08,0.03,-0.97,-0.36,-0.45,-0.38,-0.23,-1,-0.69,-1.18,-1.03,-1.47,-0.22,-0.62,-0.58,-1.94,-0.292577,-0.25,-1.12,-0.86,-0.4,0.07,-0.58,-0.71,-1.47,-0.58,-0.79,-0.32,-0.62,-0.71,-0.76,0.08,0.32,0.72,0.04,-0.222872,-0.06,-0.97,20.01.01.01.01@20.01.07@20.09.16@20.09.18@34.01.01.01,342
0.1,0.49,0.15,-0.1,-0.23,-0.54,-0.2,-0.12,0.6,0.23,-0.03,0.19,-0.14,0.08,0.26,0.56,0.26,0.14,-0.1,0.1,-0.189547,0.11,0.28,-0.47,-0.18,-0.01,0.04,0.29,-0.096529,0.37,0.01,-0.12,-0.04,-0.38,0.08,-0.15,-0.04,0.42,0.43,0.24,0.31,-0.188172,0.58,0.98,0.74,-0.18,-0.94,0.11,-1.4,-1.36,-1.84,-1.89,-2,0.32,-0.67,-0.49,-2.06,-2.64,-0.42,-0.84,-1.43,-0.54,-0.94,-0.92,-0.1,-1.56,-1.22,-1.09,-0.32,-0.18,-0.97,-1.36,0.01,0.69,1.03,0.8,0.82,-0.2,-0.64,01.03.01.03,343
0.11,0.62,0.28,0.19,-0.07,-0.47,-0.18,-0.29,0.1,-0.06,0.18,-0.17,-0.03,-0.18,-0.03,0.03,-0.27,0.08,0.18,0.38,-0.22,-0.15,-0.32,-0.17,-0.36,-0.25,0.14,0.26,-0.07,0.3,0.3,0.18,-0.38,-0.47,-0.15,0.07,0.07,0.16,0.23,0.18,0.15,0.12,0.2,-0.25,0.49,0.37,0.48,-0.191583,-2,-2.74,-3.06,-2.4,-1.94,0.33,-0.74,0.51,-2.84,-3.47,-0.25,-1.06,-1.29,-0.84,-1.15,-1,0.14,-1.32,-0.92,-1.12,0.06,0.03,-0.12,-0.84,0.37,0.82,1.16,0.52,0.85,-0.49,-1.09,01.03.01.03,344
-0.34,0.68,0.1,-0.43,-0.54,-0.47,0.03,-0.07,0.33,-0.58,-0.06,-0.45,-0.27,-0.51,-0.03,0.2,-0.09,-0.04,-0.62,-0.09,-0.29,-0.09,-0.43,-0.34,-0.64,-0.47,-0.45,-0.42,-0.22,-0.1,-0.15,-0.12,0.82,0.58,0.36,-0.14,-0.32,0.66,0.41,0.42,0.78,0.23,0.58,0.58,0.41,0.29,0.67,-0.03,-2.32,-2.25,-2.84,-2.4,-2.32,-0.3,-0.86,-0.3,-2.84,-2.84,-0.42,-0.92,-0.04,0.36,0.11,0.49,-0.4,-1.25,-0.74,-0.92,-0.62,0.45,0.28,-0.89,0.29,0.28,1.16,0.53,0.68,0.07,-0.3,01.03.01.03@01.05.13.03@01.07@16.21.07,345
-0.12,0.3,0.16,-0.54,-0.09,-0.45,0.03,0.53,0.01,0.3,-0.049362,0.15,-0.04,-0.27,-0.09,0.18,0.12,0.98,-1.36,-0.43,-0.69,0.25,0.03,-0.15,-0.14,-0.23,-0.06,-0.01,-0.4,0.3,-0.06,-0.07,0.06,0.2,0.1,-0.56,-0.15,0.01,-0.2,-0.15,-0.51,-0.43,-0.15,0.14,0.29,0.18,0.37,-0.14,-0.64,-0.94,-1.43,-0.6,-0.47,0.42,-0.6,0.38,-2,-1.89,-0.42,-0.79,-0.4,-0.29,0.11,-0.36,-0.07,-0.84,-0.47,-0.92,-0.2,0.32,-0.4,-1.03,0.23,0.11,0.4,-0.01,0.04,-0.22,-1.56,01.01.09.07.01@01.03.01.03,346
